,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0,254825.25,312988.2,0.0
Tax Rate For Calcs,0.0,0.0,0.15,0.15,0.0
Normalized EBITDA,-769339.0,-3085341.0,-1280756.0,-1295326.0,-2137007.0
Total Unusual Items,-1153512.0,439037.0,1698835.0,2086588.0,144152.0
Total Unusual Items Excluding Goodwill,-1153512.0,439037.0,1698835.0,2086588.0,144152.0
Net Income From Continuing Operation Net Minority Interest,-1922851.0,-2649057.0,405838.0,778565.0,-2012936.0
EBITDA,-1922851.0,-2646304.0,418079.0,791262.0,-1992855.0
EBIT,-1922851.0,-2646304.0,418079.0,791262.0,-1992855.0
Net Interest Income,0.0,-2752.0,-12241.0,-12697.0,-20081.0
Interest Expense,0.0,2752.0,12241.0,12697.0,20081.0
Interest Income,,,,0.0,0.0
Normalized Income,-769339.0,-3088094.0,-1038171.75,-995034.8,-2157088.0
Net Income From Continuing And Discontinued Operation,-1922851.0,-2649057.0,405838.0,778565.0,-2012936.0
Total Expenses,1995608.0,3185540.0,1768252.0,1294567.0,2137771.0
Diluted Average Shares,14354643.0,12448138.0,11420089.0,,8786943.0
Basic Average Shares,14354643.0,12448138.0,11420089.0,,8786943.0
Diluted EPS,-0.13,-0.21,0.04,,-0.23
Basic EPS,-0.13,-0.21,0.04,,-0.23
Diluted NI Availto Com Stockholders,-1922851.0,-2649057.0,405838.0,778565.0,-2012936.0
Net Income Common Stockholders,-1922851.0,-2649057.0,405838.0,778565.0,-2012936.0
Net Income,-1922851.0,-2649057.0,405838.0,778565.0,-2012936.0
Net Income Including Noncontrolling Interests,-1922851.0,-2649056.0,405838.0,778565.0,-2012936.0
Net Income Continuous Operations,-1922851.0,-2649056.0,405838.0,778565.0,-2012936.0
Pretax Income,-1922851.0,-2649056.0,405838.0,778565.0,-2012936.0
Other Income Expense,72757.0,539236.0,2186331.0,2085829.0,144916.0
Other Non Operating Income Expenses,1226269.0,100199.0,487496.0,105001.0,764.0
Special Income Charges,0.0,0.0,477000.0,1914814.0,56424.0
Other Special Charges,,,,0.0,-56424.0
Write Off,,,,0.0,0.0
Restructuring And Mergern Acquisition,0.0,0.0,-477000.0,,0.0
Gain On Sale Of Security,-1153512.0,439037.0,1221835.0,171774.0,87728.0
Net Non Operating Interest Income Expense,0.0,-2752.0,-12241.0,-12697.0,-20081.0
Interest Expense Non Operating,0.0,2752.0,12241.0,12697.0,20081.0
Interest Income Non Operating,,,,0.0,0.0
Operating Income,-1995608.0,-3185540.0,-1768252.0,-1294567.0,-2137771.0
Operating Expense,1995608.0,3185540.0,1768252.0,1294567.0,2137771.0
Other Operating Expenses,42294.0,138161.0,153835.0,248609.0,46870.0
Selling General And Administration,1953314.0,3047379.0,1614417.0,1045958.0,2090901.0
Selling And Marketing Expense,984749.0,,,266081.0,362654.0
General And Administrative Expense,968565.0,3047379.0,1614417.0,779877.0,1728247.0
Other Gand A,243719.0,2225944.0,1346578.0,399731.0,793257.0
Insurance And Claims,74969.0,,,,80407.0
Salaries And Wages,649877.0,821435.0,267839.0,380146.0,854583.0
Total Revenue,0.0,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0,0.0
