,2026-03-31,2025-06-30
Tax Effect Of Unusual Items,0.0,0.0
Tax Rate For Calcs,0.4,0.0
Normalized EBITDA,-156314.0,-248858.0
Net Income From Continuing Operation Net Minority Interest,1222873.0,-248858.0
EBITDA,-156314.0,-248858.0
EBIT,-156314.0,-248858.0
Net Interest Income,1379187.0,
Interest Income,1379187.0,
Normalized Income,1222873.0,-248858.0
Net Income From Continuing And Discontinued Operation,1222873.0,-248858.0
Total Expenses,156314.0,248858.0
Total Operating Income As Reported,-156314.0,-84359.0
Diluted NI Availto Com Stockholders,1222873.0,-248858.0
Net Income Common Stockholders,1222873.0,-248858.0
Net Income,1222873.0,-248858.0
Net Income Including Noncontrolling Interests,1222873.0,-248858.0
Net Income Continuous Operations,1222873.0,-248858.0
Pretax Income,1222873.0,-248858.0
Net Non Operating Interest Income Expense,1379187.0,
Interest Income Non Operating,1379187.0,
Operating Income,-156314.0,-248858.0
Operating Expense,156314.0,248858.0
Selling General And Administration,156314.0,248858.0
General And Administrative Expense,156314.0,248858.0
Other Gand A,156314.0,84359.0
Salaries And Wages,,164499.0
Total Revenue,0.0,0.0
Operating Revenue,0.0,0.0
