,2026-03-31,2025-12-31,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.4,0.183834,0.254262,0.3,0.3
Normalized EBITDA,130890000.0,165859000.0,117862000.0,20813000.0,38276000.0
Net Income From Continuing Operation Net Minority Interest,63040000.0,126132000.0,77782000.0,-19152000.0,9355000.0
Reconciled Depreciation,3283000.0,352000.0,347000.0,2817000.0,769000.0
Reconciled Cost Of Revenue,204414000.0,156057000.0,133968000.0,140976000.0,117305000.0
EBITDA,130890000.0,165859000.0,117862000.0,20813000.0,38276000.0
EBIT,127607000.0,165507000.0,117515000.0,17996000.0,37507000.0
Net Interest Income,-19284000.0,-10965000.0,-13213000.0,-15521000.0,-10935000.0
Interest Expense,19284000.0,10965000.0,13213000.0,15521000.0,10935000.0
Normalized Income,63040000.0,126132000.0,77782000.0,-19152000.0,9355000.0
Net Income From Continuing And Discontinued Operation,63040000.0,126132000.0,77782000.0,-19152000.0,9355000.0
Total Expenses,331537000.0,245831000.0,220826000.0,236448000.0,330799000.0
Diluted Average Shares,22119298.0,22128421.0,19630695.0,19744330.0,19636408.0
Basic Average Shares,22119298.0,22128421.0,19630695.0,19744330.0,19636408.0
Diluted EPS,2.85,5.7,3.962264,-0.97,0.476411
Basic EPS,2.85,5.7,3.962264,-0.97,0.476411
Diluted NI Availto Com Stockholders,63040000.0,126132000.0,77782000.0,-19152000.0,9355000.0
Net Income Common Stockholders,63040000.0,126132000.0,77782000.0,-19152000.0,9355000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0
Net Income,63040000.0,126132000.0,77782000.0,-19152000.0,9355000.0
Net Income Including Noncontrolling Interests,63040000.0,126132000.0,77782000.0,-19152000.0,9355000.0
Net Income Continuous Operations,63040000.0,126132000.0,77782000.0,-19152000.0,9355000.0
Tax Provision,45283000.0,28410000.0,26520000.0,21627000.0,17217000.0
Pretax Income,108323000.0,154542000.0,104302000.0,2475000.0,26572000.0
Other Non Operating Income Expenses,32258000.0,43081000.0,5564000.0,12542000.0,27345000.0
Net Non Operating Interest Income Expense,-19284000.0,-10965000.0,-13213000.0,-15521000.0,-10935000.0
Interest Expense Non Operating,19284000.0,10965000.0,13213000.0,15521000.0,10935000.0
Operating Income,95349000.0,122426000.0,111951000.0,5454000.0,10162000.0
Operating Expense,127123000.0,89774000.0,86858000.0,95472000.0,213494000.0
Other Operating Expenses,123840000.0,89422000.0,86511000.0,92655000.0,212725000.0
Depreciation And Amortization In Income Statement,3283000.0,352000.0,347000.0,2817000.0,769000.0
Depreciation Income Statement,3283000.0,352000.0,347000.0,2817000.0,769000.0
Gross Profit,222472000.0,212200000.0,198809000.0,100926000.0,223656000.0
Cost Of Revenue,204414000.0,156057000.0,133968000.0,140976000.0,117305000.0
Total Revenue,426886000.0,368257000.0,332777000.0,241902000.0,340961000.0
Operating Revenue,426886000.0,368257000.0,332777000.0,241902000.0,340961000.0
