,2026-03-31,2025-12-31,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.209768,0.251077,0.245373,0.24926,0.241876
Normalized EBITDA,2753800000.0,2632700000.0,2451100000.0,2728300000.0,2381600000.0
Total Unusual Items,0.0,0.0,0.0,0.0,0.0
Total Unusual Items Excluding Goodwill,0.0,0.0,0.0,0.0,0.0
Net Income From Continuing Operation Net Minority Interest,1673000000.0,1494400000.0,1431000000.0,1649300000.0,1399800000.0
Reconciled Depreciation,573200000.0,565000000.0,491800000.0,476000000.0,469600000.0
Reconciled Cost Of Revenue,23498100000.0,19498900000.0,16131900000.0,16493200000.0,14936500000.0
EBITDA,2753800000.0,2632700000.0,2451100000.0,2728300000.0,2381600000.0
EBIT,2180600000.0,2067700000.0,1959300000.0,2252300000.0,1912000000.0
Net Interest Income,-63500000.0,-72300000.0,-63000000.0,-55400000.0,-65600000.0
Interest Expense,63500000.0,72300000.0,63000000.0,55400000.0,65600000.0
Normalized Income,1673000000.0,1494400000.0,1431000000.0,1649300000.0,1399800000.0
Net Income From Continuing And Discontinued Operation,1673000000.0,1494400000.0,1431000000.0,1649300000.0,1399800000.0
Total Expenses,31114400000.0,26600200000.0,22857700000.0,22766900000.0,20916300000.0
Diluted Average Shares,6692000000.0,6497391304.0,6631661898.0,6597200000.0,6665714286.0
Basic Average Shares,6692000000.0,6497391304.0,6631661898.0,6597200000.0,6665714286.0
Diluted EPS,0.25,0.23,0.146667,0.25,0.21
Basic EPS,0.25,0.23,0.146667,0.25,0.21
Diluted NI Availto Com Stockholders,1673000000.0,1494400000.0,1431000000.0,1649300000.0,1399800000.0
Net Income Common Stockholders,1673000000.0,1494400000.0,1431000000.0,1649300000.0,1399800000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0
Net Income,1673000000.0,1494400000.0,1431000000.0,1649300000.0,1399800000.0
Net Income Including Noncontrolling Interests,1673000000.0,1494400000.0,1431000000.0,1649300000.0,1399800000.0
Net Income Continuous Operations,1673000000.0,1494400000.0,1431000000.0,1649300000.0,1399800000.0
Tax Provision,444100000.0,501000000.0,465300000.0,547600000.0,446600000.0
Pretax Income,2117100000.0,1995400000.0,1896300000.0,2196900000.0,1846400000.0
Other Non Operating Income Expenses,13200000.0,9500000.0,8600000.0,16100000.0,5800000.0
Special Income Charges,0.0,0.0,0.0,0.0,0.0
Net Non Operating Interest Income Expense,-63500000.0,-72300000.0,-63000000.0,-55400000.0,-65600000.0
Interest Expense Non Operating,63500000.0,72300000.0,63000000.0,55400000.0,65600000.0
Operating Income,2167400000.0,2058200000.0,1950700000.0,2236200000.0,1906200000.0
Operating Expense,7616300000.0,7101300000.0,6725800000.0,6273700000.0,5979800000.0
Other Operating Expenses,1929900000.0,1767600000.0,1607300000.0,1748400000.0,1568000000.0
Depreciation And Amortization In Income Statement,573200000.0,565000000.0,491800000.0,476000000.0,469600000.0
Depreciation Income Statement,573200000.0,565000000.0,491800000.0,476000000.0,469600000.0
Gross Profit,9783700000.0,9159500000.0,8676500000.0,8509900000.0,7886000000.0
Cost Of Revenue,23498100000.0,19498900000.0,16131900000.0,16493200000.0,14936500000.0
Total Revenue,33281800000.0,28658400000.0,24808400000.0,25003100000.0,22822500000.0
Operating Revenue,33281800000.0,28658400000.0,24808400000.0,25003100000.0,22822500000.0
