,2026-03-31,2025-12-31,2025-09-30,2024-12-31
Tax Effect Of Unusual Items,,0.0,0.0,0.0
Tax Rate For Calcs,,0.0,0.0,0.0
Normalized EBITDA,,-16692453.0,18951210.0,499.0
Total Unusual Items,,-11930753.0,-21565275.0,-132672.0
Total Unusual Items Excluding Goodwill,,-11930753.0,-21565275.0,-132672.0
Net Income From Continuing Operation Net Minority Interest,,-40577111.0,-24214755.0,-265023.0
Reconciled Depreciation,,23152.0,35415.0,178.0
EBITDA,,-28623206.0,-2614065.0,-132173.0
EBIT,,-28646358.0,-2649480.0,-132351.0
Normalized Income,,-28646358.0,-2649480.0,-132351.0
Net Income From Continuing And Discontinued Operation,,-40577111.0,-24214755.0,-265023.0
Total Expenses,,28646358.0,2649480.0,132351.0
Total Operating Income As Reported,,-28646358.0,-2649480.0,-132351.0
Diluted Average Shares,71498842.0,,,
Basic Average Shares,71498842.0,,,
Diluted EPS,0.183353,,,
Basic EPS,0.183353,,,
Diluted NI Availto Com Stockholders,,-40577111.0,-24214755.0,-265023.0
Net Income Common Stockholders,,-40577111.0,-24214755.0,-265023.0
Net Income,,-40577111.0,-24214755.0,-265023.0
Net Income Including Noncontrolling Interests,,-40577111.0,-24214755.0,-265023.0
Net Income Continuous Operations,,-40577111.0,-24214755.0,-265023.0
Tax Provision,,0.0,0.0,0.0
Pretax Income,,-40577111.0,-24214755.0,-265023.0
Other Income Expense,,-11930753.0,-21565275.0,-132672.0
Gain On Sale Of Security,,-11930753.0,-21565275.0,-132672.0
Operating Income,,-28646358.0,-2649480.0,-132351.0
Operating Expense,,28646358.0,2649480.0,132351.0
Depreciation Amortization Depletion Income Statement,,2918.0,2824.0,178.0
Depreciation And Amortization In Income Statement,,2918.0,2824.0,178.0
Depreciation Income Statement,,2918.0,2824.0,178.0
Research And Development,,326046.0,,
Selling General And Administration,,28317394.0,2421731.0,132173.0
General And Administrative Expense,,28317394.0,2421731.0,132173.0
Other Gand A,,17878186.0,898881.0,129418.0
Salaries And Wages,,10439208.0,1522850.0,2755.0
Total Revenue,,0.0,0.0,0.0
Operating Revenue,,0.0,0.0,0.0
