,2026-03-31,2025-12-31,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,1238000.0,0.0,0.0,0.0
Tax Rate For Calcs,0.4,0.160929,0.0,0.21
Normalized EBITDA,4440000.0,-9051000.0,4383000.0,3784000.0
Total Unusual Items,3095000.0,,,
Total Unusual Items Excluding Goodwill,3095000.0,,,
Net Income From Continuing Operation Net Minority Interest,-338000.0,-6578000.0,1853000.0,-242000.0
Reconciled Depreciation,1923000.0,917000.0,1604000.0,1059000.0
Reconciled Cost Of Revenue,44159000.0,43835000.0,37776000.0,37832000.0
EBITDA,7535000.0,-9051000.0,4383000.0,3784000.0
EBIT,5612000.0,-9968000.0,2779000.0,2725000.0
Net Interest Income,-1240000.0,411000.0,-926000.0,-1334000.0
Interest Expense,1240000.0,-411000.0,926000.0,1334000.0
Normalized Income,-2195000.0,-6578000.0,1853000.0,-242000.0
Net Income From Continuing And Discontinued Operation,-338000.0,-6578000.0,1197000.0,5472000.0
Total Expenses,54144000.0,65078000.0,43529000.0,44533000.0
Total Operating Income As Reported,1863000.0,-10083000.0,2858000.0,2355000.0
Diluted Average Shares,28847649.0,,29480906.0,
Basic Average Shares,28847649.0,,29480906.0,
Diluted EPS,-0.011717,,0.040603,
Basic EPS,-0.011717,,0.040603,
Diluted NI Availto Com Stockholders,-338000.0,-6578000.0,1197000.0,5472000.0
Net Income Common Stockholders,-338000.0,-6578000.0,1197000.0,5472000.0
Net Income,-338000.0,-6578000.0,1197000.0,5472000.0
Minority Interests,,268000.0,,-1857000.0
Net Income Including Noncontrolling Interests,-338000.0,-8019000.0,1197000.0,7329000.0
Net Income Discontinuous Operations,0.0,,-656000.0,
Net Income Continuous Operations,-338000.0,-8019000.0,1853000.0,1615000.0
Tax Provision,4710000.0,-1538000.0,0.0,-224000.0
Pretax Income,4372000.0,-9557000.0,1853000.0,1391000.0
Other Income Expense,3749000.0,115000.0,-79000.0,370000.0
Other Non Operating Income Expenses,654000.0,115000.0,-79000.0,370000.0
Gain On Sale Of Security,3095000.0,,,
Net Non Operating Interest Income Expense,-1240000.0,411000.0,-926000.0,-1334000.0
Interest Expense Non Operating,1240000.0,-411000.0,926000.0,1334000.0
Operating Income,1863000.0,-10083000.0,2858000.0,2355000.0
Operating Expense,9985000.0,21243000.0,5753000.0,6701000.0
Research And Development,850000.0,768000.0,811000.0,997000.0
Selling General And Administration,9135000.0,20475000.0,4942000.0,5704000.0
Selling And Marketing Expense,2067000.0,1751000.0,1683000.0,1346000.0
General And Administrative Expense,7068000.0,18724000.0,3259000.0,4358000.0
Other Gand A,7068000.0,18724000.0,3259000.0,4358000.0
Gross Profit,11848000.0,11160000.0,8611000.0,9056000.0
Cost Of Revenue,44159000.0,43835000.0,37776000.0,37832000.0
Total Revenue,56007000.0,54995000.0,46387000.0,46888000.0
Operating Revenue,56007000.0,54995000.0,46387000.0,46888000.0
