,2026-03-31,2025-09-30
Tax Effect Of Unusual Items,0.0,0.0
Tax Rate For Calcs,0.4,0.21
Normalized EBITDA,-342807.0,-233097.0
Net Income From Continuing Operation Net Minority Interest,1971217.0,383939.0
EBITDA,-342807.0,-233097.0
EBIT,-342807.0,-233097.0
Net Interest Income,2314024.0,617036.0
Interest Income,2314024.0,617036.0
Normalized Income,1971217.0,383939.0
Net Income From Continuing And Discontinued Operation,1971217.0,383939.0
Total Expenses,342807.0,233097.0
Total Operating Income As Reported,-342807.0,-159097.0
Diluted NI Availto Com Stockholders,1971217.0,383939.0
Net Income Common Stockholders,1971217.0,383939.0
Net Income,1971217.0,383939.0
Net Income Including Noncontrolling Interests,1971217.0,383939.0
Net Income Continuous Operations,1971217.0,383939.0
Pretax Income,1971217.0,383939.0
Other Income Expense,,-74000.0
Other Non Operating Income Expenses,,-74000.0
Net Non Operating Interest Income Expense,2314024.0,617036.0
Interest Income Non Operating,2314024.0,617036.0
Operating Income,-342807.0,-233097.0
Operating Expense,342807.0,233097.0
Selling General And Administration,342807.0,233097.0
General And Administrative Expense,342807.0,233097.0
Other Gand A,342807.0,159097.0
Salaries And Wages,,74000.0
Total Revenue,0.0,0.0
Operating Revenue,0.0,0.0
