,2025-12-31,2025-09-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-1320.0,2330.508475,51645.0,0.0
Tax Rate For Calcs,0.165,0.211864,0.165,0.0
Normalized EBITDA,-478000.0,-553000.0,-965000.0,-44000.0
Total Unusual Items,-8000.0,11000.0,313000.0,48000.0
Total Unusual Items Excluding Goodwill,-8000.0,11000.0,313000.0,48000.0
Net Income From Continuing Operation Net Minority Interest,-115000.0,-373000.0,-315000.0,92000.0
Reconciled Cost Of Revenue,855000.0,879000.0,1182000.0,1259000.0
EBITDA,-486000.0,-542000.0,-652000.0,4000.0
EBIT,-486000.0,-542000.0,-652000.0,4000.0
Net Interest Income,31000.0,54000.0,56000.0,44000.0
Interest Income,31000.0,54000.0,56000.0,44000.0
Normalized Income,-108320.0,-381669.491525,-576355.0,44000.0
Net Income From Continuing And Discontinued Operation,-115000.0,-373000.0,-315000.0,92000.0
Total Expenses,1633000.0,1722000.0,2139000.0,1925000.0
Total Operating Income As Reported,-486000.0,-542000.0,-652000.0,4000.0
Diluted Average Shares,4602000.0,4602000.0,4402000.0,4402000.0
Basic Average Shares,4602000.0,4602000.0,4402000.0,4402000.0
Diluted EPS,-0.02,-0.08,-0.07,0.02
Basic EPS,-0.02,-0.08,-0.07,0.02
Diluted NI Availto Com Stockholders,-115000.0,-373000.0,-315000.0,92000.0
Net Income Common Stockholders,-115000.0,-373000.0,-315000.0,92000.0
Net Income,-115000.0,-373000.0,-315000.0,92000.0
Minority Interests,15000.0,-1000.0,0.0,-8000.0
Net Income Including Noncontrolling Interests,-130000.0,-372000.0,-315000.0,100000.0
Net Income Continuous Operations,-130000.0,-372000.0,-315000.0,100000.0
Tax Provision,-327000.0,-100000.0,38000.0,0.0
Pretax Income,-457000.0,-472000.0,-277000.0,100000.0
Other Income Expense,-2000.0,16000.0,319000.0,52000.0
Other Non Operating Income Expenses,6000.0,5000.0,6000.0,4000.0
Special Income Charges,-7000.0,0.0,333000.0,0.0
Gain On Sale Of Ppe,-7000.0,0.0,333000.0,0.0
Gain On Sale Of Security,-1000.0,11000.0,-20000.0,48000.0
Net Non Operating Interest Income Expense,31000.0,54000.0,56000.0,44000.0
Interest Income Non Operating,31000.0,54000.0,56000.0,44000.0
Operating Income,-486000.0,-542000.0,-652000.0,4000.0
Operating Expense,778000.0,843000.0,957000.0,666000.0
Selling General And Administration,778000.0,843000.0,957000.0,666000.0
Gross Profit,292000.0,301000.0,305000.0,670000.0
Cost Of Revenue,855000.0,879000.0,1182000.0,1259000.0
Total Revenue,1147000.0,1180000.0,1487000.0,1929000.0
Operating Revenue,1147000.0,1180000.0,1487000.0,1929000.0
