,2025-12-31,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0
Tax Rate For Calcs,0.0,0.25
Normalized EBITDA,-17623000.0,-11798000.0
Net Income From Continuing Operation Net Minority Interest,-17401000.0,-11732000.0
Reconciled Depreciation,-83000.0,85000.0
EBITDA,-17623000.0,-11798000.0
EBIT,-17540000.0,-11883000.0
Net Interest Income,717000.0,616000.0
Interest Expense,-139000.0,-155000.0
Interest Income,581000.0,471000.0
Normalized Income,-17401000.0,-11732000.0
Net Income From Continuing And Discontinued Operation,-17401000.0,-11732000.0
Total Expenses,16527000.0,11814000.0
Rent Expense Supplemental,106000.0,-98000.0
Total Operating Income As Reported,-16527000.0,-11814000.0
Diluted NI Availto Com Stockholders,-17401000.0,-11732000.0
Net Income Common Stockholders,-17401000.0,-11732000.0
Net Income,-17401000.0,-11732000.0
Net Income Including Noncontrolling Interests,-17401000.0,-11732000.0
Net Income Continuous Operations,-17401000.0,-11732000.0
Tax Provision,0.0,4000.0
Pretax Income,-17401000.0,-11728000.0
Other Income Expense,-1591000.0,-530000.0
Other Non Operating Income Expenses,-1630000.0,-299000.0
Net Non Operating Interest Income Expense,717000.0,616000.0
Interest Expense Non Operating,-139000.0,-155000.0
Interest Income Non Operating,581000.0,471000.0
Operating Income,-16527000.0,-11814000.0
Operating Expense,16527000.0,11814000.0
Other Operating Expenses,-416000.0,-302000.0
Other Taxes,-90000.0,-81000.0
Depreciation Amortization Depletion Income Statement,-83000.0,85000.0
Depreciation And Amortization In Income Statement,-83000.0,85000.0
Research And Development,13862000.0,10728000.0
Selling General And Administration,3254000.0,1384000.0
General And Administrative Expense,3254000.0,1384000.0
Other Gand A,878000.0,560000.0
Rent And Landing Fees,106000.0,-98000.0
Salaries And Wages,2270000.0,922000.0
Total Revenue,0.0,0.0
Operating Revenue,0.0,0.0
