,2026-03-31,2025-12-31
Tax Effect Of Unusual Items,0.0,0.0
Tax Rate For Calcs,0.0,0.0
Normalized EBITDA,-139635.0,-145382.0
Net Income From Continuing Operation Net Minority Interest,-139635.0,-145382.0
EBITDA,-139635.0,-145382.0
EBIT,-139635.0,-145382.0
Normalized Income,-139635.0,-145382.0
Net Income From Continuing And Discontinued Operation,-139635.0,-145382.0
Total Expenses,139635.0,145382.0
Diluted Average Shares,43368824.0,43368824.0
Basic Average Shares,43368824.0,43368824.0
Diluted EPS,-0.00322,-0.003352
Basic EPS,-0.00322,-0.003352
Diluted NI Availto Com Stockholders,-139635.0,-145382.0
Net Income Common Stockholders,-139635.0,-145382.0
Net Income,-139635.0,-145382.0
Net Income Including Noncontrolling Interests,-139635.0,-145382.0
Net Income Continuous Operations,-139635.0,-145382.0
Pretax Income,-139635.0,-145382.0
Operating Income,-139635.0,-145382.0
Operating Expense,139635.0,145382.0
Selling General And Administration,139635.0,145382.0
General And Administrative Expense,139635.0,145382.0
Other Gand A,139635.0,145382.0
Total Revenue,0.0,0.0
Operating Revenue,0.0,0.0
