,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,289830.151857,-5462310.0,-3391290.0,-585060.0,1639680.0
Tax Rate For Calcs,0.005946,0.21,0.21,0.21,0.21
Normalized EBITDA,-11687000.0,-5038000.0,-5467000.0,-11569000.0,-10360000.0
Total Unusual Items,48742000.0,-26011000.0,-16149000.0,-2786000.0,7808000.0
Total Unusual Items Excluding Goodwill,48742000.0,-26011000.0,-16149000.0,-2786000.0,7808000.0
Net Income From Continuing Operation Net Minority Interest,32599000.0,-36390000.0,-23938000.0,-15430000.0,-3819000.0
Reconciled Depreciation,365000.0,378000.0,290000.0,305000.0,302000.0
Reconciled Cost Of Revenue,18492000.0,27969000.0,24436000.0,23912000.0,24250000.0
EBITDA,37055000.0,-31049000.0,-21616000.0,-14355000.0,-2552000.0
EBIT,36690000.0,-31427000.0,-21906000.0,-14660000.0,-2854000.0
Net Interest Income,-3891000.0,-4769000.0,-1982000.0,-726000.0,-705000.0
Interest Expense,3896000.0,4775000.0,1988000.0,731000.0,711000.0
Interest Income,5000.0,6000.0,6000.0,5000.0,6000.0
Normalized Income,-15853169.848143,-15841310.0,-11180290.0,-13229060.0,-9987320.0
Net Income From Continuing And Discontinued Operation,32599000.0,-36390000.0,-23938000.0,-15430000.0,-3819000.0
Total Expenses,29323000.0,38520000.0,33735000.0,31492000.0,31363000.0
Total Operating Income As Reported,-12058000.0,-5659000.0,-7705000.0,-11499000.0,-10560000.0
Diluted Average Shares,22396369.0,15140410.0,14899638.0,13098825.0,14588972.0
Basic Average Shares,15568299.0,15140410.0,14899638.0,13098825.0,12888695.0
Diluted EPS,-0.72,-2.23,-1.61,-1.18,-0.58
Basic EPS,2.09,-2.23,-1.61,-1.18,-0.3
Diluted NI Availto Com Stockholders,-16143000.0,-36390000.0,-23938000.0,-15430000.0,-8423000.0
Average Dilution Earnings,-48742000.0,,,,-4604000.0
Net Income Common Stockholders,32599000.0,-36390000.0,-23938000.0,-15430000.0,-3819000.0
Net Income,32599000.0,-36390000.0,-23938000.0,-15430000.0,-3819000.0
Net Income Including Noncontrolling Interests,32599000.0,-36390000.0,-23938000.0,-15430000.0,-3819000.0
Net Income Continuous Operations,32599000.0,-36390000.0,-23938000.0,-15430000.0,-3819000.0
Tax Provision,195000.0,188000.0,44000.0,39000.0,254000.0
Pretax Income,32794000.0,-36202000.0,-23894000.0,-15391000.0,-3565000.0
Other Income Expense,48743000.0,-25774000.0,-14207000.0,-3166000.0,7700000.0
Other Non Operating Income Expenses,1000.0,30000.0,35000.0,71000.0,4000.0
Special Income Charges,0.0,377000.0,-83000.0,50000.0,3204000.0
Gain On Sale Of Ppe,,0.0,90000.0,50000.0,
Gain On Sale Of Business,0.0,0.0,0.0,0.0,3204000.0
Other Special Charges,,0.0,173000.0,,
Earnings From Equity Interest,0.0,207000.0,1907000.0,-451000.0,-112000.0
Gain On Sale Of Security,48742000.0,-26388000.0,-16066000.0,-2836000.0,4604000.0
Net Non Operating Interest Income Expense,-3891000.0,-4769000.0,-1982000.0,-726000.0,-705000.0
Interest Expense Non Operating,3896000.0,4775000.0,1988000.0,731000.0,711000.0
Interest Income Non Operating,5000.0,6000.0,6000.0,5000.0,6000.0
Operating Income,-12058000.0,-5659000.0,-7705000.0,-11499000.0,-10560000.0
Operating Expense,10831000.0,10551000.0,9299000.0,7580000.0,7113000.0
Research And Development,1118000.0,1106000.0,1228000.0,1129000.0,924000.0
Selling General And Administration,9713000.0,9445000.0,8071000.0,6451000.0,6189000.0
Selling And Marketing Expense,1715000.0,2102000.0,1672000.0,1291000.0,1136000.0
General And Administrative Expense,7998000.0,7343000.0,6399000.0,5160000.0,5053000.0
Other Gand A,7998000.0,7343000.0,6399000.0,5160000.0,5053000.0
Gross Profit,-1227000.0,4892000.0,1594000.0,-3919000.0,-3447000.0
Cost Of Revenue,18492000.0,27969000.0,24436000.0,23912000.0,24250000.0
Total Revenue,17265000.0,32861000.0,26030000.0,19993000.0,20803000.0
Operating Revenue,17265000.0,32861000.0,26030000.0,19993000.0,20803000.0
