,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.197741,0.190705,0.168766,0.063249,0.099752
Normalized EBITDA,16124000.0,49467000.0,21693000.0,30523000.0,14899000.0
Net Income From Continuing Operation Net Minority Interest,10938000.0,21261000.0,20189000.0,19476000.0,17400000.0
Reconciled Depreciation,7005000.0,3941000.0,2703000.0,2592000.0,2631000.0
Reconciled Cost Of Revenue,22420000.0,19691000.0,20314000.0,17677000.0,17490000.0
EBITDA,16124000.0,49467000.0,21693000.0,30523000.0,14899000.0
EBIT,9119000.0,45526000.0,18990000.0,27931000.0,12268000.0
Net Interest Income,4515000.0,4729000.0,5298000.0,5107000.0,7060000.0
Normalized Income,10938000.0,21261000.0,20189000.0,19476000.0,17400000.0
Net Income From Continuing And Discontinued Operation,10938000.0,21261000.0,20189000.0,19476000.0,17400000.0
Total Expenses,119182000.0,108016000.0,107039000.0,98859000.0,95281000.0
Total Operating Income As Reported,9119000.0,20805000.0,18990000.0,14417000.0,12268000.0
Diluted Average Shares,252077487.0,251501118.0,249719713.0,248980462.0,249302220.0
Basic Average Shares,246470084.0,245282244.0,243508803.0,240358573.0,237246654.0
Diluted EPS,0.04,0.08,0.08,0.08,0.07
Basic EPS,0.04,0.09,0.08,0.08,0.07
Diluted NI Availto Com Stockholders,10938000.0,20748000.0,20189000.0,19248000.0,17400000.0
Net Income Common Stockholders,10938000.0,20748000.0,20189000.0,19248000.0,17400000.0
Net Income,10938000.0,21261000.0,20189000.0,19476000.0,17400000.0
Net Income Including Noncontrolling Interests,10938000.0,21261000.0,20189000.0,19476000.0,17400000.0
Net Income Continuous Operations,10938000.0,21261000.0,20189000.0,19476000.0,17400000.0
Tax Provision,2696000.0,5010000.0,4099000.0,1315000.0,1928000.0
Pretax Income,13634000.0,26271000.0,24288000.0,20791000.0,19328000.0
Net Non Operating Interest Income Expense,4515000.0,4729000.0,5298000.0,5107000.0,7060000.0
Total Other Finance Cost,-4515000.0,18691000.0,-5298000.0,6009000.0,-7060000.0
Operating Income,9119000.0,20805000.0,18990000.0,14417000.0,12268000.0
Operating Expense,96762000.0,88325000.0,86725000.0,81182000.0,77791000.0
Research And Development,35872000.0,29865000.0,28124000.0,28611000.0,27277000.0
Selling General And Administration,60890000.0,58460000.0,58601000.0,52571000.0,50514000.0
Selling And Marketing Expense,43222000.0,38561000.0,38800000.0,38685000.0,38768000.0
General And Administrative Expense,17668000.0,19899000.0,19801000.0,13886000.0,11746000.0
Other Gand A,17668000.0,19899000.0,19801000.0,13886000.0,11746000.0
Gross Profit,105881000.0,109130000.0,105715000.0,95599000.0,90059000.0
Cost Of Revenue,22420000.0,19691000.0,20314000.0,17677000.0,17490000.0
Total Revenue,128301000.0,128821000.0,126029000.0,113276000.0,107549000.0
Operating Revenue,128301000.0,128821000.0,126029000.0,113276000.0,107549000.0
