,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-4051530.0,-4488.311688
Tax Rate For Calcs,0.21,0.000312
Normalized EBITDA,-31350000.0,-3333000.0
Total Unusual Items,-19293000.0,-14400000.0
Total Unusual Items Excluding Goodwill,-19293000.0,-14400000.0
Net Income From Continuing Operation Net Minority Interest,-37296000.0,-38488000.0
Reconciled Depreciation,786000.0,788000.0
Reconciled Cost Of Revenue,1872000.0,354000.0
EBITDA,-50643000.0,-17733000.0
EBIT,-51429000.0,-18521000.0
Net Interest Income,4569000.0,-5579000.0
Normalized Income,-22054530.0,-24092488.311688
Net Income From Continuing And Discontinued Operation,-37296000.0,-38488000.0
Total Expenses,21803000.0,18532000.0
Total Operating Income As Reported,-21791000.0,-18521000.0
Diluted Average Shares,24762387.0,15015194.0
Basic Average Shares,24762387.0,15015194.0
Diluted EPS,-1.51,-2.56
Basic EPS,-1.51,-2.56
Diluted NI Availto Com Stockholders,-37296000.0,-38488000.0
Net Income Common Stockholders,-37296000.0,-38488000.0
Net Income,-37296000.0,-38488000.0
Net Income Including Noncontrolling Interests,-37296000.0,-38488000.0
Net Income Continuous Operations,-37296000.0,-38488000.0
Tax Provision,781000.0,-12000.0
Pretax Income,-36515000.0,-38500000.0
Other Income Expense,-19293000.0,-14400000.0
Gain On Sale Of Security,-19293000.0,-14400000.0
Net Non Operating Interest Income Expense,4569000.0,-5579000.0
Total Other Finance Cost,-2619000.0,5579000.0
Operating Income,-21791000.0,-18521000.0
Operating Expense,19931000.0,18178000.0
Research And Development,13653000.0,12386000.0
Selling General And Administration,6278000.0,5792000.0
Gross Profit,-1860000.0,-343000.0
Cost Of Revenue,1872000.0,354000.0
Total Revenue,12000.0,11000.0
Operating Revenue,12000.0,11000.0
