,2026-03-31,2025-09-30,2025-06-30
Tax Effect Of Unusual Items,637760.8,0.0,0.0
Tax Rate For Calcs,0.4,0.0,0.0
Normalized EBITDA,-2246679.0,-2877839.0,-63574.0
Total Unusual Items,1594402.0,1237068.0,
Total Unusual Items Excluding Goodwill,1594402.0,1237068.0,
Net Income From Continuing Operation Net Minority Interest,943355.0,-395372.0,-61710.0
EBITDA,-652277.0,-1640771.0,-63574.0
EBIT,-652277.0,-1640771.0,-63574.0
Net Interest Income,1230.0,8331.0,1864.0
Interest Income,1230.0,8331.0,1864.0
Normalized Income,-13286.2,-1632440.0,-61710.0
Net Income From Continuing And Discontinued Operation,943355.0,-395372.0,-61710.0
Total Expenses,652277.0,1640771.0,63574.0
Total Operating Income As Reported,-652277.0,,
Diluted Average Shares,23581250.0,29331250.0,10954189.0
Basic Average Shares,23581250.0,29331250.0,10954189.0
Diluted EPS,0.04,-0.02,-0.01
Basic EPS,0.04,-0.02,-0.01
Diluted NI Availto Com Stockholders,943355.0,-395372.0,-61710.0
Net Income Common Stockholders,943355.0,-395372.0,-61710.0
Net Income,943355.0,-395372.0,-61710.0
Net Income Including Noncontrolling Interests,943355.0,-395372.0,-61710.0
Net Income Continuous Operations,943355.0,-395372.0,-61710.0
Pretax Income,943355.0,-395372.0,-61710.0
Other Income Expense,1594402.0,1237068.0,
Gain On Sale Of Security,1594402.0,1237068.0,
Net Non Operating Interest Income Expense,1230.0,8331.0,1864.0
Interest Income Non Operating,1230.0,8331.0,1864.0
Operating Income,-652277.0,-1640771.0,-63574.0
Operating Expense,652277.0,1640771.0,63574.0
Selling General And Administration,652277.0,1640771.0,63574.0
General And Administrative Expense,652277.0,1640771.0,63574.0
Other Gand A,652277.0,1640771.0,63574.0
Total Revenue,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0
