,2026-03-31,2025-12-31
Tax Effect Of Unusual Items,12400.0,0.0
Tax Rate For Calcs,0.4,0.0
Normalized EBITDA,-18680.0,-47696.0
Total Unusual Items,31000.0,
Total Unusual Items Excluding Goodwill,31000.0,
Net Income From Continuing Operation Net Minority Interest,12001.0,-47696.0
EBITDA,12320.0,-47696.0
EBIT,12320.0,-47696.0
Net Interest Income,87598.0,
Interest Expense,319.0,
Interest Income,87917.0,
Normalized Income,-6599.0,-47696.0
Net Income From Continuing And Discontinued Operation,12001.0,-47696.0
Total Expenses,106597.0,47696.0
Total Operating Income As Reported,-106597.0,
Diluted NI Availto Com Stockholders,12001.0,-47696.0
Net Income Common Stockholders,12001.0,-47696.0
Net Income,12001.0,-47696.0
Net Income Including Noncontrolling Interests,12001.0,-47696.0
Net Income Continuous Operations,12001.0,-47696.0
Pretax Income,12001.0,-47696.0
Other Income Expense,31000.0,
Gain On Sale Of Security,31000.0,
Net Non Operating Interest Income Expense,87598.0,
Interest Expense Non Operating,319.0,
Interest Income Non Operating,87917.0,
Operating Income,-106597.0,-47696.0
Operating Expense,106597.0,47696.0
Selling General And Administration,106597.0,47696.0
General And Administrative Expense,106597.0,47696.0
Other Gand A,106597.0,47696.0
Total Revenue,0.0,0.0
Operating Revenue,0.0,0.0
