,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,-265437.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.029,0.21,0.21,0.088,0.075
Normalized EBITDA,37262000.0,51693000.0,32692000.0,37695000.0,12281000.0
Total Unusual Items,-9153000.0,,,,0.0
Total Unusual Items Excluding Goodwill,-9153000.0,,,,0.0
Net Income From Continuing Operation Net Minority Interest,19777000.0,23037000.0,390895000.0,28187000.0,5060000.0
Reconciled Depreciation,80000.0,67000.0,62000.0,59000.0,56000.0
Reconciled Cost Of Revenue,33510000.0,38142000.0,28093000.0,18938000.0,15541000.0
EBITDA,28109000.0,51693000.0,32692000.0,37695000.0,12281000.0
EBIT,28029000.0,51626000.0,32630000.0,37636000.0,12225000.0
Net Interest Income,-7666000.0,-6533000.0,-6721000.0,-6716000.0,-6757000.0
Interest Expense,7666000.0,6533000.0,6721000.0,6716000.0,6757000.0
Normalized Income,28664563.0,23037000.0,390895000.0,28187000.0,5060000.0
Net Income From Continuing And Discontinued Operation,19777000.0,23037000.0,390895000.0,28187000.0,5060000.0
Total Expenses,170123000.0,142080000.0,132344000.0,106305000.0,112234000.0
Total Operating Income As Reported,34795000.0,50494000.0,29365000.0,34843000.0,8622000.0
Diluted Average Shares,160062326.0,159366352.0,160997977.0,162559404.0,162769202.0
Basic Average Shares,144439370.0,142961377.0,145416901.0,146739833.0,146677783.0
Diluted EPS,0.12,0.14,2.43,0.17,0.03
Basic EPS,0.14,0.16,2.69,0.19,0.03
Diluted NI Availto Com Stockholders,19777000.0,23037000.0,390895000.0,28187000.0,5060000.0
Net Income Common Stockholders,19777000.0,23037000.0,390895000.0,28187000.0,5060000.0
Net Income,19777000.0,23037000.0,390895000.0,28187000.0,5060000.0
Net Income Including Noncontrolling Interests,19777000.0,23037000.0,390895000.0,28187000.0,5060000.0
Net Income Continuous Operations,19777000.0,23037000.0,390895000.0,28187000.0,5060000.0
Tax Provision,586000.0,22056000.0,-364986000.0,2733000.0,408000.0
Pretax Income,20363000.0,45093000.0,25909000.0,30920000.0,5468000.0
Other Income Expense,-6766000.0,1132000.0,3265000.0,2793000.0,3603000.0
Other Non Operating Income Expenses,2387000.0,1132000.0,3265000.0,2793000.0,3603000.0
Special Income Charges,-9153000.0,,,,0.0
Other Special Charges,9153000.0,,,,
Net Non Operating Interest Income Expense,-7666000.0,-6533000.0,-6721000.0,-6716000.0,-6757000.0
Interest Expense Non Operating,7666000.0,6533000.0,6721000.0,6716000.0,6757000.0
Operating Income,34795000.0,50494000.0,29365000.0,34843000.0,8622000.0
Operating Expense,136613000.0,103938000.0,104251000.0,87367000.0,96693000.0
Research And Development,48396000.0,41193000.0,40878000.0,31782000.0,46362000.0
Selling General And Administration,88217000.0,62745000.0,63373000.0,55585000.0,50331000.0
General And Administrative Expense,88217000.0,62745000.0,63373000.0,55585000.0,50331000.0
Other Gand A,73142000.0,50727000.0,51022000.0,43541000.0,38691000.0
Salaries And Wages,15075000.0,12018000.0,12351000.0,12044000.0,11640000.0
Gross Profit,171408000.0,154432000.0,133616000.0,122210000.0,105315000.0
Cost Of Revenue,33510000.0,38142000.0,28093000.0,18938000.0,15541000.0
Total Revenue,204918000.0,192574000.0,161709000.0,141148000.0,120856000.0
Operating Revenue,204918000.0,192574000.0,161709000.0,141148000.0,120856000.0
