,2026-04-30,2026-01-31,2025-10-31,2025-07-31,2025-04-30,2025-01-31,2024-10-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.231953,0.264322,0.256291,0.232643,0.226059,,
Normalized EBITDA,11668000000.0,10420000000.0,12476000000.0,13575000000.0,10000000000.0,,
Net Income From Continuing Operation Net Minority Interest,5330000000.0,4237000000.0,6143000000.0,7026000000.0,4487000000.0,,
Reconciled Depreciation,3821000000.0,3741000000.0,3606000000.0,3487000000.0,3369000000.0,,
Reconciled Cost Of Revenue,133058000000.0,143615000000.0,134706000000.0,132771000000.0,124303000000.0,,
EBITDA,11668000000.0,10420000000.0,12476000000.0,13575000000.0,10000000000.0,,
EBIT,7847000000.0,6679000000.0,8870000000.0,10088000000.0,6631000000.0,,
Net Interest Income,-620000000.0,-621000000.0,-591000000.0,-675000000.0,-544000000.0,,
Interest Expense,699000000.0,709000000.0,684000000.0,769000000.0,637000000.0,,
Interest Income,79000000.0,88000000.0,93000000.0,94000000.0,93000000.0,,
Normalized Income,5330000000.0,4237000000.0,6143000000.0,7026000000.0,4487000000.0,,
Net Income From Continuing And Discontinued Operation,5330000000.0,4237000000.0,6143000000.0,7026000000.0,4487000000.0,,
Total Expenses,170258000000.0,181948000000.0,172800000000.0,170116000000.0,158474000000.0,,
Total Operating Income As Reported,7493000000.0,8708000000.0,6696000000.0,7286000000.0,7135000000.0,,
Diluted Average Shares,7999000000.0,8009000000.0,8011000000.0,8016000000.0,8051000000.0,,
Basic Average Shares,7969000000.0,7971000000.0,7974000000.0,7978000000.0,8011000000.0,,
Diluted EPS,0.67,0.53,0.77,0.88,0.56,,
Basic EPS,0.67,0.53,0.77,0.88,0.56,,
Diluted NI Availto Com Stockholders,5330000000.0,4237000000.0,6143000000.0,7026000000.0,4487000000.0,,
Net Income Common Stockholders,5330000000.0,4237000000.0,6143000000.0,7026000000.0,4487000000.0,,
Net Income,5330000000.0,4237000000.0,6143000000.0,7026000000.0,4487000000.0,,
Minority Interests,-160000000.0,-155000000.0,55000000.0,-125000000.0,-152000000.0,,
Net Income Including Noncontrolling Interests,5490000000.0,4392000000.0,6088000000.0,7151000000.0,4639000000.0,,
Net Income Continuous Operations,5490000000.0,4392000000.0,6088000000.0,7151000000.0,4639000000.0,,
Tax Provision,1658000000.0,1578000000.0,2098000000.0,2168000000.0,1355000000.0,,
Pretax Income,7148000000.0,5970000000.0,8186000000.0,9319000000.0,5994000000.0,,
Other Income Expense,275000000.0,-2117000000.0,2081000000.0,2708000000.0,-597000000.0,,
Other Non Operating Income Expenses,275000000.0,-2117000000.0,2081000000.0,2708000000.0,-597000000.0,,
Net Non Operating Interest Income Expense,-620000000.0,-621000000.0,-591000000.0,-675000000.0,-544000000.0,,
Interest Expense Non Operating,699000000.0,709000000.0,684000000.0,769000000.0,637000000.0,,
Interest Income Non Operating,79000000.0,88000000.0,93000000.0,94000000.0,93000000.0,,
Operating Income,7493000000.0,8708000000.0,6696000000.0,7286000000.0,7135000000.0,,
Operating Expense,37200000000.0,38333000000.0,38094000000.0,37345000000.0,34171000000.0,,
Other Operating Expenses,37200000000.0,38333000000.0,38094000000.0,37345000000.0,34171000000.0,,
Selling General And Administration,,,,,,36523000000.0,35540000000.0
Gross Profit,44693000000.0,47041000000.0,44790000000.0,44631000000.0,41306000000.0,,
Cost Of Revenue,133058000000.0,143615000000.0,134706000000.0,132771000000.0,124303000000.0,,
Total Revenue,177751000000.0,190656000000.0,179496000000.0,177402000000.0,165609000000.0,,
Operating Revenue,177751000000.0,190656000000.0,179496000000.0,177402000000.0,165609000000.0,,
