,2026-03-31,2025-12-31
Tax Effect Of Unusual Items,0.0,0.0
Tax Rate For Calcs,0.0,0.21
Normalized EBITDA,-3960241.0,
Net Income From Continuing Operation Net Minority Interest,-2946856.0,-59655.0
EBITDA,-3960241.0,
EBIT,-3960241.0,
Net Interest Income,1013385.0,
Interest Income,1013385.0,
Normalized Income,-2946856.0,-59655.0
Net Income From Continuing And Discontinued Operation,-2946856.0,-59655.0
Total Expenses,3960241.0,
Total Operating Income As Reported,-897741.0,
Diluted Average Shares,23484551.0,33625000.0
Basic Average Shares,22941012.0,33625000.0
Diluted EPS,-0.13,-0.001836
Basic EPS,-0.13,-0.001836
Diluted NI Availto Com Stockholders,-2946856.0,-59655.0
Net Income Common Stockholders,-2946856.0,-59655.0
Net Income,-2946856.0,-59655.0
Net Income Including Noncontrolling Interests,-2946856.0,-59655.0
Net Income Continuous Operations,-2946856.0,-59655.0
Pretax Income,-2946856.0,
Net Non Operating Interest Income Expense,1013385.0,
Interest Income Non Operating,1013385.0,
Operating Income,-3960241.0,
Operating Expense,3960241.0,
Other Operating Expenses,3062500.0,
Selling General And Administration,897741.0,
General And Administrative Expense,897741.0,
Other Gand A,897741.0,
Total Revenue,0.0,0.0
Operating Revenue,0.0,0.0
