,2026-03-31,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0
Tax Rate For Calcs,0.0,0.0
Normalized EBITDA,-1730395.0,-118216.0
Net Income From Continuing Operation Net Minority Interest,-6151707.0,-308595.0
Reconciled Depreciation,3287259.0,189480.0
Reconciled Cost Of Revenue,1666328.0,75970.0
EBITDA,-1730395.0,-118216.0
EBIT,-5017654.0,-307696.0
Net Interest Income,71653.0,0.0
Interest Income,71653.0,0.0
Normalized Income,-6151707.0,-308595.0
Net Income From Continuing And Discontinued Operation,-6151707.0,-308595.0
Total Expenses,7196862.0,467321.0
Total Operating Income As Reported,-5017654.0,-307696.0
Diluted Average Shares,30425641.0,30376530.0
Basic Average Shares,30425641.0,30376530.0
Diluted EPS,-0.2,-0.010159
Basic EPS,-0.2,-0.010159
Diluted NI Availto Com Stockholders,-6151707.0,-308595.0
Net Income Common Stockholders,-6151707.0,-308595.0
Net Income,-6151707.0,-308595.0
Net Income Including Noncontrolling Interests,-6151707.0,-308595.0
Net Income Continuous Operations,-6151707.0,-308595.0
Tax Provision,0.0,0.0
Pretax Income,-6151707.0,-308595.0
Other Income Expense,-1205706.0,-899.0
Other Non Operating Income Expenses,-1205706.0,-899.0
Net Non Operating Interest Income Expense,71653.0,0.0
Interest Income Non Operating,71653.0,0.0
Operating Income,-5017654.0,-307696.0
Operating Expense,5530534.0,391351.0
Depreciation Amortization Depletion Income Statement,3287259.0,189480.0
Depreciation And Amortization In Income Statement,3287259.0,189480.0
Selling General And Administration,2243275.0,201871.0
General And Administrative Expense,2243275.0,201871.0
Other Gand A,1087209.0,201871.0
Salaries And Wages,1156066.0,0.0
Gross Profit,512880.0,83655.0
Cost Of Revenue,1666328.0,75970.0
Total Revenue,2179208.0,159625.0
Operating Revenue,2179208.0,159625.0
