,2026-03-31,2025-12-31,2025-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0
Tax Rate For Calcs,0.4,0.21,0.21
Normalized EBITDA,-179278.0,-162761.0,-87287.0
Net Income From Continuing Operation Net Minority Interest,2267224.0,2495666.0,489325.0
EBITDA,-179278.0,-162761.0,-87287.0
EBIT,-179278.0,-162761.0,-87287.0
Net Interest Income,2446502.0,2658427.0,576612.0
Interest Income,2446502.0,2658427.0,576612.0
Normalized Income,2267224.0,2495666.0,489325.0
Net Income From Continuing And Discontinued Operation,2267224.0,2495666.0,489325.0
Total Expenses,179278.0,162761.0,87287.0
Total Operating Income As Reported,-179278.0,-162761.0,-87287.0
Diluted NI Availto Com Stockholders,2267224.0,2495666.0,489325.0
Net Income Common Stockholders,2267224.0,2495666.0,489325.0
Net Income,2267224.0,2495666.0,489325.0
Net Income Including Noncontrolling Interests,2267224.0,2495666.0,489325.0
Net Income Continuous Operations,2267224.0,2495666.0,489325.0
Pretax Income,2267224.0,2495666.0,489325.0
Net Non Operating Interest Income Expense,2446502.0,2658427.0,576612.0
Interest Income Non Operating,2446502.0,2658427.0,576612.0
Operating Income,-179278.0,-162761.0,-87287.0
Operating Expense,179278.0,162761.0,87287.0
Selling General And Administration,179278.0,162761.0,87287.0
General And Administrative Expense,179278.0,162761.0,87287.0
Other Gand A,179278.0,162761.0,87287.0
Total Revenue,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0
