,2026-03-31
Tax Effect Of Unusual Items,0.0
Tax Rate For Calcs,0.4
Normalized EBITDA,-167161.0
Net Income From Continuing Operation Net Minority Interest,152021.0
EBITDA,-167161.0
EBIT,-167161.0
Net Interest Income,319182.0
Interest Income,319182.0
Normalized Income,152021.0
Net Income From Continuing And Discontinued Operation,152021.0
Total Expenses,167161.0
Diluted Average Shares,7838653.0
Basic Average Shares,7838653.0
Diluted EPS,0.02
Basic EPS,0.02
Diluted NI Availto Com Stockholders,152021.0
Net Income Common Stockholders,152021.0
Net Income,152021.0
Net Income Including Noncontrolling Interests,152021.0
Net Income Continuous Operations,152021.0
Pretax Income,152021.0
Net Non Operating Interest Income Expense,319182.0
Interest Income Non Operating,319182.0
Operating Income,-167161.0
Operating Expense,167161.0
Selling General And Administration,167161.0
General And Administrative Expense,167161.0
Other Gand A,167161.0
Total Revenue,0.0
Operating Revenue,0.0
