,2025-10-31,2024-10-31
Tax Effect Of Unusual Items,0.0,0.0
Tax Rate For Calcs,0.20919,0.21
Normalized EBITDA,12312000.0,5776000.0
Net Income From Continuing Operation Net Minority Interest,4768000.0,-106000.0
Reconciled Depreciation,4874000.0,4694000.0
Reconciled Cost Of Revenue,138683000.0,127740000.0
EBITDA,12312000.0,5776000.0
EBIT,7438000.0,1082000.0
Net Interest Income,-1410000.0,-1151000.0
Interest Expense,1410000.0,1151000.0
Normalized Income,4768000.0,-106000.0
Net Income From Continuing And Discontinued Operation,4768000.0,-106000.0
Total Expenses,152287000.0,140304000.0
Total Operating Income As Reported,7438000.0,1082000.0
Diluted Average Shares,702000.0,798000.0
Basic Average Shares,658000.0,798000.0
Diluted EPS,6.79,-0.13
Basic EPS,7.24,-0.13
Diluted NI Availto Com Stockholders,4768000.0,-106000.0
Net Income Common Stockholders,4768000.0,-106000.0
Net Income,4768000.0,-106000.0
Net Income Including Noncontrolling Interests,4768000.0,-106000.0
Net Income Continuous Operations,4767000.0,-106000.0
Tax Provision,1261000.0,37000.0
Pretax Income,6028000.0,-69000.0
Net Non Operating Interest Income Expense,-1410000.0,-1151000.0
Interest Expense Non Operating,1410000.0,1151000.0
Operating Income,7439000.0,1082000.0
Operating Expense,13604000.0,12564000.0
Selling General And Administration,13604000.0,12564000.0
Gross Profit,21043000.0,13646000.0
Cost Of Revenue,138683000.0,127740000.0
Total Revenue,159725000.0,141386000.0
Operating Revenue,159725000.0,141386000.0
