,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.176,0.221582,0.214366,0.263514,0.225,,
Net Income From Continuing Operation Net Minority Interest,597000000.0,905000000.0,1431000000.0,533000000.0,707000000.0,,
Reconciled Depreciation,143000000.0,-49000000.0,-144000000.0,482000000.0,-161000000.0,,
Normalized Income,597000000.0,905000000.0,1431000000.0,533000000.0,707000000.0,,
Net Income From Continuing And Discontinued Operation,597000000.0,905000000.0,1431000000.0,533000000.0,707000000.0,,
Total Expenses,14813000000.0,14461000000.0,16168000000.0,13064000000.0,12617000000.0,,
Diluted Average Shares,349400000.0,350900000.0,353000000.0,354900000.0,356100000.0,,
Basic Average Shares,347700000.0,349000000.0,351100000.0,353100000.0,354300000.0,,
Diluted EPS,1.68,2.55,4.01,1.48,1.96,,
Basic EPS,1.691113,2.56447,4.033039,1.48,1.96,,
Diluted NI Availto Com Stockholders,588000000.0,895000000.0,1416000000.0,527000000.0,697000000.0,,
Average Dilution Earnings,,0.0,0.0,,,0.0,0.0
Net Income Common Stockholders,588000000.0,895000000.0,1416000000.0,527000000.0,697000000.0,,
Otherunder Preferred Stock Dividend,9000000.0,10000000.0,15000000.0,6000000.0,10000000.0,,
Net Income,597000000.0,905000000.0,1431000000.0,533000000.0,707000000.0,,
Minority Interests,-9000000.0,-36000000.0,-52000000.0,-33000000.0,-35000000.0,,
Net Income Including Noncontrolling Interests,606000000.0,941000000.0,1483000000.0,566000000.0,742000000.0,,
Net Income Continuous Operations,606000000.0,941000000.0,1483000000.0,566000000.0,742000000.0,,
Earnings From Equity Interest Net Of Tax,2000000.0,-4000000.0,83000000.0,21000000.0,29000000.0,,
Tax Provision,129000000.0,269000000.0,382000000.0,195000000.0,207000000.0,,
Pretax Income,733000000.0,1214000000.0,1782000000.0,740000000.0,920000000.0,,
Other Income Expense,30000000.0,1014000000.0,1720000000.0,1412000000.0,280000000.0,,
Other Operating Expenses,20000000.0,-15000000.0,62000000.0,78000000.0,67000000.0,,
Selling General And Administration,3469000000.0,3476000000.0,3277000000.0,3176000000.0,3083000000.0,,
General And Administrative Expense,3469000000.0,3476000000.0,3277000000.0,3176000000.0,3083000000.0,,
Other Gand A,3469000000.0,3476000000.0,3277000000.0,3176000000.0,3083000000.0,,
Total Revenue,15546000000.0,15676000000.0,17950000000.0,13804000000.0,13537000000.0,,
Operating Revenue,15546000000.0,15676000000.0,17950000000.0,13804000000.0,13537000000.0,,
Loss Adjustment Expense,9572000000.0,8803000000.0,10428000000.0,8006000000.0,8090000000.0,,
Net Policyholder Benefits And Claims,9572000000.0,8803000000.0,10428000000.0,8006000000.0,8090000000.0,,
Policyholder Benefits Gross,9572000000.0,13476000000.0,10428000000.0,8006000000.0,8090000000.0,,
