,2026-03-31,2025-12-31,2025-09-30,2025-06-30
Tax Effect Of Unusual Items,-2647947.650208,,-750000.0,-15023.474178
Tax Rate For Calcs,0.019036,,0.15,0.002347
Normalized EBITDA,193800000.0,,175600000.0,189900000.0
Total Unusual Items,-139100000.0,,-5000000.0,-6400000.0
Total Unusual Items Excluding Goodwill,-139100000.0,,-5000000.0,-6400000.0
Net Income From Continuing Operation Net Minority Interest,-164900000.0,,-52600000.0,-42500000.0
Reconciled Depreciation,208900000.0,,207000000.0,212900000.0
EBITDA,54700000.0,,170600000.0,183500000.0
EBIT,-154200000.0,,-36400000.0,-29400000.0
Net Interest Income,-13500000.0,,-15600000.0,-13200000.0
Interest Expense,13900000.0,,15800000.0,13200000.0
Interest Income,400000.0,,200000.0,0.0
Normalized Income,-28447947.650208,,-48350000.0,-36115023.474178
Net Income From Continuing And Discontinued Operation,-164900000.0,,-52600000.0,-42500000.0
Total Expenses,320600000.0,,350700000.0,340200000.0
Total Operating Income As Reported,-152800000.0,,-34800000.0,-26900000.0
Diluted Average Shares,16800000.0,16700000.0,16700000.0,16700000.0
Basic Average Shares,16800000.0,16700000.0,16700000.0,16700000.0
Diluted EPS,-9.83,-1.24,-3.15,-2.54
Basic EPS,-9.83,-1.24,-3.15,-2.54
Diluted NI Availto Com Stockholders,-164900000.0,,-52600000.0,-42500000.0
Net Income Common Stockholders,-164900000.0,,-52600000.0,-42500000.0
Net Income,-164900000.0,,-52600000.0,-42500000.0
Net Income Including Noncontrolling Interests,-164900000.0,,-52600000.0,-42500000.0
Net Income Discontinuous Operations,0.0,,0.0,0.0
Net Income Continuous Operations,-164900000.0,,-52600000.0,-42500000.0
Tax Provision,-3200000.0,,400000.0,-100000.0
Pretax Income,-168100000.0,,-52200000.0,-42600000.0
Other Income Expense,-140900000.0,,-6800000.0,-8900000.0
Other Non Operating Income Expenses,-1800000.0,,-1800000.0,-2500000.0
Special Income Charges,-139100000.0,,-5000000.0,-6400000.0
Restructuring And Mergern Acquisition,139100000.0,,5000000.0,6400000.0
Net Non Operating Interest Income Expense,-13500000.0,,-15600000.0,-13200000.0
Interest Expense Non Operating,13900000.0,,15800000.0,13200000.0
Interest Income Non Operating,400000.0,,200000.0,0.0
Operating Income,-13700000.0,,-29800000.0,-20500000.0
Operating Expense,320600000.0,,350700000.0,340200000.0
Other Operating Expenses,34300000.0,,38800000.0,36500000.0
Depreciation Amortization Depletion Income Statement,206800000.0,,204700000.0,211200000.0
Depreciation And Amortization In Income Statement,206800000.0,,204700000.0,211200000.0
Amortization,138300000.0,,156800000.0,162500000.0
Amortization Of Intangibles Income Statement,138300000.0,,156800000.0,162500000.0
Depreciation Income Statement,68500000.0,,47900000.0,48700000.0
Selling General And Administration,79500000.0,,107200000.0,92500000.0
Selling And Marketing Expense,50400000.0,,78400000.0,63400000.0
General And Administrative Expense,29100000.0,,28800000.0,29100000.0
Other Gand A,26400000.0,,25800000.0,29100000.0
Salaries And Wages,2700000.0,,3000000.0,
Total Revenue,306900000.0,,320900000.0,319700000.0
Operating Revenue,306900000.0,,320900000.0,319700000.0
