,2026-03-31,2025-09-30
Tax Effect Of Unusual Items,0.0,-445830.0
Tax Rate For Calcs,0.0,0.21
Normalized EBITDA,-31000.0,13642000.0
Total Unusual Items,,-2123000.0
Total Unusual Items Excluding Goodwill,,-2123000.0
Net Income From Continuing Operation Net Minority Interest,-31000.0,4554000.0
Reconciled Depreciation,,4345000.0
Reconciled Cost Of Revenue,,33737000.0
EBITDA,-31000.0,11519000.0
EBIT,-31000.0,7174000.0
Net Interest Income,,-2620000.0
Interest Expense,,2620000.0
Normalized Income,-31000.0,6231170.0
Net Income From Continuing And Discontinued Operation,-31000.0,4554000.0
Total Expenses,31000.0,44247000.0
Total Operating Income As Reported,-31000.0,7172000.0
Diluted Average Shares,70594377.0,
Basic Average Shares,70594377.0,
Diluted EPS,-0.024761,
Basic EPS,-0.024761,
Diluted NI Availto Com Stockholders,-31000.0,2488000.0
Net Income Common Stockholders,-31000.0,2488000.0
Otherunder Preferred Stock Dividend,,1483000.0
Preferred Stock Dividends,,583000.0
Net Income,-31000.0,4554000.0
Net Income Including Noncontrolling Interests,-31000.0,4554000.0
Net Income Continuous Operations,-31000.0,4554000.0
Pretax Income,-31000.0,4554000.0
Other Income Expense,,-2121000.0
Other Non Operating Income Expenses,,2000.0
Special Income Charges,,-2123000.0
Gain On Sale Of Ppe,,-156000.0
Restructuring And Mergern Acquisition,,1967000.0
Net Non Operating Interest Income Expense,,-2620000.0
Interest Expense Non Operating,,2620000.0
Operating Income,-31000.0,9295000.0
Operating Expense,31000.0,10510000.0
Selling General And Administration,31000.0,10510000.0
Gross Profit,,19805000.0
Cost Of Revenue,,33737000.0
Total Revenue,0.0,53542000.0
Operating Revenue,0.0,53542000.0
