,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,267142.526781,190485.0,-403719.0,354448.362465,,
Tax Rate For Calcs,0.277855,0.069029,0.045,0.069,0.142063,,
Normalized EBITDA,77508000.0,221892000.0,-210052000.0,252707000.0,21290000.0,,
Total Unusual Items,,3870000.0,4233000.0,-5851000.0,2495000.0,3337000.0,
Total Unusual Items Excluding Goodwill,,3870000.0,4233000.0,-5851000.0,2495000.0,3337000.0,
Net Income From Continuing Operation Net Minority Interest,21070000.0,136426000.0,-256788000.0,157936000.0,-33864000.0,,
Reconciled Depreciation,71661000.0,74002000.0,66071000.0,65299000.0,70116000.0,,
Reconciled Cost Of Revenue,949385000.0,1074506000.0,784079000.0,854559000.0,843803000.0,,
EBITDA,77508000.0,225762000.0,-205819000.0,246856000.0,23785000.0,,
EBIT,5847000.0,151760000.0,-271890000.0,181557000.0,-46331000.0,,
Net Interest Income,-5739000.0,-5428000.0,-19573000.0,665000.0,4395000.0,,
Interest Expense,,,,11640000.0,5094000.0,760000.0,872000.0
Interest Income,,,,12305000.0,9489000.0,8780000.0,9200000.0
Normalized Income,21070000.0,132823142.526781,-260830515.0,163383281.0,-36004551.637535,,
Net Income From Continuing And Discontinued Operation,21070000.0,136426000.0,-256788000.0,157936000.0,-33864000.0,,
Total Expenses,1640229000.0,1837433000.0,1415909000.0,1361863000.0,1455137000.0,,
Total Operating Income As Reported,5847000.0,151760000.0,-271890000.0,150644000.0,-46331000.0,,
Diluted Average Shares,510630000.0,545704000.0,496639000.0,529454000.0,493323000.0,,
Basic Average Shares,494351000.0,532000000.0,496639000.0,496517000.0,493323000.0,,
Diluted EPS,0.03,0.25,-0.52,0.3,-0.07,,
Basic EPS,0.04,0.28,-0.52,0.32,-0.07,,
Diluted NI Availto Com Stockholders,15741000.0,128683000.0,-256788000.0,157936000.0,-33864000.0,,
Average Dilution Earnings,-5329000.0,,,,0.0,,
Net Income Common Stockholders,21070000.0,128683000.0,-256788000.0,157936000.0,-33864000.0,,
Net Income,21070000.0,136426000.0,-256788000.0,157936000.0,-33864000.0,,
Net Income Including Noncontrolling Interests,21070000.0,136426000.0,-256788000.0,157936000.0,-33864000.0,,
Net Income Continuous Operations,21070000.0,136426000.0,-256788000.0,157936000.0,-33864000.0,,
Earnings From Equity Interest Net Of Tax,4517000.0,-450000.0,1657000.0,-191000.0,-45000.0,,
Tax Provision,6369000.0,10149000.0,-12065000.0,11790000.0,-5600000.0,,
Pretax Income,22922000.0,147025000.0,-270510000.0,169917000.0,-39419000.0,,
Other Income Expense,22814000.0,693000.0,20953000.0,18608000.0,2517000.0,,
Other Non Operating Income Expenses,22814000.0,-3177000.0,16720000.0,24459000.0,22000.0,,
Gain On Sale Of Security,,3870000.0,4233000.0,-5851000.0,2495000.0,3337000.0,
Net Non Operating Interest Income Expense,-5739000.0,-5428000.0,-19573000.0,665000.0,4395000.0,,
Total Other Finance Cost,5739000.0,5428000.0,19573000.0,,-4395000.0,,-8328000.0
Interest Expense Non Operating,,,,11640000.0,5094000.0,760000.0,872000.0
Interest Income Non Operating,,,,12305000.0,9489000.0,8780000.0,9200000.0
Operating Income,5847000.0,151760000.0,-271890000.0,150644000.0,-46331000.0,,
Operating Expense,690844000.0,762927000.0,631830000.0,507304000.0,611334000.0,,
Research And Development,123176000.0,133555000.0,114680000.0,108417000.0,103260000.0,,
Selling General And Administration,567668000.0,629372000.0,517150000.0,398887000.0,508074000.0,,
Selling And Marketing Expense,401734000.0,442643000.0,360370000.0,233187000.0,343680000.0,,
General And Administrative Expense,165934000.0,186729000.0,156780000.0,165700000.0,164394000.0,,
Other Gand A,165934000.0,186729000.0,156780000.0,165700000.0,164394000.0,,
Gross Profit,696691000.0,914687000.0,359940000.0,657948000.0,565003000.0,,
Cost Of Revenue,949385000.0,1074506000.0,784079000.0,854559000.0,843803000.0,,
Total Revenue,1646076000.0,1989193000.0,1144019000.0,1512507000.0,1408806000.0,,
Operating Revenue,1556174000.0,1851325000.0,1047419000.0,1427532000.0,1305428000.0,,
