,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,-93.66
Tax Rate For Calcs,0.4,0.21,0.21,0.21,0.21
Normalized EBITDA,-212981.0,-154685.0,-166641.0,-182266.0,-298527.0
Total Unusual Items,,0.0,,,-446.0
Total Unusual Items Excluding Goodwill,,0.0,,,-446.0
Net Income From Continuing Operation Net Minority Interest,857705.0,1011712.0,1076410.0,1041339.0,905990.0
EBITDA,-212981.0,-154685.0,-166641.0,-182266.0,-298973.0
EBIT,-212981.0,-154685.0,-166641.0,-182266.0,-298973.0
Net Interest Income,1070686.0,1166397.0,1243051.0,1223605.0,1205409.0
Interest Income,1070686.0,1166397.0,1243051.0,1223605.0,1205409.0
Normalized Income,857705.0,1011712.0,1076410.0,1041339.0,906342.34
Net Income From Continuing And Discontinued Operation,857705.0,1011712.0,1076410.0,1041339.0,905990.0
Total Expenses,212981.0,154685.0,166641.0,182266.0,298973.0
Total Operating Income As Reported,-212981.0,-154685.0,-166641.0,-182266.0,-298973.0
Diluted Average Shares,16037500.0,,32075000.0,32075000.0,16003334.0
Basic Average Shares,16037500.0,,32075000.0,32075000.0,16003334.0
Diluted EPS,0.05,,0.07,0.06,0.06
Basic EPS,0.05,,0.07,0.06,0.06
Diluted NI Availto Com Stockholders,857705.0,1011712.0,1076410.0,1041339.0,905990.0
Net Income Common Stockholders,857705.0,1011712.0,1076410.0,1041339.0,905990.0
Net Income,857705.0,1011712.0,1076410.0,1041339.0,905990.0
Net Income Including Noncontrolling Interests,857705.0,1011712.0,1076410.0,1041339.0,905990.0
Net Income Continuous Operations,857705.0,1011712.0,1076410.0,1041339.0,905990.0
Pretax Income,857705.0,1011712.0,1076410.0,1041339.0,905990.0
Other Income Expense,,0.0,,,-446.0
Gain On Sale Of Security,,0.0,,,-446.0
Net Non Operating Interest Income Expense,1070686.0,1166397.0,1243051.0,1223605.0,1205409.0
Interest Income Non Operating,1070686.0,1166397.0,1243051.0,1223605.0,1205409.0
Operating Income,-212981.0,-154685.0,-166641.0,-182266.0,-298973.0
Operating Expense,212981.0,154685.0,166641.0,182266.0,298973.0
Other Operating Expenses,212981.0,154685.0,166641.0,182266.0,298973.0
Total Revenue,0.0,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0,0.0
