,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.058737,0.192633,0.049562,0.027687,0.130446
Normalized EBITDA,900000.0,9972000.0,706000.0,3822000.0,12240000.0
Net Income From Continuing Operation Net Minority Interest,-18514000.0,-6056000.0,-13589000.0,-16291000.0,-10155000.0
Reconciled Depreciation,13305000.0,15044000.0,14123000.0,13907000.0,14374000.0
Reconciled Cost Of Revenue,17995000.0,13469000.0,21727000.0,12449000.0,18067000.0
EBITDA,900000.0,9972000.0,706000.0,3822000.0,12240000.0
EBIT,-12405000.0,-5072000.0,-13417000.0,-10085000.0,-2134000.0
Net Interest Income,-293000.0,5405000.0,-889000.0,-6016000.0,-9268000.0
Interest Expense,3939000.0,2611000.0,1070000.0,6746000.0,9618000.0
Interest Income,3646000.0,8016000.0,181000.0,730000.0,350000.0
Normalized Income,-18514000.0,-6056000.0,-13589000.0,-16291000.0,-10155000.0
Net Income From Continuing And Discontinued Operation,-18514000.0,-6056000.0,-13589000.0,-16291000.0,-10155000.0
Total Expenses,83717000.0,84427000.0,89858000.0,84515000.0,76468000.0
Diluted Average Shares,7123858.0,6697178.0,6507676.0,5921738.0,5891835.0
Basic Average Shares,7123858.0,6697178.0,6507676.0,5891835.0,5891835.0
Diluted EPS,-2.598873,-0.93,-2.12,-2.78,-1.73
Basic EPS,-2.598873,-0.93,-2.12,-2.78,-1.73
Diluted NI Availto Com Stockholders,-18514000.0,-6056000.0,-13589000.0,-16291000.0,-10155000.0
Net Income Common Stockholders,-18514000.0,-6056000.0,-13589000.0,-16291000.0,-10155000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0
Net Income,-18514000.0,-6056000.0,-13589000.0,-16291000.0,-10155000.0
Minority Interests,246000.0,147000.0,180000.0,73000.0,65000.0
Net Income Including Noncontrolling Interests,-15384000.0,-6203000.0,-13769000.0,-16365000.0,-10219000.0
Net Income Continuous Operations,-15384000.0,-6203000.0,-13769000.0,-16365000.0,-10219000.0
Tax Provision,-960000.0,-1480000.0,-718000.0,-466000.0,-1533000.0
Pretax Income,-16344000.0,-7683000.0,-14487000.0,-16831000.0,-11752000.0
Net Non Operating Interest Income Expense,-293000.0,5405000.0,-889000.0,-6016000.0,-9268000.0
Interest Expense Non Operating,3939000.0,2611000.0,1070000.0,6746000.0,9618000.0
Interest Income Non Operating,3646000.0,8016000.0,181000.0,730000.0,350000.0
Operating Income,-16051000.0,-13088000.0,-13598000.0,-10815000.0,-2484000.0
Operating Expense,65722000.0,70958000.0,68131000.0,72066000.0,58401000.0
Other Operating Expenses,13236000.0,11883000.0,10750000.0,13428000.0,12503000.0
Depreciation And Amortization In Income Statement,13305000.0,15044000.0,14123000.0,13907000.0,14374000.0
Depreciation Income Statement,13305000.0,15044000.0,14123000.0,13907000.0,14374000.0
Gross Profit,49671000.0,57870000.0,54533000.0,61251000.0,55917000.0
Cost Of Revenue,17995000.0,13469000.0,21727000.0,12449000.0,18067000.0
Total Revenue,67666000.0,71339000.0,76260000.0,73700000.0,73984000.0
Operating Revenue,67666000.0,71339000.0,76260000.0,73700000.0,73984000.0
