,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,751400.0,-346185.372005,-3760500.0,-9028800.0,945255.474453,,
Tax Rate For Calcs,0.221,0.024905,0.327,0.264,0.255474,,
Normalized EBITDA,2400000.0,-214200000.0,165700000.0,176800000.0,132700000.0,,
Total Unusual Items,3400000.0,-13900000.0,-11500000.0,-34200000.0,3700000.0,,
Total Unusual Items Excluding Goodwill,3400000.0,-13900000.0,-11500000.0,-34200000.0,3700000.0,,
Net Income From Continuing Operation Net Minority Interest,-57500000.0,-309300000.0,39100000.0,33200000.0,30600000.0,,
Reconciled Depreciation,44900000.0,55300000.0,59300000.0,61000000.0,59200000.0,,
Reconciled Cost Of Revenue,192200000.0,186900000.0,178400000.0,195800000.0,197400000.0,,
EBITDA,5800000.0,-228100000.0,154200000.0,142600000.0,136400000.0,,
EBIT,-39100000.0,-283400000.0,94900000.0,81600000.0,77200000.0,,
Net Interest Income,-27600000.0,-26800000.0,-30300000.0,-30800000.0,-30400000.0,,
Interest Expense,34700000.0,33800000.0,36800000.0,36500000.0,36100000.0,,
Interest Income,7200000.0,7300000.0,6500000.0,5700000.0,5800000.0,,
Normalized Income,-60148600.0,-295746185.372005,46839500.0,58371200.0,27845255.474453,,
Net Income From Continuing And Discontinued Operation,-57500000.0,-309300000.0,39100000.0,33200000.0,30600000.0,,
Total Expenses,794300000.0,955300000.0,574700000.0,585900000.0,638200000.0,,
Total Operating Income As Reported,-49600000.0,-281000000.0,98400000.0,109700000.0,67800000.0,,
Diluted Average Shares,378300000.0,376400000.0,368210000.0,375600000.0,376000000.0,,
Basic Average Shares,378300000.0,376400000.0,367900000.0,375500000.0,375400000.0,,
Diluted EPS,-0.15,-0.82,0.11,0.09,0.08,,
Basic EPS,-0.15,-0.82,0.11,0.09,0.08,,
Diluted NI Availto Com Stockholders,-57500000.0,-309300000.0,39100000.0,33200000.0,30600000.0,,
Net Income Common Stockholders,-57500000.0,-309300000.0,39100000.0,33200000.0,30600000.0,,
Net Income,-57500000.0,-309300000.0,39100000.0,33200000.0,30600000.0,,
Net Income Including Noncontrolling Interests,-57500000.0,-309300000.0,39100000.0,33200000.0,30600000.0,,
Net Income Continuous Operations,-57500000.0,-309300000.0,39100000.0,33200000.0,30600000.0,,
Tax Provision,-16300000.0,-7900000.0,19000000.0,11900000.0,10500000.0,,
Pretax Income,-73800000.0,-317200000.0,58100000.0,45100000.0,41100000.0,,
Other Income Expense,3400000.0,-13900000.0,-11500000.0,-34200000.0,3700000.0,,
Special Income Charges,,-4500000.0,-1500000.0,-400000.0,0.0,-32600000.0,
Write Off,,4500000.0,1500000.0,400000.0,,32600000.0,29300000.0
Impairment Of Capital Assets,,,,,0.0,,
Gain On Sale Of Security,3400000.0,-9400000.0,-10000000.0,-33800000.0,3700000.0,,
Net Non Operating Interest Income Expense,-27600000.0,-26800000.0,-30300000.0,-30800000.0,-30400000.0,,
Total Other Finance Cost,100000.0,,,,100000.0,,
Interest Expense Non Operating,34700000.0,33800000.0,36800000.0,36500000.0,36100000.0,,
Interest Income Non Operating,7200000.0,7300000.0,6500000.0,5700000.0,5800000.0,,
Operating Income,-49600000.0,-276500000.0,99900000.0,110100000.0,67800000.0,,
Operating Expense,602100000.0,768400000.0,396300000.0,390100000.0,440800000.0,,
Research And Development,98000000.0,109600000.0,98800000.0,114500000.0,103800000.0,,
Selling General And Administration,504100000.0,658800000.0,297500000.0,275600000.0,337000000.0,,
Selling And Marketing Expense,360600000.0,214000000.0,206300000.0,257700000.0,271800000.0,,
General And Administrative Expense,143500000.0,444800000.0,91200000.0,17900000.0,65200000.0,,
Other Gand A,143500000.0,444800000.0,91200000.0,17900000.0,65200000.0,,
Gross Profit,552500000.0,491900000.0,496200000.0,500200000.0,508600000.0,,
Cost Of Revenue,192200000.0,186900000.0,178400000.0,195800000.0,197400000.0,,
Total Revenue,744700000.0,678800000.0,674600000.0,696000000.0,706000000.0,,
Operating Revenue,744700000.0,678800000.0,674600000.0,696000000.0,706000000.0,,
