,2026-03-31,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0
Tax Rate For Calcs,0.20743,0.157556
Normalized EBITDA,960000000.0,1035000000.0
Total Unusual Items,,0.0
Total Unusual Items Excluding Goodwill,,0.0
Net Income From Continuing Operation Net Minority Interest,504000000.0,777000000.0
Reconciled Depreciation,111000000.0,102000000.0
Reconciled Cost Of Revenue,2722000000.0,2551000000.0
EBITDA,960000000.0,1035000000.0
EBIT,849000000.0,933000000.0
Net Interest Income,-203000000.0,0.0
Interest Expense,203000000.0,0.0
Normalized Income,504000000.0,777000000.0
Net Income From Continuing And Discontinued Operation,504000000.0,777000000.0
Total Expenses,3537000000.0,3083000000.0
Diluted Average Shares,316800000.0,316800000.0
Basic Average Shares,316800000.0,316800000.0
Diluted EPS,1.59,2.452652
Basic EPS,1.59,2.452652
Diluted NI Availto Com Stockholders,504000000.0,777000000.0
Net Income Common Stockholders,504000000.0,777000000.0
Net Income,504000000.0,777000000.0
Minority Interests,-8000000.0,-9000000.0
Net Income Including Noncontrolling Interests,512000000.0,786000000.0
Net Income Continuous Operations,512000000.0,786000000.0
Tax Provision,134000000.0,147000000.0
Pretax Income,646000000.0,933000000.0
Other Income Expense,34000000.0,-58000000.0
Other Non Operating Income Expenses,34000000.0,-63000000.0
Special Income Charges,,0.0
Restructuring And Mergern Acquisition,,0.0
Earnings From Equity Interest,,5000000.0
Net Non Operating Interest Income Expense,-203000000.0,0.0
Interest Expense Non Operating,203000000.0,0.0
Operating Income,815000000.0,991000000.0
Operating Expense,815000000.0,532000000.0
Research And Development,187000000.0,167000000.0
Selling General And Administration,628000000.0,365000000.0
Gross Profit,1630000000.0,1523000000.0
Cost Of Revenue,2722000000.0,2551000000.0
Total Revenue,4352000000.0,4074000000.0
Operating Revenue,4352000000.0,4074000000.0
