,2026-02-28,2025-11-30,2025-08-31,2025-05-31,2025-02-28
Tax Effect Of Unusual Items,-618184.0,-115785.0,-1798306.272738,-910016.0,-1389458.171745
Tax Rate For Calcs,0.152,0.031,0.214518,0.241,0.294377
Normalized EBITDA,257302000.0,284240000.0,286241000.0,196528000.0,122571000.0
Total Unusual Items,-4067000.0,-3735000.0,-8383000.0,-3776000.0,-4720000.0
Total Unusual Items Excluding Goodwill,-4067000.0,-3735000.0,-8383000.0,-3776000.0,-4720000.0
Net Income From Continuing Operation Net Minority Interest,93032000.0,177282000.0,151781000.0,83126000.0,25473000.0
Reconciled Depreciation,102567000.0,72722000.0,72480000.0,72376000.0,70584000.0
Reconciled Cost Of Revenue,1744113000.0,1713169000.0,1721710000.0,1720063000.0,1534829000.0
EBITDA,253235000.0,280505000.0,277858000.0,192752000.0,117851000.0
EBIT,150668000.0,207783000.0,205378000.0,120376000.0,47267000.0
Net Interest Income,-40928000.0,-24848000.0,-12145000.0,-10864000.0,-11167000.0
Interest Expense,40928000.0,24848000.0,12145000.0,10864000.0,11167000.0
Normalized Income,96480816.0,180901215.0,158365693.727262,85991984.0,28803541.828255
Net Income From Continuing And Discontinued Operation,93032000.0,177282000.0,151781000.0,83126000.0,25473000.0
Total Expenses,1977283000.0,1908789000.0,1900757000.0,1895832000.0,1702389000.0
Diluted Average Shares,111917954.0,112252205.0,112705122.0,113559456.0,114510293.0
Basic Average Shares,110960062.0,111068704.0,111677574.0,112700136.0,113564436.0
Diluted EPS,0.83,1.58,1.35,0.73,0.22
Basic EPS,0.84,1.6,1.36,0.74,0.22
Diluted NI Availto Com Stockholders,93032000.0,177282000.0,151781000.0,83126000.0,25473000.0
Net Income Common Stockholders,93032000.0,177282000.0,151781000.0,83126000.0,25473000.0
Net Income,93032000.0,177282000.0,151781000.0,83126000.0,25473000.0
Net Income Including Noncontrolling Interests,93032000.0,177282000.0,151781000.0,83126000.0,25473000.0
Net Income Continuous Operations,93032000.0,177282000.0,151781000.0,83126000.0,25473000.0
Tax Provision,16708000.0,5653000.0,41452000.0,26386000.0,10627000.0
Pretax Income,109740000.0,182935000.0,193233000.0,109512000.0,36100000.0
Other Income Expense,-4067000.0,-3735000.0,-8383000.0,-3776000.0,-4720000.0
Special Income Charges,-4067000.0,-3735000.0,-8383000.0,-3776000.0,-4720000.0
Other Special Charges,4067000.0,3735000.0,3776000.0,3776000.0,4720000.0
Net Non Operating Interest Income Expense,-40928000.0,-24848000.0,-12145000.0,-10864000.0,-11167000.0
Interest Expense Non Operating,40928000.0,24848000.0,12145000.0,10864000.0,11167000.0
Operating Income,154735000.0,211518000.0,213761000.0,124152000.0,51987000.0
Operating Expense,233170000.0,195620000.0,179047000.0,175769000.0,167560000.0
Selling General And Administration,233170000.0,195620000.0,179047000.0,175769000.0,167560000.0
Gross Profit,387905000.0,407138000.0,392808000.0,299921000.0,219547000.0
Cost Of Revenue,1744113000.0,1713169000.0,1721710000.0,1720063000.0,1534829000.0
Total Revenue,2132018000.0,2120307000.0,2114518000.0,2019984000.0,1754376000.0
Operating Revenue,2132018000.0,2120307000.0,2114518000.0,2019984000.0,1754376000.0
