,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.218,0.255988,0.124,0.001,0.105682,,
Normalized EBITDA,46579000.0,68426000.0,55151000.0,51136000.0,49195000.0,,
Total Unusual Items,,0.0,0.0,0.0,,0.0,0.0
Total Unusual Items Excluding Goodwill,,0.0,0.0,0.0,,0.0,0.0
Net Income From Continuing Operation Net Minority Interest,32584000.0,47343000.0,45851000.0,45270000.0,39223000.0,,
Reconciled Depreciation,4574000.0,4461000.0,2488000.0,5507000.0,5015000.0,,
Reconciled Cost Of Revenue,121347000.0,123257000.0,114269000.0,115445000.0,108257000.0,,
EBITDA,46579000.0,68426000.0,55151000.0,51136000.0,49195000.0,,
EBIT,42005000.0,63965000.0,52663000.0,45629000.0,44180000.0,,
Net Interest Income,4554000.0,4227000.0,4022000.0,3670000.0,3063000.0,,
Interest Expense,317000.0,333000.0,338000.0,319000.0,322000.0,,
Interest Income,4871000.0,4560000.0,4360000.0,3989000.0,3385000.0,,
Normalized Income,32584000.0,47343000.0,45851000.0,45270000.0,39223000.0,,
Net Income From Continuing And Discontinued Operation,32584000.0,47343000.0,45851000.0,45270000.0,39223000.0,,
Total Expenses,336524000.0,326152000.0,305847000.0,298627000.0,283790000.0,,
Total Operating Income As Reported,38234000.0,59233000.0,48838000.0,40828000.0,40350000.0,,
Diluted Average Shares,39543780.0,39392613.0,39302239.0,39245953.0,39163428.0,,
Basic Average Shares,39275424.0,39189828.0,39078378.0,38834917.0,38562191.0,,
Diluted EPS,0.82,1.2,1.17,1.15,1.0,,
Basic EPS,0.83,1.21,1.17,1.15,1.02,,
Diluted NI Availto Com Stockholders,32584000.0,47343000.0,45851000.0,45270000.0,39223000.0,,
Net Income Common Stockholders,32584000.0,47343000.0,45851000.0,45270000.0,39223000.0,,
Net Income,32584000.0,47343000.0,45851000.0,45270000.0,39223000.0,,
Net Income Including Noncontrolling Interests,32584000.0,47343000.0,45851000.0,45270000.0,39223000.0,,
Net Income Continuous Operations,32584000.0,47343000.0,45851000.0,45270000.0,39223000.0,,
Tax Provision,9104000.0,16289000.0,6474000.0,40000.0,4635000.0,,
Pretax Income,41688000.0,63632000.0,52325000.0,45310000.0,43858000.0,,
Other Income Expense,-1100000.0,172000.0,-535000.0,812000.0,445000.0,,
Other Non Operating Income Expenses,-1100000.0,172000.0,-535000.0,812000.0,445000.0,,
Special Income Charges,,0.0,0.0,0.0,,0.0,0.0
Write Off,,0.0,0.0,,,,
Impairment Of Capital Assets,,,,0.0,,0.0,0.0
Net Non Operating Interest Income Expense,4554000.0,4227000.0,4022000.0,3670000.0,3063000.0,,
Interest Expense Non Operating,317000.0,333000.0,338000.0,319000.0,322000.0,,
Interest Income Non Operating,4871000.0,4560000.0,4360000.0,3989000.0,3385000.0,,
Operating Income,38234000.0,59233000.0,48838000.0,40828000.0,40350000.0,,
Operating Expense,215177000.0,202895000.0,191578000.0,183182000.0,175533000.0,,
Research And Development,22382000.0,21794000.0,22677000.0,23218000.0,22077000.0,,
Selling General And Administration,192795000.0,181101000.0,168901000.0,159964000.0,153456000.0,,
Gross Profit,253411000.0,262128000.0,240416000.0,224010000.0,215883000.0,,
Cost Of Revenue,121347000.0,123257000.0,114269000.0,115445000.0,108257000.0,,
Total Revenue,374758000.0,385385000.0,354685000.0,339455000.0,324140000.0,,
Operating Revenue,374758000.0,385385000.0,354685000.0,339455000.0,324140000.0,,
