,2026-03-31,2025-12-31,2025-09-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,22087.649402,172750.0,31403.472932,2746.716698,20000.0
Tax Rate For Calcs,0.223108,0.25,0.280388,0.022514,0.25
Normalized EBITDA,4798000.0,3334000.0,4742000.0,-1321000.0,1409000.0
Total Unusual Items,99000.0,691000.0,112000.0,122000.0,80000.0
Total Unusual Items Excluding Goodwill,99000.0,691000.0,112000.0,122000.0,80000.0
Net Income From Continuing Operation Net Minority Interest,728000.0,3543000.0,-91000.0,-3402000.0,-3916000.0
Reconciled Depreciation,1740000.0,1696000.0,1830000.0,1503000.0,1381000.0
Reconciled Cost Of Revenue,65234000.0,284269000.0,52822000.0,48422000.0,231591000.0
EBITDA,4897000.0,4025000.0,4854000.0,-1199000.0,1489000.0
EBIT,3157000.0,2329000.0,3024000.0,-2702000.0,108000.0
Net Interest Income,-1149000.0,-1096000.0,-1066000.0,-1029000.0,-1066000.0
Interest Expense,1149000.0,1096000.0,1066000.0,1029000.0,1066000.0
Normalized Income,651087.649402,3024750.0,-171596.527068,-3521253.283302,-3976000.0
Net Income From Continuing And Discontinued Operation,728000.0,3543000.0,-91000.0,-3402000.0,-3916000.0
Total Expenses,128155000.0,149029000.0,112875000.0,105553000.0,129185000.0
Total Operating Income As Reported,3013000.0,2178000.0,2900000.0,-2958000.0,3000.0
Diluted NI Availto Com Stockholders,728000.0,3543000.0,-91000.0,-3402000.0,-3916000.0
Net Income Common Stockholders,728000.0,3543000.0,-91000.0,-3402000.0,-3916000.0
Net Income,728000.0,3543000.0,-91000.0,-3402000.0,-3916000.0
Minority Interests,-832000.0,1816000.0,-1500000.0,245000.0,-1036000.0
Net Income Including Noncontrolling Interests,1560000.0,1727000.0,1409000.0,-3647000.0,-2880000.0
Net Income Continuous Operations,1560000.0,1727000.0,1409000.0,-3647000.0,-2880000.0
Tax Provision,448000.0,-494000.0,549000.0,-84000.0,1922000.0
Pretax Income,2008000.0,1233000.0,1958000.0,-3731000.0,-958000.0
Other Income Expense,144000.0,151000.0,124000.0,256000.0,105000.0
Other Non Operating Income Expenses,45000.0,-540000.0,12000.0,134000.0,25000.0
Gain On Sale Of Security,99000.0,691000.0,112000.0,122000.0,80000.0
Net Non Operating Interest Income Expense,-1149000.0,-1096000.0,-1066000.0,-1029000.0,-1066000.0
Interest Expense Non Operating,1149000.0,1096000.0,1066000.0,1029000.0,1066000.0
Operating Income,3013000.0,2178000.0,2900000.0,-2958000.0,3000.0
Operating Expense,62921000.0,-135240000.0,60053000.0,57131000.0,-102406000.0
Research And Development,1165000.0,5524000.0,1671000.0,923000.0,6619000.0
Selling General And Administration,61756000.0,-140764000.0,58382000.0,56208000.0,-109025000.0
Selling And Marketing Expense,60481000.0,-142076000.0,55892000.0,50788000.0,-111941000.0
General And Administrative Expense,1275000.0,1312000.0,2490000.0,5420000.0,2916000.0
Other Gand A,1275000.0,1312000.0,2490000.0,5420000.0,2916000.0
Gross Profit,65934000.0,-133062000.0,62953000.0,54173000.0,-102403000.0
Cost Of Revenue,65234000.0,284269000.0,52822000.0,48422000.0,231591000.0
Total Revenue,131168000.0,151207000.0,115775000.0,102595000.0,129188000.0
Operating Revenue,131168000.0,151207000.0,115775000.0,102595000.0,129188000.0
