,2026-01-31,2025-10-31,2025-04-30,2025-01-31,2024-10-31
Tax Effect Of Unusual Items,0.0,0.0,-5040.0,-6098.043712,0.0
Tax Rate For Calcs,0.0,0.0,0.15,0.063827,0.151732
Normalized EBITDA,-164129.0,-321901.0,-273891.0,-150968.0,-445498.0
Total Unusual Items,0.0,-20446.0,-33600.0,-95540.0,
Total Unusual Items Excluding Goodwill,0.0,-20446.0,-33600.0,-95540.0,
Net Income From Continuing Operation Net Minority Interest,-238227.0,-420729.0,-411919.0,-306987.0,-453232.0
Reconciled Depreciation,60427.0,63939.0,63967.0,63910.0,68763.0
Reconciled Cost Of Revenue,60427.0,63939.0,63967.0,63910.0,68763.0
EBITDA,-164129.0,-342347.0,-307491.0,-246508.0,-445498.0
EBIT,-224556.0,-406286.0,-371458.0,-310418.0,-514261.0
Net Interest Income,-13671.0,-14443.0,-16406.0,-17499.0,-20042.0
Interest Expense,13671.0,14443.0,16406.0,17499.0,20042.0
Normalized Income,-238227.0,-400283.0,-383359.0,-217545.043712,-453232.0
Net Income From Continuing And Discontinued Operation,-238227.0,-420729.0,-411919.0,-306987.0,-453232.0
Total Expenses,224615.0,385840.0,347858.0,239878.0,237976.0
Rent Expense Supplemental,12558.0,11486.0,6047.0,3143.0,-7034.0
Diluted Average Shares,279605882.0,,238570556.0,228719619.0,
Basic Average Shares,279605882.0,,238570556.0,228719619.0,
Diluted EPS,-0.001,,-0.002,-0.001,
Basic EPS,-0.001,,-0.002,-0.001,
Diluted NI Availto Com Stockholders,-238227.0,-420729.0,-411919.0,-306987.0,-453232.0
Net Income Common Stockholders,-238227.0,-420729.0,-411919.0,-306987.0,-453232.0
Net Income,-238227.0,-420729.0,-411919.0,-306987.0,-453232.0
Net Income Including Noncontrolling Interests,-238227.0,-420729.0,-411919.0,-306987.0,-453232.0
Net Income Continuous Operations,-238227.0,-420729.0,-411919.0,-306987.0,-453232.0
Tax Provision,0.0,0.0,24055.0,-20930.0,-81071.0
Pretax Income,-238227.0,-420729.0,-387864.0,-327917.0,-534303.0
Other Income Expense,,-20446.0,-33600.0,-95540.0,-276822.0
Other Non Operating Income Expenses,,,,,0.0
Special Income Charges,0.0,-21106.0,0.0,-94181.0,
Impairment Of Capital Assets,0.0,21106.0,0.0,94181.0,
Gain On Sale Of Security,,660.0,-33600.0,-1359.0,
Net Non Operating Interest Income Expense,-13671.0,-14443.0,-16406.0,-17499.0,-20042.0
Interest Expense Non Operating,13671.0,14443.0,16406.0,17499.0,20042.0
Operating Income,-224556.0,-385840.0,-337858.0,-214878.0,-237439.0
Operating Expense,164188.0,321901.0,283891.0,175968.0,169213.0
Other Operating Expenses,10966.0,103807.0,32661.0,15847.0,6325.0
Research And Development,7484.0,-20531.0,15199.0,14196.0,39702.0
Selling General And Administration,145738.0,238625.0,236031.0,145925.0,123186.0
General And Administrative Expense,145738.0,238625.0,236031.0,145925.0,123186.0
Other Gand A,90052.0,102029.0,85957.0,83304.0,92989.0
Rent And Landing Fees,12558.0,11486.0,6047.0,3143.0,-7034.0
Salaries And Wages,43128.0,125110.0,144027.0,59478.0,37231.0
Gross Profit,-60368.0,-63939.0,-53967.0,-38910.0,-68226.0
Cost Of Revenue,60427.0,63939.0,63967.0,63910.0,68763.0
Total Revenue,59.0,0.0,10000.0,25000.0,537.0
Operating Revenue,59.0,0.0,10000.0,25000.0,537.0
