,2026-03-31,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,2248000.0,-259168.704156,0.0
Tax Rate For Calcs,0.281,0.259169,0.264529
Normalized EBITDA,698000000.0,654000000.0,744000000.0
Total Unusual Items,8000000.0,-1000000.0,
Total Unusual Items Excluding Goodwill,8000000.0,-1000000.0,
Net Income From Continuing Operation Net Minority Interest,286000000.0,302000000.0,367000000.0
Reconciled Depreciation,256000000.0,244000000.0,245000000.0
Reconciled Cost Of Revenue,638000000.0,700000000.0,654000000.0
EBITDA,706000000.0,653000000.0,744000000.0
EBIT,450000000.0,409000000.0,499000000.0
Net Interest Income,-52000000.0,,0.0
Interest Expense,52000000.0,,0.0
Normalized Income,280248000.0,302740831.295844,367000000.0
Net Income From Continuing And Discontinued Operation,286000000.0,302000000.0,367000000.0
Total Expenses,1245000000.0,1299000000.0,1206000000.0
Total Operating Income As Reported,442000000.0,410000000.0,499000000.0
Diluted Average Shares,143409000.0,144527794.0,144527794.0
Basic Average Shares,143378000.0,144527794.0,144527794.0
Diluted EPS,1.99,2.089563,2.539304
Basic EPS,1.99,2.089563,2.539304
Diluted NI Availto Com Stockholders,286000000.0,302000000.0,367000000.0
Net Income Common Stockholders,286000000.0,302000000.0,367000000.0
Net Income,286000000.0,302000000.0,367000000.0
Minority Interests,0.0,-1000000.0,0.0
Net Income Including Noncontrolling Interests,286000000.0,303000000.0,367000000.0
Net Income Continuous Operations,286000000.0,303000000.0,367000000.0
Tax Provision,112000000.0,106000000.0,132000000.0
Pretax Income,398000000.0,409000000.0,499000000.0
Other Income Expense,8000000.0,-1000000.0,
Gain On Sale Of Security,8000000.0,-1000000.0,
Net Non Operating Interest Income Expense,-52000000.0,,0.0
Interest Expense Non Operating,52000000.0,,0.0
Operating Income,442000000.0,409000000.0,500000000.0
Operating Expense,607000000.0,599000000.0,552000000.0
Depreciation Amortization Depletion Income Statement,256000000.0,244000000.0,245000000.0
Depreciation And Amortization In Income Statement,256000000.0,244000000.0,245000000.0
Selling General And Administration,351000000.0,355000000.0,307000000.0
Gross Profit,1049000000.0,1008000000.0,1052000000.0
Cost Of Revenue,638000000.0,700000000.0,654000000.0
Total Revenue,1687000000.0,1708000000.0,1706000000.0
Operating Revenue,1687000000.0,1708000000.0,1706000000.0
