,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-221600000.0,39834765.366821,61789532.920653,123333333.333333,-10000000.0,,
Tax Rate For Calcs,0.4,0.194316,0.202589,0.172494,0.25,,
Normalized EBITDA,491000000.0,1466000000.0,1643000000.0,2031000000.0,539000000.0,,
Total Unusual Items,-554000000.0,205000000.0,305000000.0,715000000.0,-40000000.0,,
Total Unusual Items Excluding Goodwill,-554000000.0,205000000.0,305000000.0,715000000.0,-40000000.0,,
Net Income From Continuing Operation Net Minority Interest,-289000000.0,1219000000.0,1417000000.0,2130000000.0,240000000.0,,
Reconciled Cost Of Revenue,12907000000.0,12221000000.0,12600000000.0,12080000000.0,11103000000.0,,
EBITDA,-63000000.0,1671000000.0,1948000000.0,2746000000.0,499000000.0,,
EBIT,-63000000.0,1671000000.0,1948000000.0,2746000000.0,499000000.0,,
Net Interest Income,-151000000.0,-158000000.0,-171000000.0,-172000000.0,-179000000.0,,
Interest Expense,151000000.0,158000000.0,171000000.0,172000000.0,179000000.0,,
Normalized Income,43400000.0,1053834765.366821,1173789532.920653,1538333333.333333,270000000.0,,
Net Income From Continuing And Discontinued Operation,-289000000.0,1219000000.0,1417000000.0,2130000000.0,240000000.0,,
Total Expenses,15353000000.0,14536000000.0,14989000000.0,14546000000.0,13471000000.0,,
Rent Expense Supplemental,1056000000.0,1048000000.0,1056000000.0,1015000000.0,988000000.0,,
Total Operating Income As Reported,501000000.0,1467000000.0,1684000000.0,2102000000.0,569000000.0,,
Diluted Average Shares,652000000.0,656000000.0,654000000.0,652000000.0,652000000.0,,
Basic Average Shares,652000000.0,649000000.0,649000000.0,649000000.0,644000000.0,,
Diluted EPS,-0.44,1.86,2.17,3.27,0.37,,
Basic EPS,-0.44,1.88,2.18,3.28,0.37,,
Diluted NI Availto Com Stockholders,-289000000.0,1219000000.0,1417000000.0,2130000000.0,240000000.0,,
Net Income Common Stockholders,-289000000.0,1219000000.0,1417000000.0,2130000000.0,240000000.0,,
Net Income,-289000000.0,1219000000.0,1417000000.0,2130000000.0,240000000.0,,
Net Income Including Noncontrolling Interests,-289000000.0,1219000000.0,1417000000.0,2130000000.0,240000000.0,,
Net Income Continuous Operations,-289000000.0,1219000000.0,1417000000.0,2130000000.0,240000000.0,,
Tax Provision,75000000.0,294000000.0,360000000.0,444000000.0,80000000.0,,
Pretax Income,-214000000.0,1513000000.0,1777000000.0,2574000000.0,320000000.0,,
Other Income Expense,-564000000.0,204000000.0,264000000.0,644000000.0,-70000000.0,,
Other Non Operating Income Expenses,-10000000.0,-1000000.0,-41000000.0,-71000000.0,-30000000.0,,
Special Income Charges,-4000000.0,0.0,-6000000.0,-20000000.0,0.0,,
Other Special Charges,4000000.0,0.0,6000000.0,20000000.0,,3000000.0,
Gain On Sale Of Security,-550000000.0,205000000.0,311000000.0,735000000.0,-40000000.0,,
Net Non Operating Interest Income Expense,-151000000.0,-158000000.0,-171000000.0,-172000000.0,-179000000.0,,
Interest Expense Non Operating,151000000.0,158000000.0,171000000.0,172000000.0,179000000.0,,
Operating Income,501000000.0,1467000000.0,1684000000.0,2102000000.0,569000000.0,,
Operating Expense,2446000000.0,2315000000.0,2389000000.0,2466000000.0,2368000000.0,,
Other Operating Expenses,1856000000.0,1699000000.0,1744000000.0,1793000000.0,1816000000.0,,
Selling General And Administration,590000000.0,616000000.0,645000000.0,673000000.0,552000000.0,,
Selling And Marketing Expense,590000000.0,616000000.0,645000000.0,673000000.0,552000000.0,,
General And Administrative Expense,,,392000000.0,470000000.0,124000000.0,425000000.0,320000000.0
Salaries And Wages,,,392000000.0,470000000.0,124000000.0,425000000.0,320000000.0
Gross Profit,2947000000.0,3782000000.0,4073000000.0,4568000000.0,2937000000.0,,
Cost Of Revenue,12907000000.0,12221000000.0,12600000000.0,12080000000.0,11103000000.0,,
Total Revenue,15854000000.0,16003000000.0,16673000000.0,16648000000.0,14040000000.0,,
Operating Revenue,12528000000.0,13162000000.0,13739000000.0,14079000000.0,11688000000.0,,
