,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,,0.0,0.0
Tax Rate For Calcs,0.31,0.238095,,0.34,0.29
Normalized EBITDA,98000000.0,136000000.0,,105000000.0,124000000.0
Total Unusual Items,,0.0,,,
Total Unusual Items Excluding Goodwill,,0.0,,,
Net Income From Continuing Operation Net Minority Interest,18000000.0,16000000.0,,27000000.0,35000000.0
Reconciled Depreciation,64000000.0,104000000.0,,40000000.0,65000000.0
Reconciled Cost Of Revenue,52000000.0,17000000.0,,140000000.0,50000000.0
EBITDA,98000000.0,136000000.0,,105000000.0,124000000.0
EBIT,34000000.0,32000000.0,,53000000.0,59000000.0
Net Interest Income,-8000000.0,-11000000.0,,-12000000.0,-10000000.0
Interest Expense,8000000.0,11000000.0,,12000000.0,10000000.0
Normalized Income,18000000.0,16000000.0,,27000000.0,35000000.0
Net Income From Continuing And Discontinued Operation,18000000.0,16000000.0,,27000000.0,35000000.0
Total Expenses,199000000.0,207000000.0,,187000000.0,184000000.0
Total Operating Income As Reported,30000000.0,32000000.0,,51000000.0,58000000.0
Diluted Average Shares,40000000.0,,29010495.0,30560578.0,30560578.0
Basic Average Shares,40000000.0,,29010495.0,30560578.0,30560578.0
Diluted EPS,0.45,,-13.34,0.883491,1.145266
Basic EPS,0.45,,-13.34,0.883491,1.145266
Diluted NI Availto Com Stockholders,18000000.0,16000000.0,,27000000.0,35000000.0
Net Income Common Stockholders,18000000.0,16000000.0,,27000000.0,35000000.0
Net Income,18000000.0,16000000.0,,27000000.0,35000000.0
Net Income Including Noncontrolling Interests,18000000.0,16000000.0,,27000000.0,35000000.0
Net Income Continuous Operations,18000000.0,16000000.0,,27000000.0,35000000.0
Tax Provision,8000000.0,5000000.0,,14000000.0,14000000.0
Pretax Income,26000000.0,21000000.0,,41000000.0,49000000.0
Other Income Expense,4000000.0,0.0,,2000000.0,1000000.0
Other Non Operating Income Expenses,4000000.0,0.0,,2000000.0,1000000.0
Special Income Charges,,0.0,,,
Impairment Of Capital Assets,,0.0,,,
Net Non Operating Interest Income Expense,-8000000.0,-11000000.0,,-12000000.0,-10000000.0
Interest Expense Non Operating,8000000.0,11000000.0,,12000000.0,10000000.0
Operating Income,33000000.0,32000000.0,,51000000.0,58000000.0
Operating Expense,135000000.0,140000000.0,,59000000.0,122000000.0
Other Operating Expenses,44000000.0,49000000.0,,-23000000.0,39000000.0
Depreciation Amortization Depletion Income Statement,52000000.0,54000000.0,,52000000.0,53000000.0
Depreciation And Amortization In Income Statement,52000000.0,54000000.0,,52000000.0,53000000.0
Selling General And Administration,39000000.0,37000000.0,,30000000.0,30000000.0
General And Administrative Expense,,,,,30000000.0
Other Gand A,,,,,30000000.0
Gross Profit,168000000.0,172000000.0,,110000000.0,180000000.0
Cost Of Revenue,64000000.0,67000000.0,,128000000.0,62000000.0
Total Revenue,232000000.0,239000000.0,,238000000.0,242000000.0
Operating Revenue,226000000.0,231000000.0,,227000000.0,230000000.0
