,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-21240190.4,-411915933.004069,108948240.0,-718652.804102,-112467150.0,,
Tax Rate For Calcs,0.2509,0.184253,0.27,0.157599,0.27,,
Normalized EBITDA,42048587000.0,136687826000.0,37541540000.0,51123668000.0,47565831000.0,,
Total Unusual Items,-84656000.0,-2235605000.0,403512000.0,-4560000.0,-416545000.0,,
Total Unusual Items Excluding Goodwill,-84656000.0,-2235605000.0,403512000.0,-4560000.0,-416545000.0,,
Net Income From Continuing Operation Net Minority Interest,9793329000.0,84259555000.0,3778971000.0,15800721000.0,15365764000.0,,
Reconciled Depreciation,18378898000.0,18928214000.0,19189266000.0,19804894000.0,19945795000.0,,
Reconciled Cost Of Revenue,313545465000.0,437063548000.0,312869833000.0,336918038000.0,314506775000.0,,
EBITDA,41963931000.0,134452221000.0,37945052000.0,51119108000.0,47149286000.0,,
EBIT,23585033000.0,115524007000.0,18755786000.0,31314214000.0,27203491000.0,,
Net Interest Income,-10144635000.0,-11942797000.0,-12007383000.0,-11382778000.0,-11158625000.0,,
Interest Expense,10474134000.0,12200224000.0,12372707000.0,12634169000.0,12750380000.0,,
Interest Income,356283000.0,794892000.0,360012000.0,1329482000.0,1753104000.0,,
Normalized Income,9856744809.6,86083244066.99593,3484407240.0,15804562347.195898,15669841850.0,,
Net Income From Continuing And Discontinued Operation,9793329000.0,84259555000.0,3778971000.0,15800721000.0,15365764000.0,,
Total Expenses,483464242000.0,628247104000.0,480021005000.0,504426572000.0,472632067000.0,,
Rent Expense Supplemental,10914291000.0,15123740000.0,12278230000.0,12233437000.0,11113531000.0,,
Diluted Average Shares,1936052298.0,,1936052298.0,1936052298.0,1936052298.0,,1936052298.0
Basic Average Shares,1936052298.0,,1936052298.0,1936052298.0,1936052298.0,,1936052298.0
Diluted EPS,5.0584,,1.9519,8.1613,7.9366,,3.225
Basic EPS,5.0584,,1.9519,8.1613,7.9366,,3.225
Diluted NI Availto Com Stockholders,9793329000.0,84259555000.0,3778971000.0,15800721000.0,15365764000.0,,
Net Income Common Stockholders,9793329000.0,84259555000.0,3778971000.0,15800721000.0,15365764000.0,,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,,
Net Income,9793329000.0,84259555000.0,3778971000.0,15800721000.0,15365764000.0,,
Minority Interests,-27644000.0,-26557000.0,1844000.0,64638000.0,-10602000.0,,
Net Income Including Noncontrolling Interests,9820973000.0,84286112000.0,3777127000.0,15736083000.0,15376366000.0,,
Net Income Continuous Operations,9820973000.0,84286112000.0,3777127000.0,15736083000.0,15376366000.0,,
Tax Provision,3289926000.0,19037671000.0,2605952000.0,2943962000.0,-923255000.0,,
Pretax Income,13110899000.0,103323783000.0,6383079000.0,18680045000.0,14453111000.0,,
Other Non Operating Income Expenses,-417241000.0,135536000.0,-379332000.0,202749000.0,-101282000.0,,
Special Income Charges,-84656000.0,-2235605000.0,403512000.0,-658375000.0,-416545000.0,,
Other Special Charges,13833000.0,-2721047000.0,-522477000.0,497993000.0,307324000.0,,
Write Off,,,,,,0.0,0.0
Impairment Of Capital Assets,70823000.0,1249159000.0,118965000.0,160382000.0,109221000.0,,
Net Non Operating Interest Income Expense,-10144635000.0,-11942797000.0,-12007383000.0,-11382778000.0,-11158625000.0,,
Total Other Finance Cost,26784000.0,537465000.0,-5312000.0,78091000.0,161349000.0,,
Interest Expense Non Operating,10474134000.0,12200224000.0,12372707000.0,12634169000.0,12750380000.0,,
Interest Income Non Operating,356283000.0,794892000.0,360012000.0,1329482000.0,1753104000.0,,
Operating Income,23281406000.0,68651189000.0,14519710000.0,28733703000.0,22574004000.0,,
Operating Expense,169918777000.0,191183556000.0,167151172000.0,167508534000.0,158125292000.0,,
Other Operating Expenses,299950000.0,496407000.0,140094000.0,465538000.0,483494000.0,,
Depreciation And Amortization In Income Statement,18378898000.0,18928214000.0,19189266000.0,19804894000.0,19945795000.0,,
Amortization,13927928000.0,,,,15332119000.0,,
Depreciation Income Statement,4450970000.0,18928214000.0,19189266000.0,19804894000.0,4613676000.0,,
Selling General And Administration,56124981000.0,66920003000.0,51689228000.0,54542754000.0,50367631000.0,,
Selling And Marketing Expense,1597025000.0,2438716000.0,1612905000.0,1751413000.0,1585110000.0,,
General And Administrative Expense,54527956000.0,64481287000.0,50076323000.0,52791341000.0,48782521000.0,,
Rent And Landing Fees,10914291000.0,15123740000.0,12278230000.0,12233437000.0,11113531000.0,,
Gross Profit,193200183000.0,259834745000.0,181670882000.0,196242237000.0,180699296000.0,,
Cost Of Revenue,313545465000.0,437063548000.0,312869833000.0,336918038000.0,314506775000.0,,
Total Revenue,506745648000.0,696898293000.0,494540715000.0,533160275000.0,495206071000.0,,
Operating Revenue,506745648000.0,696898293000.0,494540715000.0,533160275000.0,495206071000.0,,
