,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.188784,0.231496,0.223839,0.206363,0.218077
Normalized EBITDA,456400000.0,482700000.0,324500000.0,584400000.0,425800000.0
Net Income From Continuing Operation Net Minority Interest,276300000.0,284600000.0,165400000.0,374200000.0,243100000.0
Reconciled Depreciation,88500000.0,84800000.0,83500000.0,83100000.0,81400000.0
Reconciled Cost Of Revenue,1326700000.0,1240300000.0,1166800000.0,1295600000.0,1235900000.0
EBITDA,456400000.0,482700000.0,324500000.0,584400000.0,425800000.0
EBIT,367900000.0,397900000.0,241000000.0,501300000.0,344400000.0
Net Interest Income,-25000000.0,-23800000.0,-24200000.0,-26500000.0,-31100000.0
Interest Expense,27300000.0,27700000.0,27900000.0,29800000.0,33500000.0
Interest Income,2300000.0,3900000.0,3700000.0,3300000.0,2400000.0
Normalized Income,276300000.0,284600000.0,165400000.0,374200000.0,243100000.0
Net Income From Continuing And Discontinued Operation,276300000.0,284600000.0,165400000.0,374200000.0,243100000.0
Total Expenses,1594100000.0,1507800000.0,1400700000.0,1566700000.0,1466800000.0
Total Operating Income As Reported,359500000.0,206000000.0,188800000.0,498700000.0,344900000.0
Diluted Average Shares,117000000.0,117700000.0,118000000.0,118300000.0,118500000.0
Basic Average Shares,116300000.0,116800000.0,117000000.0,117400000.0,117200000.0
Diluted EPS,2.36,2.42,1.4,3.16,2.05
Basic EPS,2.38,2.44,1.41,3.19,2.07
Diluted NI Availto Com Stockholders,276300000.0,284600000.0,165400000.0,374200000.0,243100000.0
Net Income Common Stockholders,276300000.0,284600000.0,165400000.0,374200000.0,243100000.0
Net Income,276300000.0,284600000.0,165400000.0,374200000.0,243100000.0
Net Income Including Noncontrolling Interests,276300000.0,284600000.0,165400000.0,374200000.0,243100000.0
Net Income Continuous Operations,276300000.0,284600000.0,165400000.0,374200000.0,243100000.0
Tax Provision,64300000.0,85700000.0,47700000.0,97300000.0,67800000.0
Pretax Income,340600000.0,370200000.0,213100000.0,471500000.0,310900000.0
Other Income Expense,6200000.0,188000000.0,48500000.0,-500000.0,-2800000.0
Other Non Operating Income Expenses,6200000.0,188000000.0,48500000.0,-500000.0,-2800000.0
Net Non Operating Interest Income Expense,-25000000.0,-23800000.0,-24200000.0,-26500000.0,-31100000.0
Interest Expense Non Operating,27300000.0,27700000.0,27900000.0,29800000.0,33500000.0
Interest Income Non Operating,2300000.0,3900000.0,3700000.0,3300000.0,2400000.0
Operating Income,359500000.0,206100000.0,188700000.0,498700000.0,344900000.0
Operating Expense,267400000.0,267500000.0,233900000.0,271100000.0,230900000.0
Selling General And Administration,267400000.0,267500000.0,233900000.0,271100000.0,230900000.0
Gross Profit,626900000.0,473600000.0,422600000.0,769800000.0,575800000.0
Cost Of Revenue,1326700000.0,1240300000.0,1166800000.0,1295600000.0,1235900000.0
Total Revenue,1953600000.0,1713900000.0,1589400000.0,2065400000.0,1811700000.0
Operating Revenue,1953600000.0,1713900000.0,1589400000.0,2065400000.0,1811700000.0
