,2026-03-31,2025-12-31,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0,-6450000.0,0.0,0.0
Tax Rate For Calcs,0.133215,0.310456,0.258,0.258,0.258
Normalized EBITDA,18311000.0,11837000.0,34699000.0,10333000.0,2854000.0
Total Unusual Items,,,-25000000.0,,
Total Unusual Items Excluding Goodwill,,,-25000000.0,,
Net Income From Continuing Operation Net Minority Interest,13664000.0,5124000.0,-23632000.0,3014000.0,-5726000.0
Reconciled Depreciation,4544000.0,4511000.0,4515000.0,4616000.0,8923000.0
Reconciled Cost Of Revenue,12714000.0,14230000.0,17889000.0,17241000.0,17885000.0
EBITDA,18311000.0,11837000.0,9699000.0,10333000.0,2854000.0
EBIT,13767000.0,7326000.0,5184000.0,5717000.0,-6069000.0
Net Interest Income,1997000.0,105000.0,-752000.0,-22000.0,1450000.0
Normalized Income,13664000.0,5124000.0,-5082000.0,3014000.0,-5726000.0
Net Income From Continuing And Discontinued Operation,13664000.0,5124000.0,-23632000.0,3014000.0,-5726000.0
Total Expenses,115388000.0,123877000.0,141014000.0,134687000.0,148308000.0
Total Operating Income As Reported,13767000.0,7326000.0,-19816000.0,5717000.0,-6069000.0
Diluted Average Shares,124218182.0,128100000.0,124378947.0,150700000.0,114520000.0
Basic Average Shares,124218182.0,128100000.0,124378947.0,150700000.0,114520000.0
Diluted EPS,0.11,0.04,-0.19,0.02,-0.05
Basic EPS,0.11,0.04,-0.19,0.02,-0.05
Diluted NI Availto Com Stockholders,13664000.0,5124000.0,-23632000.0,3014000.0,-5726000.0
Net Income Common Stockholders,13664000.0,5124000.0,-23632000.0,3014000.0,-5726000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0
Net Income,13664000.0,5124000.0,-23632000.0,3014000.0,-5726000.0
Net Income Including Noncontrolling Interests,13664000.0,5124000.0,-23632000.0,3014000.0,-5726000.0
Net Income Continuous Operations,13664000.0,5124000.0,-23632000.0,3014000.0,-5726000.0
Tax Provision,2100000.0,2307000.0,3064000.0,2681000.0,1107000.0
Pretax Income,15764000.0,7431000.0,-20568000.0,5695000.0,-4619000.0
Special Income Charges,,,-25000000.0,,
Restructuring And Mergern Acquisition,,,25000000.0,,
Net Non Operating Interest Income Expense,1997000.0,105000.0,-752000.0,-22000.0,1450000.0
Operating Income,13767000.0,7326000.0,5184000.0,5717000.0,-6069000.0
Operating Expense,102674000.0,109647000.0,123125000.0,117446000.0,130423000.0
Research And Development,73928000.0,75078000.0,89312000.0,84381000.0,92426000.0
Selling General And Administration,28746000.0,34569000.0,33813000.0,33065000.0,37997000.0
Selling And Marketing Expense,10030000.0,12744000.0,12815000.0,11821000.0,16930000.0
General And Administrative Expense,18716000.0,21825000.0,20998000.0,21244000.0,21067000.0
Gross Profit,116441000.0,116973000.0,128309000.0,123163000.0,124354000.0
Cost Of Revenue,12714000.0,14230000.0,17889000.0,17241000.0,17885000.0
Total Revenue,129155000.0,131203000.0,146198000.0,140404000.0,142239000.0
Operating Revenue,129155000.0,131203000.0,146198000.0,140404000.0,142239000.0
