,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,-80262.0,0.0,0.0,0.0,-66568.0
Tax Rate For Calcs,0.182,0.173857,0.205,0.205422,0.212
Normalized EBITDA,4135000.0,3201000.0,3380000.0,3954000.0,4503000.0
Total Unusual Items,-441000.0,,,,-314000.0
Total Unusual Items Excluding Goodwill,-441000.0,,,,-314000.0
Net Income From Continuing Operation Net Minority Interest,2604000.0,2566000.0,2631000.0,3048000.0,3041000.0
Reconciled Depreciation,688000.0,760000.0,769000.0,758000.0,721000.0
Reconciled Cost Of Revenue,3210000.0,3781000.0,4208000.0,4358000.0,3952000.0
EBITDA,3694000.0,3201000.0,3380000.0,3954000.0,4189000.0
EBIT,3006000.0,2441000.0,2611000.0,3196000.0,3468000.0
Normalized Income,2964738.0,2566000.0,2631000.0,3048000.0,3288432.0
Net Income From Continuing And Discontinued Operation,2604000.0,2566000.0,2631000.0,3048000.0,3041000.0
Total Expenses,5716000.0,6604000.0,7201000.0,6757000.0,6242000.0
Total Operating Income As Reported,2565000.0,2441000.0,2611000.0,3196000.0,3153000.0
Diluted Average Shares,3184983.0,3198000.0,3208537.0,3246006.0,3310248.0
Basic Average Shares,3183374.0,3186221.0,3208537.0,3246006.0,3309032.0
Diluted EPS,0.817587,0.802,0.82,0.939,0.918662
Basic EPS,0.818,0.805029,0.82,0.939,0.919
Diluted NI Availto Com Stockholders,2604000.0,2566000.0,2631000.0,3048000.0,3041000.0
Net Income Common Stockholders,2604000.0,2566000.0,2631000.0,3048000.0,3041000.0
Net Income,2604000.0,2566000.0,2631000.0,3048000.0,3041000.0
Net Income Including Noncontrolling Interests,2604000.0,2566000.0,2631000.0,3048000.0,3041000.0
Net Income Continuous Operations,2604000.0,2566000.0,2631000.0,3048000.0,3041000.0
Tax Provision,578000.0,540000.0,678000.0,788000.0,817000.0
Pretax Income,3182000.0,3106000.0,3309000.0,3836000.0,3858000.0
Other Income Expense,176000.0,665000.0,698000.0,640000.0,391000.0
Other Non Operating Income Expenses,617000.0,-2143000.0,698000.0,640000.0,705000.0
Special Income Charges,-441000.0,,,,-314000.0
Other Special Charges,441000.0,,,,314000.0
Operating Income,3006000.0,2441000.0,2611000.0,3196000.0,3468000.0
Operating Expense,2276000.0,2823000.0,2993000.0,2399000.0,2070000.0
Depreciation Amortization Depletion Income Statement,458000.0,,,,501000.0
Depreciation And Amortization In Income Statement,458000.0,,,,501000.0
Amortization,458000.0,,,,501000.0
Amortization Of Intangibles Income Statement,458000.0,,,,501000.0
Research And Development,154000.0,212000.0,167000.0,135000.0,154000.0
Selling General And Administration,1664000.0,2611000.0,2826000.0,2264000.0,1415000.0
Selling And Marketing Expense,519000.0,,,,500000.0
General And Administrative Expense,1145000.0,,,,915000.0
Other Gand A,1145000.0,,,,915000.0
Gross Profit,5282000.0,5264000.0,5604000.0,5595000.0,5538000.0
Cost Of Revenue,3440000.0,3781000.0,4208000.0,4358000.0,4172000.0
Total Revenue,8722000.0,9045000.0,9812000.0,9953000.0,9710000.0
Operating Revenue,8722000.0,9045000.0,9812000.0,9953000.0,9710000.0
