,2025-12-31,2025-09-30,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.1
Normalized EBITDA,-7274450.0,16796075.0,-121579.0
Net Income From Continuing Operation Net Minority Interest,-7668922.0,16823355.0,-108243.0
Reconciled Cost Of Revenue,900529.0,1164234.0,734477.0
EBITDA,-7274450.0,16796075.0,-121579.0
EBIT,-7274450.0,16796075.0,-121579.0
Net Interest Income,-442592.0,-47685.0,-416551.0
Interest Expense,442840.0,48094.0,421105.0
Interest Income,248.0,409.0,4554.0
Normalized Income,-7668922.0,16823355.0,-108243.0
Net Income From Continuing And Discontinued Operation,-7668922.0,16823355.0,-108243.0
Total Expenses,6398148.0,3794742.0,2362732.0
Total Operating Income As Reported,-4973594.0,-2512491.0,-1089120.0
Diluted NI Availto Com Stockholders,-7668922.0,16823355.0,-108243.0
Net Income Common Stockholders,-7668922.0,16823355.0,-108243.0
Net Income,-7668922.0,16823355.0,-108243.0
Minority Interests,48368.0,75374.0,-52265.0
Net Income Including Noncontrolling Interests,-7717290.0,16747981.0,-55978.0
Net Income Continuous Operations,-7717290.0,16747981.0,-55978.0
Tax Provision,0.0,0.0,-486706.0
Pretax Income,-7717290.0,16747981.0,-542684.0
Other Income Expense,-2301104.0,19308157.0,962987.0
Other Non Operating Income Expenses,-23711039.0,19308157.0,962987.0
Net Non Operating Interest Income Expense,-442592.0,-47685.0,-416551.0
Interest Expense Non Operating,442840.0,48094.0,421105.0
Interest Income Non Operating,248.0,409.0,4554.0
Operating Income,-4973594.0,-2512491.0,-1089120.0
Operating Expense,5497619.0,2630508.0,1628255.0
Selling General And Administration,5497619.0,2630508.0,1628255.0
Selling And Marketing Expense,694323.0,187212.0,14038.0
General And Administrative Expense,4803296.0,2443296.0,1614217.0
Other Gand A,4803296.0,2443296.0,1614217.0
Gross Profit,524025.0,118017.0,539135.0
Cost Of Revenue,900529.0,1164234.0,734477.0
Total Revenue,1424554.0,1282251.0,1273612.0
Operating Revenue,1424554.0,1282251.0,1273612.0
