,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,2113302.5,-736568.0
Tax Rate For Calcs,0.25,0.25
Normalized EBITDA,-17124229.0,-17618673.0
Total Unusual Items,8453210.0,-2946272.0
Total Unusual Items Excluding Goodwill,8453210.0,-2946272.0
Net Income From Continuing Operation Net Minority Interest,-15961864.0,-27012664.0
EBITDA,-8671019.0,-20564945.0
EBIT,-8671019.0,-20564945.0
Net Interest Income,-11099126.0,-10787092.0
Interest Expense,7277460.0,6447584.0
Interest Income,89126.0,51472.0
Normalized Income,-22301771.5,-24802960.0
Net Income From Continuing And Discontinued Operation,-15961864.0,-26468384.0
Total Expenses,13651616.0,13331043.0
Total Operating Income As Reported,-13348106.0,-13218705.0
Diluted Average Shares,37573262.0,31483617.0
Basic Average Shares,37573262.0,31483617.0
Diluted EPS,-0.42,-0.84
Basic EPS,-0.42,-0.84
Diluted NI Availto Com Stockholders,-15961864.0,-26468384.0
Net Income Common Stockholders,-15961864.0,-26468384.0
Net Income,-15961864.0,-26468384.0
Minority Interests,0.0,0.0
Net Income Including Noncontrolling Interests,-15961864.0,-26468384.0
Net Income Discontinuous Operations,0.0,544280.0
Net Income Continuous Operations,-15961864.0,-27012664.0
Tax Provision,13385.0,135.0
Pretax Income,-15948479.0,-27012529.0
Other Income Expense,8563349.0,-2946272.0
Other Non Operating Income Expenses,110139.0,
Special Income Charges,6869806.0,3166627.0
Gain On Sale Of Ppe,,-46940.0
Other Special Charges,-6869806.0,-3213567.0
Restructuring And Mergern Acquisition,0.0,0.0
Gain On Sale Of Security,1583404.0,-6112899.0
Net Non Operating Interest Income Expense,-11099126.0,-10787092.0
Total Other Finance Cost,3910792.0,4390980.0
Interest Expense Non Operating,7277460.0,6447584.0
Interest Income Non Operating,89126.0,51472.0
Operating Income,-13412702.0,-13279165.0
Operating Expense,13651616.0,13331043.0
Other Operating Expenses,64596.0,60460.0
Research And Development,5870423.0,5465396.0
Selling General And Administration,7716597.0,7805187.0
Selling And Marketing Expense,1806760.0,1348059.0
General And Administrative Expense,5909837.0,6457128.0
Other Gand A,4876177.0,4778438.0
Salaries And Wages,1033660.0,1678690.0
Gross Profit,,51878.0
Total Revenue,238914.0,51878.0
Operating Revenue,238914.0,51878.0
