,2026-03-31,2025-12-31,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.21,0.0,0.21
Normalized EBITDA,-17129000.0,-47913000.0,-7399000.0,-44191000.0
Net Income From Continuing Operation Net Minority Interest,-16633000.0,-48069000.0,-7449000.0,-46195000.0
Reconciled Depreciation,151000.0,122000.0,53000.0,58000.0
EBITDA,-17129000.0,-47913000.0,-7399000.0,-44191000.0
EBIT,-17280000.0,-48035000.0,-7452000.0,-44249000.0
Normalized Income,-16633000.0,-48069000.0,-7449000.0,-46195000.0
Net Income From Continuing And Discontinued Operation,-16633000.0,-48069000.0,-7449000.0,-46195000.0
Total Expenses,36915000.0,48894000.0,9025000.0,47222000.0
Total Operating Income As Reported,-17280000.0,-48035000.0,-7452000.0,-44249000.0
Diluted Average Shares,17105643.0,,17124000.0,
Basic Average Shares,17105643.0,,17084000.0,
Diluted EPS,-0.97,,-0.436022,
Basic EPS,-0.97,,-0.436022,
Diluted NI Availto Com Stockholders,-16633000.0,-48069000.0,-7449000.0,-46195000.0
Net Income Common Stockholders,-16633000.0,-48069000.0,-7449000.0,-46195000.0
Net Income,-16633000.0,-48069000.0,-7449000.0,-46195000.0
Net Income Including Noncontrolling Interests,-16633000.0,-48069000.0,-7449000.0,-46195000.0
Net Income Continuous Operations,-16633000.0,-48069000.0,-7449000.0,-46195000.0
Tax Provision,,34000.0,,1950000.0
Pretax Income,-16633000.0,-48035000.0,-7449000.0,-44245000.0
Other Income Expense,647000.0,0.0,3000.0,4000.0
Other Non Operating Income Expenses,647000.0,0.0,3000.0,4000.0
Operating Income,-17280000.0,-48035000.0,-7452000.0,-44249000.0
Operating Expense,36915000.0,48894000.0,9025000.0,47222000.0
Research And Development,16657000.0,18497000.0,6937000.0,21445000.0
Selling General And Administration,20258000.0,30397000.0,2088000.0,25777000.0
General And Administrative Expense,20258000.0,30397000.0,2088000.0,25777000.0
Other Gand A,20258000.0,30397000.0,2088000.0,25777000.0
Total Revenue,19635000.0,859000.0,1573000.0,2973000.0
Operating Revenue,19635000.0,859000.0,1573000.0,2973000.0
