,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,3781370.628581,4123564.149715,3877385.135765,2698609.345231,3497924.114814
Tax Rate For Calcs,0.320591,0.309414,0.297917,0.311115,0.355083
Normalized EBITDA,672113000.0,681859000.0,663151000.0,608828000.0,368452000.0
Total Unusual Items,11795000.0,13327000.0,13015000.0,8674000.0,9851000.0
Total Unusual Items Excluding Goodwill,11795000.0,13327000.0,13015000.0,8674000.0,9851000.0
Net Income From Continuing Operation Net Minority Interest,463354000.0,480338000.0,473720000.0,424231000.0,242703000.0
Reconciled Cost Of Revenue,1643628000.0,1558287000.0,1481838000.0,1343773000.0,1073571000.0
EBITDA,683908000.0,695186000.0,676166000.0,617502000.0,378303000.0
EBIT,683908000.0,695186000.0,676166000.0,617502000.0,378303000.0
Net Interest Income,7406000.0,9478000.0,18118000.0,21656000.0,18666000.0
Interest Expense,1721000.0,2377000.0,477000.0,781000.0,614000.0
Interest Income,9127000.0,11855000.0,18595000.0,22437000.0,19280000.0
Normalized Income,455340370.628581,471134564.149715,464582385.135765,418255609.345231,236349924.114814
Net Income From Continuing And Discontinued Operation,463354000.0,480338000.0,473720000.0,424231000.0,242703000.0
Total Expenses,2148280000.0,2084068000.0,1976514000.0,1872367000.0,1550533000.0
Total Operating Income As Reported,662961000.0,703758000.0,651456000.0,596182000.0,355281000.0
Diluted Average Shares,138592538.0,139478499.0,140086368.0,139931287.0,139564330.0
Basic Average Shares,137226519.0,138082388.0,138749956.0,138749884.0,138567207.0
Diluted EPS,3.33,3.45,3.39,3.03,1.74
Basic EPS,3.39,3.48,3.42,3.06,1.74
Diluted NI Availto Com Stockholders,463354000.0,480338000.0,473720000.0,424231000.0,242703000.0
Net Income Common Stockholders,463354000.0,480338000.0,473720000.0,424231000.0,242703000.0
Net Income,463354000.0,480338000.0,473720000.0,424231000.0,242703000.0
Minority Interests,-130000.0,1894000.0,-670000.0,-619000.0,-875000.0
Net Income Including Noncontrolling Interests,463484000.0,478444000.0,474390000.0,424850000.0,243578000.0
Net Income Continuous Operations,463484000.0,478444000.0,474390000.0,424850000.0,243578000.0
Tax Provision,218703000.0,214365000.0,201299000.0,191871000.0,134111000.0
Pretax Income,682187000.0,692809000.0,675689000.0,616721000.0,377689000.0
Other Income Expense,11820000.0,-20427000.0,6115000.0,-1117000.0,3742000.0
Other Non Operating Income Expenses,25000.0,-33754000.0,-6900000.0,-9791000.0,-6109000.0
Gain On Sale Of Security,11795000.0,13327000.0,13015000.0,8674000.0,9851000.0
Net Non Operating Interest Income Expense,7406000.0,9478000.0,18118000.0,21656000.0,18666000.0
Interest Expense Non Operating,1721000.0,2377000.0,477000.0,781000.0,614000.0
Interest Income Non Operating,9127000.0,11855000.0,18595000.0,22437000.0,19280000.0
Operating Income,662961000.0,703758000.0,651456000.0,596182000.0,355281000.0
Operating Expense,504652000.0,525781000.0,494676000.0,528594000.0,476962000.0
Other Operating Expenses,-86807000.0,-149811000.0,-4944000.0,3627000.0,-7129000.0
Research And Development,50411000.0,51515000.0,44447000.0,42574000.0,39381000.0
Selling General And Administration,541048000.0,624077000.0,455173000.0,482393000.0,444710000.0
Selling And Marketing Expense,401164000.0,459216000.0,354722000.0,392847000.0,282897000.0
General And Administrative Expense,139884000.0,164861000.0,100451000.0,89546000.0,161813000.0
Other Gand A,139884000.0,164861000.0,100451000.0,89546000.0,161813000.0
Gross Profit,1167613000.0,1229539000.0,1146132000.0,1124776000.0,832243000.0
Cost Of Revenue,1643628000.0,1558287000.0,1481838000.0,1343773000.0,1073571000.0
Total Revenue,2811241000.0,2787826000.0,2627970000.0,2468549000.0,1905814000.0
Operating Revenue,2757539000.0,2731279000.0,2570761000.0,2413640000.0,1854525000.0
