,2025-12-31,2025-09-30,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0
Tax Rate For Calcs,0.24,0.172795,0.172421
Normalized EBITDA,-1634182.0,4916963.0,5138432.0
Net Income From Continuing Operation Net Minority Interest,-3743974.0,3063170.0,3697435.0
Reconciled Depreciation,1275563.0,1072036.0,475582.0
Reconciled Cost Of Revenue,11450273.0,10099282.0,14418921.0
EBITDA,-1634182.0,4916963.0,5138432.0
EBIT,-2909745.0,3844927.0,4662850.0
Net Interest Income,-55407.0,-63829.0,-68742.0
Interest Expense,55407.0,63829.0,68742.0
Normalized Income,-3743974.0,3063170.0,3697435.0
Net Income From Continuing And Discontinued Operation,-3743974.0,3063170.0,3697435.0
Total Expenses,16667099.0,12179125.0,15074183.0
Total Operating Income As Reported,-2921863.0,3718680.0,4565220.0
Diluted NI Availto Com Stockholders,-3743974.0,3063170.0,3697435.0
Net Income Common Stockholders,-3743974.0,3063170.0,3697435.0
Net Income,-3743974.0,3063170.0,3697435.0
Minority Interests,-59573.0,-64575.0,-104554.0
Net Income Including Noncontrolling Interests,-3684401.0,3127745.0,3801989.0
Net Income Continuous Operations,-3684401.0,3127745.0,3801989.0
Tax Provision,719249.0,653353.0,792119.0
Pretax Income,-2965152.0,3781098.0,4594108.0
Other Income Expense,12118.0,126247.0,97630.0
Other Non Operating Income Expenses,12118.0,126247.0,97630.0
Net Non Operating Interest Income Expense,-55407.0,-63829.0,-68742.0
Interest Expense Non Operating,55407.0,63829.0,68742.0
Operating Income,-2921863.0,3718680.0,4565220.0
Operating Expense,5216826.0,2079843.0,655262.0
Selling General And Administration,5216826.0,2079843.0,655262.0
Gross Profit,2294963.0,5798523.0,5220482.0
Cost Of Revenue,11450273.0,10099282.0,14418921.0
Total Revenue,13745236.0,15897805.0,19639403.0
Operating Revenue,13745236.0,15897805.0,19639403.0
