,2026-03-31,2025-12-31,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.271,0.073513,0.27,0.215786
Normalized EBITDA,35108000.0,34090000.0,29460000.0,32197000.0
Net Income From Continuing Operation Net Minority Interest,8082000.0,8066000.0,4533000.0,7541000.0
Reconciled Depreciation,14787000.0,14175000.0,13503000.0,12558000.0
Reconciled Cost Of Revenue,1312376000.0,1273716000.0,1319564000.0,1410111000.0
EBITDA,35108000.0,34090000.0,29460000.0,32197000.0
EBIT,20321000.0,19915000.0,15957000.0,19639000.0
Net Interest Income,-9027000.0,-11063000.0,-9612000.0,-9884000.0
Interest Expense,9236000.0,11209000.0,9750000.0,10023000.0
Interest Income,209000.0,146000.0,138000.0,139000.0
Normalized Income,8082000.0,8066000.0,4533000.0,7541000.0
Net Income From Continuing And Discontinued Operation,8082000.0,8066000.0,4533000.0,7541000.0
Total Expenses,1324253000.0,1286596000.0,1331507000.0,1423469000.0
Total Operating Income As Reported,20112000.0,19769000.0,15819000.0,19500000.0
Diluted Average Shares,41104000.0,46111111.0,46111111.0,
Basic Average Shares,41104000.0,46111111.0,46111111.0,
Diluted EPS,0.2,0.174925,0.098306,
Basic EPS,0.2,0.174925,0.098306,
Diluted NI Availto Com Stockholders,8082000.0,8066000.0,4533000.0,7541000.0
Net Income Common Stockholders,8082000.0,8066000.0,4533000.0,7541000.0
Net Income,8082000.0,8066000.0,4533000.0,7541000.0
Net Income Including Noncontrolling Interests,8082000.0,8066000.0,4533000.0,7541000.0
Net Income Continuous Operations,8082000.0,8066000.0,4533000.0,7541000.0
Tax Provision,3003000.0,640000.0,1674000.0,2075000.0
Pretax Income,11085000.0,8706000.0,6207000.0,9616000.0
Net Non Operating Interest Income Expense,-9027000.0,-11063000.0,-9612000.0,-9884000.0
Interest Expense Non Operating,9236000.0,11209000.0,9750000.0,10023000.0
Interest Income Non Operating,209000.0,146000.0,138000.0,139000.0
Operating Income,20112000.0,19769000.0,15819000.0,19500000.0
Operating Expense,11877000.0,12880000.0,11943000.0,13358000.0
Other Operating Expenses,1063000.0,2437000.0,1195000.0,3089000.0
Depreciation Amortization Depletion Income Statement,,14175000.0,,12558000.0
Depreciation And Amortization In Income Statement,,14175000.0,,12558000.0
Selling General And Administration,10814000.0,10443000.0,10748000.0,10269000.0
General And Administrative Expense,10814000.0,10443000.0,10748000.0,10269000.0
Other Gand A,10814000.0,10443000.0,10748000.0,10269000.0
Gross Profit,31989000.0,32649000.0,27762000.0,32858000.0
Cost Of Revenue,1312376000.0,1273716000.0,1319564000.0,1410111000.0
Total Revenue,1344365000.0,1306365000.0,1347326000.0,1442969000.0
Operating Revenue,1322082000.0,1285063000.0,1331214000.0,1428431000.0
