,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,-4199232.323232,-615019.982795,-146115.808291,1749500.275786,-5673.821745
Tax Rate For Calcs,0.192997,0.033624,0.064425,0.09294,0.101318
Normalized EBITDA,46843000.0,59138000.0,61100000.0,46595000.0,51594000.0
Total Unusual Items,-21758000.0,-18291000.0,-2268000.0,18824000.0,-56000.0
Total Unusual Items Excluding Goodwill,-21758000.0,-18291000.0,-2268000.0,18824000.0,-56000.0
Net Income From Continuing Operation Net Minority Interest,50667000.0,54327000.0,61960000.0,60825000.0,45402000.0
Reconciled Cost Of Revenue,366403000.0,376275000.0,347090000.0,322515000.0,315736000.0
EBITDA,25085000.0,40847000.0,58832000.0,65419000.0,51538000.0
EBIT,25085000.0,40847000.0,58832000.0,65419000.0,51538000.0
Net Interest Income,39727000.0,40711000.0,41451000.0,40648000.0,39281000.0
Interest Expense,38000.0,162000.0,97000.0,151000.0,106000.0
Interest Income,39765000.0,40873000.0,41548000.0,40799000.0,39387000.0
Normalized Income,68225767.676768,72002980.017205,64081884.191709,43750500.275786,45452326.178255
Net Income From Continuing And Discontinued Operation,50667000.0,54327000.0,61960000.0,60825000.0,1921323000.0
Total Expenses,548622000.0,563651000.0,520669000.0,501964000.0,482144000.0
Total Operating Income As Reported,6833000.0,18265000.0,19552000.0,5796000.0,12207000.0
Diluted Average Shares,50534120.0,52629562.0,53354913.0,53353026.0,53780111.0
Basic Average Shares,49767292.0,51794999.0,52557478.0,52788040.0,53237127.0
Diluted EPS,0.995783,1.03,1.16,1.13,35.719078
Basic EPS,1.02,1.04,1.18,1.15,36.08
Diluted NI Availto Com Stockholders,50321000.0,53981000.0,61613000.0,60478000.0,1920976000.0
Net Income Common Stockholders,50321000.0,53981000.0,61613000.0,60478000.0,1920976000.0
Preferred Stock Dividends,346000.0,346000.0,347000.0,347000.0,347000.0
Net Income,50667000.0,54327000.0,61960000.0,60825000.0,1921323000.0
Minority Interests,2501000.0,3142000.0,2773000.0,2799000.0,2499000.0
Net Income Including Noncontrolling Interests,48166000.0,51185000.0,59187000.0,58026000.0,1918824000.0
Net Income Discontinuous Operations,0.0,0.0,0.0,0.0,1875921000.0
Net Income Continuous Operations,48166000.0,51185000.0,59187000.0,58026000.0,42903000.0
Earnings From Equity Interest Net Of Tax,27953000.0,11868000.0,4236000.0,-1176000.0,-3318000.0
Tax Provision,4834000.0,1368000.0,3784000.0,6066000.0,5211000.0
Pretax Income,25047000.0,40685000.0,58735000.0,65268000.0,51432000.0
Other Income Expense,-21758000.0,-18291000.0,-2268000.0,18824000.0,-56000.0
Special Income Charges,-245000.0,0.0,0.0,0.0,0.0
Gain On Sale Of Business,-245000.0,0.0,0.0,0.0,0.0
Impairment Of Capital Assets,,,,,0.0
Gain On Sale Of Security,-21513000.0,-18291000.0,-2268000.0,18824000.0,-56000.0
Net Non Operating Interest Income Expense,39727000.0,40711000.0,41451000.0,40648000.0,39281000.0
Interest Expense Non Operating,38000.0,162000.0,97000.0,151000.0,106000.0
Interest Income Non Operating,39765000.0,40873000.0,41548000.0,40799000.0,39387000.0
Operating Income,7078000.0,18265000.0,19552000.0,5796000.0,12207000.0
Operating Expense,182219000.0,187376000.0,173579000.0,179449000.0,166408000.0
Other Operating Expenses,-1189000.0,-444000.0,-637000.0,-400000.0,-839000.0
Research And Development,61187000.0,61538000.0,63094000.0,60075000.0,62426000.0
Selling General And Administration,122221000.0,126282000.0,111122000.0,119774000.0,104821000.0
Selling And Marketing Expense,79649000.0,81415000.0,72072000.0,71852000.0,72131000.0
General And Administrative Expense,42572000.0,44867000.0,39050000.0,47922000.0,32690000.0
Other Gand A,42572000.0,44867000.0,39050000.0,47922000.0,32690000.0
Gross Profit,189297000.0,205641000.0,193131000.0,185245000.0,178615000.0
Cost Of Revenue,366403000.0,376275000.0,347090000.0,322515000.0,315736000.0
Total Revenue,555700000.0,581916000.0,540221000.0,507760000.0,494351000.0
Operating Revenue,517469000.0,539866000.0,500990000.0,375409000.0,459995000.0
