,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.127159,0.119551,0.18,0.086735,0.123163
Normalized EBITDA,3857000000.0,3299000000.0,5913000000.0,3603000000.0,4083000000.0
Net Income From Continuing Operation Net Minority Interest,1819000000.0,1333000000.0,3216000000.0,1432000000.0,1730000000.0
Reconciled Depreciation,1116000000.0,1132000000.0,1307000000.0,1341000000.0,1387000000.0
Reconciled Cost Of Revenue,2744000000.0,2976000000.0,3082000000.0,3011000000.0,2968000000.0
EBITDA,3857000000.0,3299000000.0,5913000000.0,3603000000.0,4083000000.0
EBIT,2741000000.0,2167000000.0,4606000000.0,2262000000.0,2696000000.0
Net Interest Income,-657000000.0,-653000000.0,-685000000.0,-694000000.0,-723000000.0
Interest Expense,657000000.0,653000000.0,685000000.0,694000000.0,723000000.0
Normalized Income,1819000000.0,1333000000.0,3216000000.0,1432000000.0,1730000000.0
Net Income From Continuing And Discontinued Operation,1819000000.0,1333000000.0,3216000000.0,1432000000.0,1730000000.0
Total Expenses,5952000000.0,7146000000.0,7031000000.0,6523000000.0,6971000000.0
Total Operating Income As Reported,2666000000.0,2720000000.0,2526000000.0,2656000000.0,1178000000.0
Diluted Average Shares,544000000.0,543000000.0,542000000.0,541000000.0,541000000.0
Basic Average Shares,540000000.0,539000000.0,538000000.0,538000000.0,538000000.0
Diluted EPS,3.34,2.45,5.93,2.65,3.2
Basic EPS,3.37,2.47,5.98,2.66,3.22
Diluted NI Availto Com Stockholders,1819000000.0,1333000000.0,3216000000.0,1432000000.0,1730000000.0
Net Income Common Stockholders,1819000000.0,1333000000.0,3216000000.0,1432000000.0,1730000000.0
Net Income,1819000000.0,1333000000.0,3216000000.0,1432000000.0,1730000000.0
Net Income Including Noncontrolling Interests,1819000000.0,1333000000.0,3216000000.0,1432000000.0,1730000000.0
Net Income Continuous Operations,1819000000.0,1333000000.0,3216000000.0,1432000000.0,1730000000.0
Tax Provision,265000000.0,181000000.0,705000000.0,136000000.0,243000000.0
Pretax Income,2084000000.0,1514000000.0,3921000000.0,1568000000.0,1973000000.0
Other Income Expense,75000000.0,-553000000.0,2080000000.0,-394000000.0,1518000000.0
Other Non Operating Income Expenses,75000000.0,-553000000.0,2080000000.0,-394000000.0,1518000000.0
Net Non Operating Interest Income Expense,-657000000.0,-653000000.0,-685000000.0,-694000000.0,-723000000.0
Interest Expense Non Operating,657000000.0,653000000.0,685000000.0,694000000.0,723000000.0
Operating Income,2666000000.0,2720000000.0,2526000000.0,2656000000.0,1178000000.0
Operating Expense,3208000000.0,4170000000.0,3949000000.0,3512000000.0,4003000000.0
Other Operating Expenses,-113000000.0,76000000.0,329000000.0,77000000.0,830000000.0
Research And Development,1719000000.0,2142000000.0,1900000000.0,1744000000.0,1486000000.0
Selling General And Administration,1602000000.0,1952000000.0,1720000000.0,1691000000.0,1687000000.0
Gross Profit,5874000000.0,6890000000.0,6475000000.0,6168000000.0,5181000000.0
Cost Of Revenue,2744000000.0,2976000000.0,3082000000.0,3011000000.0,2968000000.0
Total Revenue,8618000000.0,9866000000.0,9557000000.0,9179000000.0,8149000000.0
Operating Revenue,8218000000.0,9367000000.0,9137000000.0,8771000000.0,7873000000.0
