,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,129.698674,335000.0,-4814.396402,-4076125.0,0.0
Tax Rate For Calcs,3.1e-05,0.125,0.010051,0.125,0.019194
Normalized EBITDA,21731000.0,-29673000.0,-39053000.0,-19173000.0,-65358000.0
Total Unusual Items,4244000.0,2680000.0,-479000.0,-32609000.0,0.0
Total Unusual Items Excluding Goodwill,4244000.0,2680000.0,-479000.0,-32609000.0,0.0
Net Income From Continuing Operation Net Minority Interest,32721000.0,-21589000.0,-36541000.0,-125767000.0,-60195000.0
Reconciled Depreciation,184000.0,218000.0,229000.0,225000.0,223000.0
EBITDA,25975000.0,-26993000.0,-39532000.0,-51782000.0,-65358000.0
EBIT,25791000.0,-27211000.0,-39761000.0,-52007000.0,-65581000.0
Net Interest Income,2416000.0,2646000.0,3351000.0,3794000.0,4348000.0
Interest Income,2416000.0,2646000.0,3351000.0,3794000.0,4348000.0
Normalized Income,28477129.698674,-23934000.0,-36066814.396402,-97234125.0,-60195000.0
Net Income From Continuing And Discontinued Operation,32721000.0,-21589000.0,-36541000.0,-125767000.0,-60195000.0
Total Expenses,25293000.0,27232000.0,42176000.0,56427000.0,68409000.0
Total Operating Income As Reported,30035000.0,-24203000.0,-40240000.0,-84616000.0,-65581000.0
Diluted Average Shares,54109000.0,53831000.0,53830000.0,53827000.0,53827000.0
Basic Average Shares,53708000.0,53831000.0,53830000.0,53827000.0,53827000.0
Diluted EPS,0.6,-0.4,-0.68,-2.34,-1.12
Basic EPS,0.61,-0.4,-0.68,-2.34,-1.12
Diluted NI Availto Com Stockholders,32721000.0,-21589000.0,-36541000.0,-125767000.0,-60195000.0
Net Income Common Stockholders,32721000.0,-21589000.0,-36541000.0,-125767000.0,-60195000.0
Net Income,32721000.0,-21589000.0,-36541000.0,-125767000.0,-60195000.0
Net Income Including Noncontrolling Interests,32721000.0,-21589000.0,-36541000.0,-125767000.0,-60195000.0
Net Income Continuous Operations,32721000.0,-21589000.0,-36541000.0,-125767000.0,-60195000.0
Tax Provision,1000.0,10000.0,-371000.0,44802000.0,-1178000.0
Pretax Income,32722000.0,-21579000.0,-36912000.0,-80965000.0,-61373000.0
Other Income Expense,4515000.0,2986000.0,-502000.0,-32752000.0,-140000.0
Other Non Operating Income Expenses,271000.0,,-23000.0,-143000.0,-140000.0
Special Income Charges,4244000.0,3008000.0,-479000.0,-32609000.0,0.0
Restructuring And Mergern Acquisition,-4244000.0,-3008000.0,479000.0,32609000.0,0.0
Net Non Operating Interest Income Expense,2416000.0,2646000.0,3351000.0,3794000.0,4348000.0
Interest Income Non Operating,2416000.0,2646000.0,3351000.0,3794000.0,4348000.0
Operating Income,25791000.0,-27211000.0,-39761000.0,-52007000.0,-65581000.0
Operating Expense,25293000.0,27232000.0,42176000.0,56427000.0,68409000.0
Research And Development,12627000.0,14586000.0,28938000.0,40517000.0,50811000.0
Selling General And Administration,12666000.0,12646000.0,13238000.0,15910000.0,17598000.0
General And Administrative Expense,12666000.0,12646000.0,13238000.0,15910000.0,17598000.0
Other Gand A,12666000.0,12646000.0,13238000.0,15910000.0,17598000.0
Total Revenue,51084000.0,21000.0,2415000.0,4420000.0,2828000.0
Operating Revenue,51084000.0,21000.0,2415000.0,4420000.0,2828000.0
