,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,-24300925.925926,-11125884.016973,-1376221.498371,-65040.650407,-591549.295775
Tax Rate For Calcs,0.134259,0.161245,0.105863,0.00813,0.042254
Normalized EBITDA,1179000000.0,916000000.0,779000000.0,636000000.0,509000000.0
Total Unusual Items,-181000000.0,-69000000.0,-13000000.0,-8000000.0,-14000000.0
Total Unusual Items Excluding Goodwill,-181000000.0,-69000000.0,-13000000.0,-8000000.0,-14000000.0
Net Income From Continuing Operation Net Minority Interest,748000000.0,593000000.0,549000000.0,488000000.0,340000000.0
Reconciled Depreciation,66000000.0,68000000.0,72000000.0,61000000.0,63000000.0
Reconciled Cost Of Revenue,1665000000.0,1649000000.0,1592000000.0,1530000000.0,1400000000.0
EBITDA,998000000.0,847000000.0,766000000.0,628000000.0,495000000.0
EBIT,932000000.0,779000000.0,694000000.0,567000000.0,432000000.0
Net Interest Income,-62000000.0,-65000000.0,-73000000.0,-69000000.0,-73000000.0
Interest Expense,68000000.0,72000000.0,80000000.0,75000000.0,77000000.0
Interest Income,6000000.0,7000000.0,7000000.0,6000000.0,4000000.0
Normalized Income,904699074.074074,650874115.983027,560623778.501629,495934959.349593,353408450.704225
Net Income From Continuing And Discontinued Operation,748000000.0,593000000.0,549000000.0,488000000.0,340000000.0
Total Expenses,2002000000.0,1979000000.0,1922000000.0,1863000000.0,1719000000.0
Total Operating Income As Reported,998000000.0,843000000.0,694000000.0,568000000.0,431000000.0
Diluted Average Shares,229000000.0,228000000.0,226000000.0,218000000.0,216000000.0
Basic Average Shares,221000000.0,216000000.0,213000000.0,212000000.0,212000000.0
Diluted EPS,3.27,2.6,2.43,2.24,1.57
Basic EPS,3.38,2.75,2.58,2.3,1.6
Diluted NI Availto Com Stockholders,748000000.0,593000000.0,549000000.0,488000000.0,340000000.0
Net Income Common Stockholders,748000000.0,593000000.0,549000000.0,488000000.0,340000000.0
Net Income,748000000.0,593000000.0,549000000.0,488000000.0,340000000.0
Net Income Including Noncontrolling Interests,748000000.0,593000000.0,549000000.0,488000000.0,340000000.0
Net Income Continuous Operations,748000000.0,593000000.0,549000000.0,488000000.0,340000000.0
Tax Provision,116000000.0,114000000.0,65000000.0,4000000.0,15000000.0
Pretax Income,864000000.0,707000000.0,614000000.0,492000000.0,355000000.0
Other Income Expense,-184000000.0,,,,
Other Non Operating Income Expenses,-3000000.0,-5000000.0,-7000000.0,-12000000.0,1000000.0
Special Income Charges,-181000000.0,-69000000.0,-13000000.0,-8000000.0,-14000000.0
Other Special Charges,174000000.0,66000000.0,,3000000.0,4000000.0
Restructuring And Mergern Acquisition,7000000.0,3000000.0,13000000.0,13000000.0,10000000.0
Net Non Operating Interest Income Expense,-62000000.0,-65000000.0,-73000000.0,-69000000.0,-73000000.0
Interest Expense Non Operating,68000000.0,72000000.0,80000000.0,75000000.0,77000000.0
Interest Income Non Operating,6000000.0,7000000.0,7000000.0,6000000.0,4000000.0
Operating Income,1110000000.0,846000000.0,707000000.0,581000000.0,441000000.0
Operating Expense,337000000.0,330000000.0,330000000.0,333000000.0,319000000.0
Research And Development,194000000.0,187000000.0,186000000.0,179000000.0,180000000.0
Selling General And Administration,143000000.0,143000000.0,144000000.0,154000000.0,139000000.0
Gross Profit,1447000000.0,1176000000.0,1037000000.0,914000000.0,760000000.0
Cost Of Revenue,1665000000.0,1649000000.0,1592000000.0,1530000000.0,1400000000.0
Total Revenue,3112000000.0,2825000000.0,2629000000.0,2444000000.0,2160000000.0
Operating Revenue,3112000000.0,2825000000.0,2629000000.0,2444000000.0,2160000000.0
