,2026-04-30,2026-01-31,2025-04-30,2025-01-31
Tax Effect Of Unusual Items,-2400000.0,-2800000.0,-34650000.0,0.0
Tax Rate For Calcs,0.4,0.4,0.21,0.21
Normalized EBITDA,-42000000.0,-47000000.0,165000000.0,59000000.0
Total Unusual Items,-6000000.0,-7000000.0,-165000000.0,0.0
Total Unusual Items Excluding Goodwill,-6000000.0,-7000000.0,-165000000.0,0.0
Net Income From Continuing Operation Net Minority Interest,-185000000.0,-119000000.0,-209000000.0,-10000000.0
Reconciled Depreciation,39000000.0,39000000.0,38000000.0,37000000.0
Reconciled Cost Of Revenue,357000000.0,428000000.0,321000000.0,292000000.0
EBITDA,-48000000.0,-54000000.0,0.0,59000000.0
EBIT,-87000000.0,-93000000.0,-38000000.0,22000000.0
Normalized Income,-181400000.0,-114800000.0,-78650000.0,-10000000.0
Net Income From Continuing And Discontinued Operation,-185000000.0,-119000000.0,-209000000.0,-10000000.0
Total Expenses,924000000.0,883000000.0,761000000.0,665000000.0
Total Operating Income As Reported,-93000000.0,-100000000.0,-204000000.0,21000000.0
Diluted Average Shares,,280813348.0,,280813348.0
Basic Average Shares,,280813348.0,,280813348.0
Diluted EPS,,-0.423769,,-0.035611
Basic EPS,,-0.423769,,-0.035611
Diluted NI Availto Com Stockholders,-185000000.0,-119000000.0,-209000000.0,-10000000.0
Net Income Common Stockholders,-185000000.0,-119000000.0,-209000000.0,-10000000.0
Net Income,-185000000.0,-119000000.0,-209000000.0,-10000000.0
Minority Interests,0.0,-8000000.0,10000000.0,-3000000.0
Net Income Including Noncontrolling Interests,-185000000.0,-111000000.0,-220000000.0,-7000000.0
Net Income Continuous Operations,-185000000.0,-111000000.0,-221000000.0,-7000000.0
Tax Provision,93000000.0,12000000.0,17000000.0,28000000.0
Pretax Income,-92000000.0,-99000000.0,-204000000.0,21000000.0
Other Income Expense,-5000000.0,-7000000.0,-165000000.0,
Other Non Operating Income Expenses,,,0.0,
Special Income Charges,-6000000.0,-7000000.0,-165000000.0,0.0
Other Special Charges,7000000.0,-6000000.0,,
Restructuring And Mergern Acquisition,-1000000.0,13000000.0,,
Operating Income,-87000000.0,-93000000.0,-38000000.0,22000000.0
Operating Expense,567000000.0,455000000.0,440000000.0,373000000.0
Other Operating Expenses,169000000.0,32000000.0,4000000.0,-7000000.0
Research And Development,99000000.0,114000000.0,109000000.0,112000000.0
Selling General And Administration,299000000.0,309000000.0,327000000.0,268000000.0
Selling And Marketing Expense,299000000.0,309000000.0,327000000.0,268000000.0
Gross Profit,480000000.0,362000000.0,402000000.0,395000000.0
Cost Of Revenue,357000000.0,428000000.0,321000000.0,292000000.0
Total Revenue,837000000.0,790000000.0,724000000.0,687000000.0
Operating Revenue,837000000.0,790000000.0,724000000.0,687000000.0
