,2026-03-31,2025-03-31
Tax Effect Of Unusual Items,0.0,-294000.0
Tax Rate For Calcs,0.4,0.21
Normalized EBITDA,-128774000.0,-21279000.0
Total Unusual Items,-64200000.0,-1400000.0
Total Unusual Items Excluding Goodwill,-64200000.0,-1400000.0
Net Income From Continuing Operation Net Minority Interest,-16738000.0,-30489000.0
Reconciled Depreciation,8900000.0,7200000.0
Reconciled Cost Of Revenue,1826000.0,1465000.0
EBITDA,-128774000.0,-22679000.0
EBIT,-137674000.0,-29879000.0
Net Interest Income,4764000.0,1344000.0
Interest Income,4764000.0,1344000.0
Normalized Income,-16738000.0,-29383000.0
Net Income From Continuing And Discontinued Operation,-16738000.0,-30489000.0
Total Expenses,142911000.0,48964000.0
Total Operating Income As Reported,-137674000.0,-29879000.0
Diluted Average Shares,34664291.0,34664291.0
Basic Average Shares,34664291.0,34664291.0
Diluted EPS,-0.48,-0.879551
Basic EPS,-0.48,-0.879551
Diluted NI Availto Com Stockholders,-16738000.0,-30489000.0
Net Income Common Stockholders,-16738000.0,-30489000.0
Net Income,-16738000.0,-30489000.0
Minority Interests,116178000.0,
Net Income Including Noncontrolling Interests,-132916000.0,-30489000.0
Net Income Continuous Operations,-132916000.0,-30489000.0
Tax Provision,48000.0,183000.0
Pretax Income,-132868000.0,-30306000.0
Other Income Expense,42000.0,-1771000.0
Other Non Operating Income Expenses,42000.0,-371000.0
Gain On Sale Of Security,-64200000.0,-1400000.0
Net Non Operating Interest Income Expense,4764000.0,1344000.0
Interest Income Non Operating,4764000.0,1344000.0
Operating Income,-137674000.0,-29879000.0
Operating Expense,141085000.0,47499000.0
Depreciation Amortization Depletion Income Statement,4185000.0,2839000.0
Depreciation And Amortization In Income Statement,4185000.0,2839000.0
Amortization,4185000.0,2839000.0
Amortization Of Intangibles Income Statement,4185000.0,2839000.0
Research And Development,74723000.0,35773000.0
Selling General And Administration,62177000.0,8887000.0
Selling And Marketing Expense,14503000.0,3389000.0
General And Administrative Expense,47674000.0,5498000.0
Other Gand A,47674000.0,5498000.0
Gross Profit,3411000.0,17620000.0
Cost Of Revenue,1826000.0,1465000.0
Total Revenue,5237000.0,19085000.0
Operating Revenue,5237000.0,19085000.0
