,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,-12177480.0,-3549210.0,729120.0,0.0,
Tax Rate For Calcs,0.4,0.21,0.21,0.168,0.21,
Normalized EBITDA,53403000.0,142577000.0,89858000.0,85303000.0,68826000.0,
Total Unusual Items,,-57988000.0,-16901000.0,4340000.0,0.0,0.0
Total Unusual Items Excluding Goodwill,,-57988000.0,-16901000.0,4340000.0,0.0,0.0
Net Income From Continuing Operation Net Minority Interest,-775000.0,370000.0,-3598000.0,26343000.0,9812000.0,
Reconciled Depreciation,49783000.0,57934000.0,57319000.0,57606000.0,55832000.0,
Reconciled Cost Of Revenue,39412000.0,57264000.0,53152000.0,48974000.0,33021000.0,
EBITDA,53403000.0,84589000.0,72957000.0,89643000.0,68826000.0,
EBIT,3620000.0,26655000.0,15638000.0,32037000.0,12994000.0,
Net Interest Income,-6896000.0,-6760000.0,-6496000.0,-6523000.0,-6194000.0,
Interest Expense,6896000.0,6760000.0,6496000.0,6523000.0,6194000.0,
Normalized Income,-775000.0,46180520.0,9753790.0,22732120.0,9812000.0,
Net Income From Continuing And Discontinued Operation,22261000.0,370000.0,-3598000.0,26343000.0,24239000.0,
Total Expenses,264709000.0,320667000.0,335270000.0,318726000.0,258347000.0,
Total Operating Income As Reported,2932000.0,86045000.0,28428000.0,33483000.0,14469000.0,
Diluted Average Shares,37597190.0,39281790.0,40558629.0,43148504.0,44167069.0,
Basic Average Shares,37597190.0,39101794.0,40558629.0,41732800.0,42558090.0,
Diluted EPS,0.59,,,,0.56,
Basic EPS,0.59,0.01,-0.09,0.63,0.57,
Diluted NI Availto Com Stockholders,22261000.0,370000.0,-3598000.0,26926000.0,24239000.0,
Average Dilution Earnings,0.0,,0.0,583000.0,0.0,
Net Income Common Stockholders,22261000.0,370000.0,-3598000.0,26343000.0,24239000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,,0.0,0.0
Net Income,22261000.0,370000.0,-3598000.0,26343000.0,24239000.0,
Net Income Including Noncontrolling Interests,22261000.0,370000.0,-3598000.0,26343000.0,24239000.0,
Net Income Discontinuous Operations,23036000.0,,,,14427000.0,
Net Income Continuous Operations,-775000.0,370000.0,-3598000.0,26343000.0,9812000.0,
Earnings From Equity Interest Net Of Tax,5138000.0,-19729000.0,38000.0,5115000.0,6630000.0,
Tax Provision,2637000.0,-204000.0,12778000.0,4286000.0,3618000.0,
Pretax Income,-3276000.0,19895000.0,9142000.0,25514000.0,6800000.0,
Other Income Expense,688000.0,-59390000.0,-12803000.0,-1446000.0,-1475000.0,
Other Non Operating Income Expenses,688000.0,-1402000.0,4098000.0,-5786000.0,-1475000.0,
Special Income Charges,,-57988000.0,-17579000.0,0.0,0.0,0.0
Gain On Sale Of Business,,-57988000.0,0.0,0.0,0.0,0.0
Impairment Of Capital Assets,,0.0,17579000.0,,,0.0
Gain On Sale Of Security,,0.0,678000.0,4340000.0,,0.0
Net Non Operating Interest Income Expense,-6896000.0,-6760000.0,-6496000.0,-6523000.0,-6194000.0,
Interest Expense Non Operating,6896000.0,6760000.0,6496000.0,6523000.0,6194000.0,
Operating Income,2932000.0,86045000.0,28441000.0,33483000.0,14469000.0,
Operating Expense,220392000.0,263403000.0,282118000.0,269752000.0,217946000.0,
Provision For Doubtful Accounts,,0.0,17566000.0,,,
Depreciation Amortization Depletion Income Statement,44878000.0,57934000.0,57319000.0,57606000.0,48452000.0,
Depreciation And Amortization In Income Statement,44878000.0,57934000.0,57319000.0,57606000.0,48452000.0,
Research And Development,13637000.0,14206000.0,15402000.0,16478000.0,13920000.0,
Selling General And Administration,161877000.0,191263000.0,191831000.0,195668000.0,155574000.0,
Selling And Marketing Expense,115233000.0,136212000.0,137835000.0,141598000.0,112411000.0,
General And Administrative Expense,46644000.0,55051000.0,53996000.0,54070000.0,43163000.0,
Other Gand A,46644000.0,55051000.0,53996000.0,54070000.0,43163000.0,
Gross Profit,223324000.0,349448000.0,310559000.0,303235000.0,232415000.0,
Cost Of Revenue,44317000.0,57264000.0,53152000.0,48974000.0,40401000.0,
Total Revenue,267641000.0,406712000.0,363711000.0,352209000.0,272816000.0,
Operating Revenue,267641000.0,406712000.0,363711000.0,352209000.0,272816000.0,
