,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,-1638.0,0.0,0.0,0.0,100521.0
Tax Rate For Calcs,0.234,0.252762,0.196,0.245402,0.219
Total Unusual Items,-7000.0,0.0,0.0,0.0,459000.0
Total Unusual Items Excluding Goodwill,-7000.0,0.0,0.0,0.0,459000.0
Net Income From Continuing Operation Net Minority Interest,6208000.0,3314000.0,3186000.0,2503000.0,4185000.0
Reconciled Depreciation,640000.0,626000.0,645000.0,693000.0,672000.0
Net Interest Income,20747000.0,20438000.0,19300000.0,17729000.0,17325000.0
Interest Expense,20222000.0,21727000.0,23320000.0,19616000.0,19756000.0
Interest Income,40969000.0,42165000.0,42620000.0,37345000.0,37081000.0
Normalized Income,6213362.0,3314000.0,3186000.0,2503000.0,3826521.0
Net Income From Continuing And Discontinued Operation,6208000.0,3314000.0,3186000.0,2503000.0,4185000.0
Diluted Average Shares,9900420.0,9849323.0,9868742.0,9809321.0,9798591.0
Basic Average Shares,9733704.0,9719812.0,9717571.0,9707924.0,9704419.0
Diluted EPS,0.63,0.34,0.32,0.26,0.43
Basic EPS,0.64,0.34,0.33,0.26,0.43
Diluted NI Availto Com Stockholders,6208000.0,3314000.0,3186000.0,2503000.0,4185000.0
Net Income Common Stockholders,6208000.0,3314000.0,3186000.0,2503000.0,4185000.0
Net Income,6208000.0,3314000.0,3186000.0,2503000.0,4185000.0
Net Income Including Noncontrolling Interests,6208000.0,3314000.0,3186000.0,2503000.0,4185000.0
Net Income Continuous Operations,6208000.0,3314000.0,3186000.0,2503000.0,4185000.0
Tax Provision,1895000.0,1121000.0,779000.0,814000.0,1172000.0
Pretax Income,8103000.0,4435000.0,3965000.0,3317000.0,5357000.0
Gain On Sale Of Security,-4000.0,-228000.0,6000.0,3000.0,11000.0
Depreciation Amortization Depletion Income Statement,48000.0,52000.0,51000.0,52000.0,51000.0
Depreciation And Amortization In Income Statement,48000.0,52000.0,51000.0,52000.0,51000.0
Amortization,48000.0,52000.0,51000.0,52000.0,51000.0
Amortization Of Intangibles Income Statement,48000.0,52000.0,51000.0,52000.0,51000.0
Selling General And Administration,13128000.0,15012000.0,12235000.0,11286000.0,11696000.0
Selling And Marketing Expense,193000.0,386000.0,351000.0,267000.0,216000.0
General And Administrative Expense,12935000.0,14626000.0,11884000.0,11019000.0,11480000.0
Salaries And Wages,12935000.0,11735000.0,11884000.0,11019000.0,11480000.0
Total Revenue,27539000.0,24155000.0,26296000.0,24189000.0,24798000.0
Operating Revenue,27539000.0,24155000.0,26296000.0,24189000.0,24798000.0
Occupancy And Equipment,1903000.0,1710000.0,2084000.0,2224000.0,2232000.0
Professional Expense And Contract Services Expense,1596000.0,2232000.0,1894000.0,1855000.0,1704000.0
Other Non Interest Expense,3489000.0,-201000.0,3810000.0,3682000.0,3678000.0
