,2026-01-31,2025-10-31,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-17894242.527,19251108.3,0.0,0.0
Tax Rate For Calcs,0.147,0.06,0.0,0.0
Normalized EBITDA,-3076482.0,-18655307.0,-1072705.0,-1020661.0
Total Unusual Items,-121729541.0,320851805.0,,
Total Unusual Items Excluding Goodwill,-121729541.0,320851805.0,,
Net Income From Continuing Operation Net Minority Interest,-106572140.0,283642773.0,-1068578.0,-1018638.0
Reconciled Depreciation,,,1132.0,3737.0
Reconciled Cost Of Revenue,5571329.0,5050228.0,674173.0,592343.0
EBITDA,-124806023.0,302196498.0,-1072705.0,-1020661.0
EBIT,-124806023.0,302196498.0,-1073837.0,-1024398.0
Net Interest Income,-158330.0,-392228.0,5259.0,5760.0
Interest Expense,158330.0,392228.0,,
Normalized Income,-2736841.527,-17957923.7,-1068578.0,-1018638.0
Net Income From Continuing And Discontinued Operation,-106572140.0,283642773.0,-1068578.0,-1018638.0
Total Expenses,11853352.0,31371855.0,1787297.0,1441845.0
Total Operating Income As Reported,-164310034.0,89805348.0,-1073837.0,-1024398.0
Diluted Average Shares,53180317.0,52901925.0,802229.0,
Basic Average Shares,53180317.0,52586930.0,802229.0,
Diluted EPS,-2.003977,5.36,-1.33,
Basic EPS,-2.0,5.39,-1.33,
Diluted NI Availto Com Stockholders,-106572140.0,283642773.0,-1068578.0,-1018638.0
Net Income Common Stockholders,-106572140.0,283642773.0,-1068578.0,-1018638.0
Net Income,-106572140.0,283642773.0,-1068578.0,-1018638.0
Net Income Including Noncontrolling Interests,-106572140.0,283642773.0,-1068578.0,-1018638.0
Net Income Continuous Operations,-106572140.0,283642773.0,-1068578.0,-1018638.0
Tax Provision,-18392213.0,18161497.0,0.0,0.0
Pretax Income,-124964353.0,301804270.0,-1068578.0,-1018638.0
Other Income Expense,-120287297.0,326424868.0,,
Other Non Operating Income Expenses,1442244.0,5573063.0,,
Special Income Charges,-159791308.0,114033718.0,,
Gain On Sale Of Ppe,-159791308.0,114033718.0,,
Gain On Sale Of Security,-121729541.0,320851805.0,,
Net Non Operating Interest Income Expense,-158330.0,-392228.0,5259.0,5760.0
Total Other Finance Cost,,,-5259.0,-5760.0
Interest Expense Non Operating,158330.0,392228.0,,
Operating Income,-4518726.0,-24228370.0,-1073837.0,-1024398.0
Operating Expense,6282023.0,26321627.0,1113124.0,849502.0
Research And Development,,0.0,,0.0
Selling General And Administration,6282023.0,26321627.0,1113124.0,849502.0
Selling And Marketing Expense,284366.0,4655063.0,2968.0,2685.0
General And Administrative Expense,5997657.0,21666564.0,1110156.0,846817.0
Other Gand A,5997657.0,21666564.0,1110156.0,846817.0
Gross Profit,1763297.0,2093257.0,39287.0,-174896.0
Cost Of Revenue,5571329.0,5050228.0,674173.0,592343.0
Total Revenue,7334626.0,7143485.0,713460.0,417447.0
Operating Revenue,7334626.0,7143485.0,713460.0,461082.0
