,2026-03-31
Tax Effect Of Unusual Items,0.0
Tax Rate For Calcs,0.0
Normalized EBITDA,-68359.0
Net Income From Continuing Operation Net Minority Interest,-68359.0
EBITDA,-68359.0
EBIT,-68359.0
Normalized Income,-68359.0
Net Income From Continuing And Discontinued Operation,-68359.0
Total Expenses,68359.0
Diluted Average Shares,40280000.0
Basic Average Shares,40280000.0
Diluted EPS,-0.001697
Basic EPS,-0.001697
Diluted NI Availto Com Stockholders,-68359.0
Net Income Common Stockholders,-68359.0
Net Income,-68359.0
Net Income Including Noncontrolling Interests,-68359.0
Net Income Continuous Operations,-68359.0
Pretax Income,-68359.0
Operating Income,-68359.0
Operating Expense,68359.0
Selling General And Administration,68359.0
General And Administrative Expense,68359.0
Other Gand A,68359.0
Total Revenue,0.0
Operating Revenue,0.0
