,2026-03-31,2025-12-31,2025-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0
Tax Rate For Calcs,0.4,0.21,0.0
Normalized EBITDA,-184029.0,-131198.0,-42745.0
Net Income From Continuing Operation Net Minority Interest,1605944.0,147585.0,-42745.0
EBITDA,-184029.0,-131198.0,-42745.0
EBIT,-184029.0,-131198.0,-42745.0
Net Interest Income,1789973.0,,
Interest Income,1789973.0,,
Normalized Income,1605944.0,147585.0,-42745.0
Net Income From Continuing And Discontinued Operation,1605944.0,147585.0,-42745.0
Total Expenses,184029.0,131198.0,42745.0
Total Operating Income As Reported,-184029.0,,
Diluted NI Availto Com Stockholders,1605944.0,147585.0,-42745.0
Net Income Common Stockholders,1605944.0,147585.0,-42745.0
Net Income,1605944.0,147585.0,-42745.0
Net Income Including Noncontrolling Interests,1605944.0,147585.0,-42745.0
Net Income Continuous Operations,1605944.0,147585.0,-42745.0
Pretax Income,1605944.0,147585.0,-42745.0
Net Non Operating Interest Income Expense,1789973.0,,
Interest Income Non Operating,1789973.0,,
Operating Income,-184029.0,-131198.0,-42745.0
Operating Expense,184029.0,131198.0,42745.0
Other Operating Expenses,,,42745.0
Selling General And Administration,184029.0,,
General And Administrative Expense,184029.0,,
Other Gand A,184029.0,,
Total Revenue,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0
