,2026-03-31
Tax Effect Of Unusual Items,0.0
Tax Rate For Calcs,0.4
Normalized EBITDA,-183126.0
Net Income From Continuing Operation Net Minority Interest,1652279.0
EBITDA,-183126.0
EBIT,-183126.0
Net Interest Income,1835406.0
Interest Income,1835406.0
Normalized Income,1652279.0
Net Income From Continuing And Discontinued Operation,1652279.0
Total Expenses,183126.0
Diluted Average Shares,29197293.0
Basic Average Shares,29197293.0
Diluted EPS,0.08
Basic EPS,0.08
Diluted NI Availto Com Stockholders,1652279.0
Net Income Common Stockholders,1652279.0
Net Income,1652279.0
Net Income Including Noncontrolling Interests,1652280.0
Net Income Continuous Operations,1652280.0
Pretax Income,1652280.0
Net Non Operating Interest Income Expense,1835406.0
Interest Income Non Operating,1835406.0
Operating Income,-183126.0
Operating Expense,183126.0
Selling General And Administration,183126.0
General And Administrative Expense,183126.0
Other Gand A,183126.0
Gross Profit,0.0
Total Revenue,0.0
Operating Revenue,0.0
