,2026-03-31,2025-12-31,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,-12978000.0,0.0,-137718000.0
Tax Rate For Calcs,0.4,0.3,0.3,0.3
Normalized EBITDA,4704300000.0,4190480000.0,3590840000.0,3277800000.0
Total Unusual Items,0.0,-43260000.0,0.0,-459060000.0
Total Unusual Items Excluding Goodwill,0.0,-43260000.0,0.0,-459060000.0
Net Income From Continuing Operation Net Minority Interest,655510000.0,166950000.0,365180000.0,-832520000.0
Reconciled Depreciation,2671460000.0,2456120000.0,2245810000.0,2049680000.0
Reconciled Cost Of Revenue,113410000.0,88360000.0,148100000.0,10530000.0
EBITDA,4704300000.0,4147220000.0,3590840000.0,2818740000.0
EBIT,2032840000.0,1691100000.0,1345030000.0,769060000.0
Net Interest Income,-1495270000.0,-1457520000.0,-1352410000.0,-1473500000.0
Interest Expense,1592780000.0,1523600000.0,1478640000.0,1599370000.0
Interest Income,97510000.0,66080000.0,126230000.0,125870000.0
Normalized Income,655510000.0,197232000.0,365180000.0,-511178000.0
Net Income From Continuing And Discontinued Operation,655510000.0,166950000.0,365180000.0,-832520000.0
Total Expenses,5130310000.0,4721790000.0,4202830000.0,3853620000.0
Diluted Average Shares,137712185.0,136844262.0,134023259.0,134023259.0
Basic Average Shares,134325820.0,133560000.0,134023259.0,134023259.0
Diluted EPS,4.76,1.22,2.724751,-6.211758
Basic EPS,4.88,1.25,2.724751,-6.211758
Diluted NI Availto Com Stockholders,655510000.0,166950000.0,365180000.0,-832520000.0
Net Income Common Stockholders,655510000.0,166950000.0,365180000.0,-832520000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,655510000.0,166950000.0,365180000.0,-832520000.0
Minority Interests,-3190000.0,-940000.0,-2140000.0,-1330000.0
Net Income Including Noncontrolling Interests,658700000.0,167890000.0,367320000.0,-831190000.0
Net Income Continuous Operations,658700000.0,167890000.0,367320000.0,-831190000.0
Tax Provision,-218640000.0,-390000.0,-500930000.0,880000.0
Pretax Income,440060000.0,167500000.0,-133610000.0,-830310000.0
Other Non Operating Income Expenses,95420000.0,31040000.0,28800000.0,41260000.0
Special Income Charges,0.0,-43260000.0,0.0,-459060000.0
Other Special Charges,,43260000.0,-166680000.0,459060000.0
Net Non Operating Interest Income Expense,-1495270000.0,-1457520000.0,-1352410000.0,-1473500000.0
Interest Expense Non Operating,1592780000.0,1523600000.0,1478640000.0,1599370000.0
Interest Income Non Operating,97510000.0,66080000.0,126230000.0,125870000.0
Operating Income,1830320000.0,1619260000.0,1190840000.0,1062960000.0
Operating Expense,5016900000.0,4633430000.0,4054730000.0,3843090000.0
Other Operating Expenses,1835070000.0,1659810000.0,1436270000.0,1363280000.0
Depreciation And Amortization In Income Statement,2671460000.0,2456120000.0,2245810000.0,2049680000.0
Depreciation Income Statement,2671460000.0,2456120000.0,2245810000.0,2049680000.0
Gross Profit,6847220000.0,6252690000.0,5245570000.0,4906050000.0
Cost Of Revenue,113410000.0,88360000.0,148100000.0,10530000.0
Total Revenue,6960630000.0,6341050000.0,5393670000.0,4916580000.0
Operating Revenue,6960630000.0,6341050000.0,5393670000.0,4916580000.0
