,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.221049,0.218,0.198526,0.196,0.207622
Net Income From Continuing Operation Net Minority Interest,23247000.0,22274000.0,25999000.0,21513000.0,21021000.0
Reconciled Depreciation,5847000.0,6257000.0,6238000.0,5947000.0,5554000.0
Net Interest Income,77806000.0,75680000.0,77323000.0,74994000.0,72049000.0
Interest Expense,117663000.0,122092000.0,121730000.0,116413000.0,113903000.0
Interest Income,195469000.0,197772000.0,199053000.0,191407000.0,185952000.0
Normalized Income,23247000.0,22274000.0,25999000.0,21513000.0,21021000.0
Net Income From Continuing And Discontinued Operation,23247000.0,22274000.0,25999000.0,21513000.0,21021000.0
Diluted Average Shares,279934262.0,283302227.0,279887491.0,279873274.0,279719382.0
Basic Average Shares,278858428.0,278754792.0,278764271.0,278832875.0,278729388.0
Diluted EPS,0.08,0.08,0.09,0.08,0.07
Basic EPS,0.08,0.08,0.09,0.08,0.07
Diluted NI Availto Com Stockholders,22880000.0,21910000.0,25617000.0,21150000.0,20661000.0
Net Income Common Stockholders,22880000.0,21910000.0,25617000.0,21150000.0,20661000.0
Otherunder Preferred Stock Dividend,367000.0,364000.0,382000.0,363000.0,360000.0
Net Income,23247000.0,22274000.0,25999000.0,21513000.0,21021000.0
Net Income Including Noncontrolling Interests,23247000.0,22274000.0,25999000.0,21513000.0,21021000.0
Net Income Continuous Operations,23247000.0,22274000.0,25999000.0,21513000.0,21021000.0
Tax Provision,6597000.0,6224000.0,6440000.0,5844000.0,5508000.0
Pretax Income,29844000.0,28498000.0,32439000.0,27357000.0,26529000.0
Selling General And Administration,37762000.0,39974000.0,35504000.0,36980000.0,35971000.0
Selling And Marketing Expense,4026000.0,6239000.0,4537000.0,5810000.0,4632000.0
General And Administrative Expense,33736000.0,33735000.0,30967000.0,31170000.0,31339000.0
Insurance And Claims,3552000.0,3247000.0,3388000.0,3519000.0,3673000.0
Salaries And Wages,30184000.0,30488000.0,27579000.0,27651000.0,27666000.0
Total Revenue,85243000.0,83728000.0,85484000.0,82042000.0,79117000.0
Operating Revenue,85243000.0,83728000.0,85484000.0,82042000.0,79117000.0
Occupancy And Equipment,7932000.0,7756000.0,7236000.0,7653000.0,7617000.0
Other Non Interest Expense,9705000.0,8500000.0,9305000.0,8552000.0,7500000.0
