,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,-88250.0,0.0
Tax Rate For Calcs,0.0,0.0,0.0,0.25,0.0
Normalized EBITDA,-67414000.0,-57685000.0,-36942000.0,-44115000.0,-29615000.0
Total Unusual Items,-280000.0,-357000.0,328000.0,-353000.0,776000.0
Total Unusual Items Excluding Goodwill,-280000.0,-357000.0,328000.0,-353000.0,776000.0
Net Income From Continuing Operation Net Minority Interest,-98026000.0,-87503000.0,-63169000.0,-73797000.0,-53071000.0
Reconciled Cost Of Revenue,998609000.0,1117019000.0,813327000.0,624064000.0,468888000.0
EBITDA,-67694000.0,-58042000.0,-36614000.0,-44468000.0,-28839000.0
EBIT,-67694000.0,-58042000.0,-36614000.0,-44468000.0,-28839000.0
Net Interest Income,-23912000.0,-24733000.0,-24077000.0,-23055000.0,-22535000.0
Interest Expense,23923000.0,24743000.0,24083000.0,23098000.0,22542000.0
Interest Income,11000.0,10000.0,6000.0,43000.0,7000.0
Normalized Income,-97746000.0,-87146000.0,-63497000.0,-73532250.0,-53847000.0
Net Income From Continuing And Discontinued Operation,-98026000.0,-87503000.0,-63169000.0,-73797000.0,-53071000.0
Total Expenses,1140248000.0,1256603000.0,915766000.0,701411000.0,539481000.0
Total Operating Income As Reported,-66594000.0,-58707000.0,-36469000.0,-43140000.0,-35252000.0
Diluted Average Shares,221479724.0,217856276.0,213771142.0,210561784.0,194251956.0
Basic Average Shares,221479724.0,217856276.0,213771142.0,210561784.0,194251956.0
Diluted EPS,0.0,0.0,0.0,0.0,0.0
Basic EPS,0.0,0.0,0.0,0.0,0.0
Diluted NI Availto Com Stockholders,-98026000.0,-87503000.0,-63169000.0,-73797000.0,-53071000.0
Net Income Common Stockholders,-98026000.0,-87503000.0,-63169000.0,-73797000.0,-53071000.0
Net Income,-98026000.0,-87503000.0,-63169000.0,-73797000.0,-53071000.0
Minority Interests,-6409000.0,-4718000.0,-2472000.0,-6192000.0,-1690000.0
Net Income Including Noncontrolling Interests,-91617000.0,-82785000.0,-60697000.0,-67605000.0,-51381000.0
Net Income Continuous Operations,-91617000.0,-82785000.0,-60697000.0,-67605000.0,-51381000.0
Earnings From Equity Interest Net Of Tax,0.0,0.0,0.0,0.0,0.0
Tax Provision,0.0,0.0,0.0,39000.0,0.0
Pretax Income,-91617000.0,-82785000.0,-60697000.0,-67566000.0,-51381000.0
Other Income Expense,-1111000.0,655000.0,-151000.0,-1371000.0,6406000.0
Other Non Operating Income Expenses,-831000.0,1012000.0,-479000.0,-1018000.0,5630000.0
Special Income Charges,,0.0,0.0,0.0,
Gain On Sale Of Security,-280000.0,-357000.0,328000.0,-353000.0,776000.0
Net Non Operating Interest Income Expense,-23912000.0,-24733000.0,-24077000.0,-23055000.0,-22535000.0
Interest Expense Non Operating,23923000.0,24743000.0,24083000.0,23098000.0,22542000.0
Interest Income Non Operating,11000.0,10000.0,6000.0,43000.0,7000.0
Operating Income,-66594000.0,-58707000.0,-36469000.0,-43140000.0,-35252000.0
Operating Expense,141639000.0,139584000.0,102439000.0,77347000.0,70593000.0
Other Operating Expenses,-456000.0,-8806000.0,-20952000.0,-19379000.0,-11948000.0
Provision For Doubtful Accounts,0.0,-10000.0,-39000.0,-19000.0,-395000.0
Research And Development,2928000.0,3333000.0,3088000.0,3089000.0,2899000.0
Selling General And Administration,139167000.0,145067000.0,120342000.0,93656000.0,80037000.0
Selling And Marketing Expense,115784000.0,122298000.0,91197000.0,74213000.0,61703000.0
General And Administrative Expense,23383000.0,22769000.0,29145000.0,19443000.0,18334000.0
Other Gand A,23383000.0,22769000.0,29145000.0,19443000.0,18334000.0
Gross Profit,75045000.0,80877000.0,65970000.0,34207000.0,35341000.0
Cost Of Revenue,998609000.0,1117019000.0,813327000.0,624064000.0,468888000.0
Total Revenue,1073654000.0,1197896000.0,879297000.0,658271000.0,504229000.0
Operating Revenue,1042843000.0,1167190000.0,852350000.0,637500000.0,488065000.0
