,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,150000.0,-50032.0,624120.0,-6058710.0,-2090760.0,,
Tax Rate For Calcs,0.4,0.212,0.21,0.21,0.21,,
Normalized EBITDA,88780000.0,126678000.0,86070000.0,106039000.0,75375000.0,,
Total Unusual Items,375000.0,-236000.0,2972000.0,-28851000.0,-9956000.0,,
Total Unusual Items Excluding Goodwill,375000.0,-236000.0,2972000.0,-28851000.0,-9956000.0,,
Net Income From Continuing Operation Net Minority Interest,13839000.0,49344000.0,7637000.0,-25318000.0,-8238000.0,,
Reconciled Depreciation,37406000.0,36618000.0,36618000.0,36074000.0,34300000.0,,
Reconciled Cost Of Revenue,442493000.0,520749000.0,428110000.0,424876000.0,387184000.0,,
EBITDA,89155000.0,126442000.0,89042000.0,77188000.0,65419000.0,,
EBIT,51749000.0,89824000.0,52424000.0,41114000.0,31119000.0,,
Net Interest Income,-25397000.0,-26997000.0,-28066000.0,-27656000.0,-26995000.0,,
Interest Expense,25397000.0,26997000.0,28066000.0,27656000.0,26995000.0,,
Normalized Income,13614000.0,49529968.0,5289120.0,-2525710.0,-372760.0,,
Net Income From Continuing And Discontinued Operation,13839000.0,49344000.0,7637000.0,-25318000.0,-8238000.0,,
Total Expenses,834227000.0,952801000.0,814008000.0,799242000.0,748461000.0,,
Total Operating Income As Reported,49169000.0,88096000.0,48971000.0,65441000.0,40541000.0,,
Diluted Average Shares,25185220.0,25299521.0,25051742.0,,24834409.0,25906151.0,
Basic Average Shares,24260212.0,24570134.0,24574455.0,,24834409.0,24965612.0,
Diluted EPS,0.55,1.95,0.3,,-0.33,2.36,
Basic EPS,0.57,2.01,0.31,,-0.33,2.45,
Diluted NI Availto Com Stockholders,13839000.0,49344000.0,7637000.0,-25318000.0,-8238000.0,,
Net Income Common Stockholders,13839000.0,49344000.0,7637000.0,-25318000.0,-8238000.0,,
Net Income,13839000.0,49344000.0,7637000.0,-25318000.0,-8238000.0,,
Minority Interests,-804000.0,-146000.0,1117000.0,3041000.0,-218000.0,,
Net Income Including Noncontrolling Interests,14643000.0,49490000.0,6520000.0,-28359000.0,-8020000.0,,
Net Income Continuous Operations,14643000.0,49490000.0,6520000.0,-28359000.0,-8020000.0,,
Tax Provision,11709000.0,13337000.0,17838000.0,41817000.0,12144000.0,,
Pretax Income,26352000.0,62827000.0,24358000.0,13458000.0,4124000.0,,
Other Income Expense,-233000.0,423000.0,3155000.0,-29127000.0,-9888000.0,,
Other Non Operating Income Expenses,-608000.0,659000.0,183000.0,-276000.0,68000.0,,
Special Income Charges,-2813000.0,-1305000.0,-298000.0,-4800000.0,-447000.0,,
Other Special Charges,,,,0.0,-19000.0,696000.0,-179000.0
Restructuring And Mergern Acquisition,2813000.0,1305000.0,298000.0,4800000.0,466000.0,,
Gain On Sale Of Security,3188000.0,1069000.0,3270000.0,-24051000.0,-9509000.0,,
Net Non Operating Interest Income Expense,-25397000.0,-26997000.0,-28066000.0,-27656000.0,-26995000.0,,
Interest Expense Non Operating,25397000.0,26997000.0,28066000.0,27656000.0,26995000.0,,
Operating Income,51982000.0,89401000.0,49269000.0,70241000.0,41007000.0,,
Operating Expense,357215000.0,398317000.0,353532000.0,342559000.0,331501000.0,,
Depreciation Amortization Depletion Income Statement,2887000.0,2883000.0,4252000.0,4267000.0,4524000.0,,
Depreciation And Amortization In Income Statement,2887000.0,2883000.0,4252000.0,4267000.0,4524000.0,,
Amortization,2887000.0,2883000.0,4252000.0,4267000.0,4524000.0,,
Amortization Of Intangibles Income Statement,2887000.0,2883000.0,4252000.0,4267000.0,4524000.0,,
Research And Development,86890000.0,89077000.0,84886000.0,86184000.0,83112000.0,,
Selling General And Administration,267438000.0,306357000.0,264394000.0,252108000.0,243865000.0,,
Selling And Marketing Expense,208516000.0,246161000.0,210398000.0,192994000.0,193316000.0,,
General And Administrative Expense,58922000.0,60196000.0,53996000.0,59114000.0,50549000.0,,
Other Gand A,58922000.0,60196000.0,53996000.0,59114000.0,50549000.0,,
Gross Profit,409197000.0,487718000.0,402801000.0,412800000.0,372508000.0,,
Cost Of Revenue,477012000.0,554484000.0,460476000.0,456683000.0,416960000.0,,
Total Revenue,886209000.0,1042202000.0,863277000.0,869483000.0,789468000.0,,
Operating Revenue,886209000.0,1042202000.0,863277000.0,869483000.0,789468000.0,,
