,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-177450.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.21,0.0,0.0,0.0,0.0
Normalized EBITDA,-20814000.0,-14891000.0,-19471000.0,-9989000.0,-11352000.0
Total Unusual Items,-845000.0,-4884000.0,-1276000.0,-5494000.0,1747000.0
Total Unusual Items Excluding Goodwill,-845000.0,-4884000.0,-1276000.0,-5494000.0,1747000.0
Net Income From Continuing Operation Net Minority Interest,-24362000.0,-23076000.0,-24524000.0,-19754000.0,-13293000.0
Reconciled Depreciation,1803000.0,1824000.0,1834000.0,1834000.0,1876000.0
Reconciled Cost Of Revenue,5948000.0,2456000.0,3780000.0,2088000.0,5843000.0
EBITDA,-21659000.0,-19775000.0,-20747000.0,-15483000.0,-9605000.0
EBIT,-23462000.0,-21599000.0,-22581000.0,-17317000.0,-11481000.0
Net Interest Income,-835000.0,-1415000.0,-1881000.0,-2361000.0,-1735000.0
Interest Expense,897000.0,1477000.0,1943000.0,2437000.0,1812000.0
Interest Income,62000.0,62000.0,62000.0,76000.0,77000.0
Normalized Income,-23694450.0,-18192000.0,-23248000.0,-14260000.0,-15040000.0
Net Income From Continuing And Discontinued Operation,-24362000.0,-23076000.0,-24524000.0,-19754000.0,-13293000.0
Total Expenses,26162000.0,18184000.0,21600000.0,21912000.0,27605000.0
Total Operating Income As Reported,-22058000.0,-12900000.0,-15864000.0,-10486000.0,-9280000.0
Diluted NI Availto Com Stockholders,-24446000.0,-23076000.0,-24524000.0,-19754000.0,-13293000.0
Net Income Common Stockholders,-24446000.0,-23076000.0,-24524000.0,-19754000.0,-13293000.0
Net Income,-24362000.0,-23076000.0,-24524000.0,-19754000.0,-13293000.0
Net Income Including Noncontrolling Interests,-24362000.0,-23076000.0,-24524000.0,-19754000.0,-13293000.0
Net Income Continuous Operations,-24362000.0,-23076000.0,-24524000.0,-19754000.0,-13293000.0
Tax Provision,3000.0,0.0,0.0,0.0,0.0
Pretax Income,-24359000.0,-23076000.0,-24524000.0,-19754000.0,-13293000.0
Other Income Expense,-1466000.0,-8761000.0,-6779000.0,-6907000.0,-2085000.0
Other Non Operating Income Expenses,-621000.0,-3877000.0,-5503000.0,-1413000.0,-3832000.0
Special Income Charges,-2890000.0,-620000.0,0.0,-5736000.0,193000.0
Other Special Charges,0.0,620000.0,,5736000.0,0.0
Write Off,,,,,0.0
Impairment Of Capital Assets,,,,,0.0
Restructuring And Mergern Acquisition,,,,,-193000.0
Gain On Sale Of Security,2045000.0,-4264000.0,-1276000.0,242000.0,1554000.0
Net Non Operating Interest Income Expense,-835000.0,-1415000.0,-1881000.0,-2361000.0,-1735000.0
Interest Expense Non Operating,897000.0,1477000.0,1943000.0,2437000.0,1812000.0
Interest Income Non Operating,62000.0,62000.0,62000.0,76000.0,77000.0
Operating Income,-22058000.0,-12900000.0,-15864000.0,-10486000.0,-9473000.0
Operating Expense,18788000.0,14280000.0,16358000.0,18358000.0,20262000.0
Depreciation Amortization Depletion Income Statement,377000.0,376000.0,372000.0,368000.0,376000.0
Depreciation And Amortization In Income Statement,377000.0,376000.0,372000.0,368000.0,376000.0
Amortization,377000.0,376000.0,372000.0,368000.0,376000.0
Amortization Of Intangibles Income Statement,377000.0,376000.0,372000.0,368000.0,376000.0
Research And Development,3347000.0,4598000.0,3352000.0,3728000.0,3828000.0
Selling General And Administration,15064000.0,9306000.0,12634000.0,14262000.0,16058000.0
Gross Profit,-3270000.0,1380000.0,494000.0,7872000.0,10789000.0
Cost Of Revenue,7374000.0,3904000.0,5242000.0,3554000.0,7343000.0
Total Revenue,4104000.0,5284000.0,5736000.0,11426000.0,18132000.0
Operating Revenue,4104000.0,5284000.0,5736000.0,11426000.0,18132000.0
